country,age_group,Image,Question,Score,Num_comparisons
All,30-39,296,lively,3.2539682539682544,6
All,30-39,80,lively,4.503968253968255,6
All,30-39,143,lively,3.8888888888888893,6
All,30-39,40,lively,1.5178571428571428,4
All,30-39,279,lively,5.6230158730158735,8
All,30-39,352,lively,5.105820105820106,7
All,30-39,52,lively,5.851851851851852,5
All,30-39,274,lively,6.416666666666667,4
All,30-39,271,lively,2.023809523809524,4
All,30-39,51,lively,5.166666666666667,6
All,30-39,319,lively,5.333333333333333,5
All,30-39,57,lively,4.0,5
All,30-39,245,lively,6.041666666666667,5
All,30-39,108,lively,5.230158730158731,5
All,30-39,284,lively,5.833333333333334,4
All,30-39,174,lively,4.666666666666667,5
All,30-39,264,lively,4.583333333333334,8
All,30-39,201,lively,3.3989898989898992,5
All,30-39,293,lively,7.814814814814816,6
All,30-39,311,lively,5.185185185185185,5
All,30-39,147,lively,4.027777777777778,4
All,30-39,95,lively,7.257295173961841,11
All,30-39,160,lively,1.2345679012345683,5
All,30-39,299,lively,7.107954545454546,8
All,30-39,67,lively,6.296296296296297,6
All,30-39,345,lively,6.041666666666667,4
All,30-39,12,lively,0.6666666666666665,5
All,30-39,205,lively,2.1825396825396832,4
All,30-39,300,lively,3.3333333333333335,4
All,30-39,260,lively,4.142857142857143,5
All,30-39,363,lively,4.522045855379189,9
All,30-39,392,lively,5.122354497354498,8
All,30-39,202,lively,6.243055555555556,7
All,30-39,45,lively,4.666666666666667,5
All,30-39,165,lively,5.095238095238095,5
All,30-39,252,lively,3.2230158730158727,7
All,30-39,280,lively,3.7301587301587302,5
All,30-39,122,lively,5.3121693121693125,5
All,30-39,20,lively,3.568783068783069,8
All,30-39,267,lively,4.285714285714286,6
All,30-39,349,lively,8.222222222222223,6
All,30-39,344,lively,6.055555555555555,5
All,30-39,323,lively,6.777777777777778,6
All,30-39,58,boring,4.345238095238096,8
All,30-39,368,boring,1.7857142857142858,6
All,30-39,86,boring,4.266474266474266,5
All,30-39,250,boring,2.855820105820106,6
All,30-39,210,boring,6.203703703703704,4
All,30-39,321,boring,2.1060606060606064,6
All,30-39,111,boring,5.361111111111112,4
All,30-39,182,boring,3.3333333333333335,4
All,30-39,41,boring,5.714285714285715,6
All,30-39,322,boring,4.378787878787879,11
All,30-39,196,boring,4.341269841269842,7
All,30-39,303,boring,3.472222222222222,8
All,30-39,136,boring,5.925925925925926,6
All,30-39,184,boring,4.7936507936507935,7
All,30-39,114,boring,8.4375,7
All,30-39,110,boring,6.87037037037037,6
All,30-39,377,boring,4.388888888888889,5
All,30-39,139,boring,4.000000000000001,5
All,30-39,154,boring,3.6904761904761907,8
All,30-39,178,boring,7.222222222222222,4
All,30-39,342,boring,1.8035714285714286,5
All,30-39,294,boring,8.000000000000002,5
All,30-39,141,boring,7.083333333333334,4
All,30-39,286,boring,7.175925925925926,9
All,30-39,199,boring,2.0,5
All,30-39,153,boring,7.222222222222222,6
All,30-39,338,boring,2.9523809523809526,5
All,30-39,288,boring,5.0925925925925934,6
All,30-39,234,boring,3.9583333333333335,8
All,30-39,379,boring,5.067460317460317,6
All,30-39,55,boring,3.825396825396825,6
All,30-39,266,boring,6.0,5
All,30-39,263,boring,3.7301587301587302,7
All,30-39,109,boring,5.500000000000001,7
All,30-39,355,boring,2.740740740740741,5
All,30-39,28,boring,6.172839506172839,5
All,30-39,101,boring,4.166666666666667,4
All,30-39,384,boring,4.015151515151516,9
All,30-39,102,boring,6.40909090909091,11
All,30-39,97,boring,4.007936507936509,7
All,30-39,386,boring,4.873015873015873,7
All,30-39,317,boring,4.810439560439561,5
All,30-39,244,boring,9.166666666666668,4
All,30-39,66,boring,6.0,5
All,30-39,183,boring,5.546897546897547,7
All,30-39,312,boring,4.166666666666667,8
All,30-39,73,boring,3.9583333333333335,4
All,30-39,315,boring,4.388888888888889,4
All,30-39,204,boring,3.833333333333333,6
All,30-39,68,boring,5.0661375661375665,9
All,30-39,42,boring,5.80952380952381,5
All,30-39,198,boring,3.9444444444444455,5
All,30-39,340,boring,4.722222222222222,6
All,30-39,226,boring,6.87037037037037,5
All,30-39,235,boring,3.3333333333333335,5
All,30-39,228,boring,4.135802469135803,9
All,30-39,357,boring,4.255952380952381,8
All,30-39,371,boring,4.777777777777778,4
All,30-39,157,boring,4.571428571428572,7
All,30-39,224,boring,5.314814814814816,6
All,30-39,367,boring,1.5740740740740744,5
All,30-39,50,boring,7.500661375661375,10
All,30-39,265,boring,2.3333333333333335,4
All,30-39,309,boring,5.218253968253968,8
All,30-39,253,boring,1.4722222222222223,6
All,30-39,127,boring,5.648148148148149,4
All,30-39,65,boring,5.916666666666667,10
All,30-39,177,boring,4.560185185185185,9
All,30-39,78,boring,1.4574314574314577,4
All,30-39,389,boring,4.007936507936508,6
All,30-39,400,boring,1.25,5
All,30-39,216,boring,5.46969696969697,8
All,30-39,138,boring,4.074074074074074,6
All,30-39,325,boring,4.305555555555555,6
All,30-39,179,boring,4.583333333333334,8
All,30-39,166,boring,7.814814814814816,6
All,30-39,302,boring,4.166666666666667,4
All,30-39,329,boring,4.567099567099567,7
All,30-39,85,boring,2.6388888888888893,4
All,30-39,387,boring,3.4722222222222228,4
All,30-39,100,boring,6.666666666666667,4
All,30-39,382,boring,3.720875420875421,9
All,30-39,99,boring,4.216931216931217,5
All,30-39,236,boring,6.592592592592593,6
All,30-39,259,boring,5.333333333333334,5
All,30-39,89,boring,4.25,4
All,30-39,77,boring,4.037247474747475,11
All,30-39,343,boring,6.493827160493828,5
All,30-39,310,boring,4.791666666666667,6
All,30-39,256,boring,5.6944444444444455,4
All,30-39,125,boring,5.0,4
All,30-39,383,boring,4.587301587301588,7
All,30-39,339,boring,4.833333333333333,5
All,30-39,8,boring,5.119047619047619,7
All,30-39,243,boring,5.333333333333334,4
All,30-39,115,boring,5.565476190476191,8
All,30-39,246,boring,6.888888888888888,4
All,30-39,348,boring,7.230158730158731,7
All,30-39,173,boring,3.5648148148148158,6
All,30-39,16,boring,4.666666666666667,5
All,30-39,76,boring,7.5,4
All,30-39,59,boring,5.9375,8
All,30-39,364,boring,3.5978835978835977,4
All,30-39,142,boring,6.398148148148149,5
All,30-39,231,boring,2.666666666666667,6
All,30-39,373,boring,4.282407407407408,8
All,30-39,43,boring,8.313492063492063,5
All,30-39,90,boring,5.896825396825397,7
All,30-39,362,boring,3.6111111111111116,4
All,30-39,72,boring,5.0514670514670525,11
All,30-39,270,boring,3.240740740740741,6
All,30-39,21,boring,8.04761904761905,5
All,30-39,83,boring,8.373015873015873,5
All,30-39,301,boring,6.396825396825397,7
All,30-39,32,boring,4.8994708994709,7
All,30-39,258,boring,2.185185185185185,9
All,30-39,79,boring,5.151515151515151,7
All,30-39,341,boring,1.6825396825396826,8
All,30-39,372,boring,5.512820512820513,4
All,30-39,209,boring,5.442059483726151,9
All,30-39,238,boring,5.833333333333334,6
All,30-39,277,boring,6.111111111111111,7
All,30-39,14,boring,6.747795414462082,7
All,30-39,287,boring,6.111111111111111,6
All,30-39,167,boring,5.722222222222222,6
All,30-39,249,boring,3.764329805996473,6
All,30-39,332,boring,3.952991452991453,6
All,30-39,185,boring,3.1746031746031744,7
All,30-39,261,boring,2.803030303030303,11
All,30-39,230,boring,6.148148148148148,4
All,30-39,197,boring,3.287037037037037,6
All,30-39,316,boring,4.878306878306879,7
All,30-39,290,boring,6.0,5
All,30-39,2,boring,3.3968253968253967,5
All,30-39,397,boring,3.3333333333333335,5
All,30-39,172,boring,7.016865079365079,5
All,30-39,399,boring,5.012345679012346,5
All,30-39,81,boring,5.096153846153846,8
All,30-39,39,boring,5.222222222222222,5
All,30-39,29,boring,6.0,5
All,30-39,391,boring,4.694444444444445,5
All,30-39,176,boring,6.273809523809524,5
All,30-39,388,boring,3.2716049382716053,6
All,30-39,112,boring,4.444444444444445,6
All,30-39,152,boring,4.583333333333334,5
All,30-39,240,boring,3.3121693121693125,5
All,30-39,308,boring,2.666666666666667,5
All,30-39,94,boring,3.0,5
All,30-39,381,boring,6.222222222222222,5
All,30-39,148,boring,5.944444444444445,6
All,30-39,215,boring,4.914021164021165,7
All,30-39,17,boring,8.592592592592592,4
All,30-39,133,boring,5.875,6
All,30-39,365,boring,3.666666666666667,5
All,30-39,282,boring,4.666666666666667,5
All,30-39,62,boring,5.654761904761905,8
All,30-39,298,boring,6.567460317460317,8
All,30-39,31,boring,5.612373737373737,8
All,30-39,35,boring,5.070707070707071,6
All,30-39,346,boring,2.17283950617284,5
All,30-39,376,boring,2.757575757575758,5
All,30-39,347,boring,1.822751322751323,7
All,30-39,356,boring,1.9444444444444446,4
All,30-39,239,boring,4.506172839506173,5
All,30-39,358,boring,1.9097222222222225,6
All,30-39,158,boring,5.277777777777779,6
All,30-39,331,boring,4.197530864197531,5
All,30-39,206,boring,5.333333333333334,5
All,30-39,75,boring,3.4166666666666665,5
All,30-39,44,boring,1.9444444444444446,7
All,30-39,140,boring,5.833333333333334,6
All,30-39,170,boring,5.784188034188034,9
All,30-39,395,boring,4.523809523809525,4
All,30-39,130,boring,4.639309764309765,11
All,30-39,169,boring,4.2592592592592595,8
All,30-39,361,boring,1.4603174603174605,4
All,30-39,123,boring,6.154761904761905,8
All,30-39,7,boring,5.555555555555555,6
All,30-39,96,boring,5.666666666666667,4
All,30-39,119,boring,3.9484126984126986,8
All,30-39,131,boring,2.037037037037037,9
All,30-39,195,boring,6.782407407407408,8
All,30-39,278,boring,1.6531986531986531,5
All,30-39,398,boring,4.583333333333334,4
All,30-39,117,boring,5.0,4
All,30-39,223,boring,3.9682539682539684,7
All,30-39,314,boring,6.240740740740741,6
All,30-39,1,boring,4.123931623931624,4
All,30-39,113,boring,6.25,4
All,30-39,134,boring,8.44135802469136,5
All,30-39,146,boring,6.083333333333333,5
All,30-39,161,boring,4.777777777777778,4
All,30-39,155,boring,8.148148148148149,6
All,30-39,92,boring,4.555555555555556,5
All,30-39,4,boring,7.407407407407408,5
All,30-39,394,boring,4.722222222222222,4
All,30-39,304,boring,3.6222222222222222,9
All,30-39,46,boring,3.746031746031746,6
All,30-39,297,boring,7.103174603174604,4
All,30-39,38,boring,3.8888888888888884,6
All,30-39,366,boring,2.172619047619048,7
All,30-39,194,boring,5.040954415954416,13
All,30-39,200,boring,5.437271062271063,7
All,30-39,262,boring,1.2962962962962965,4
All,30-39,150,boring,6.666666666666667,5
All,30-39,232,boring,6.309523809523809,4
All,30-39,212,boring,7.283950617283951,6
All,30-39,396,boring,3.5185185185185186,8
All,30-39,233,boring,3.1025641025641026,5
All,30-39,156,boring,5.277777777777778,4
All,30-39,84,boring,3.1666666666666665,10
All,30-39,19,boring,2.5,4
All,30-39,251,boring,5.404040404040404,6
All,30-39,189,boring,4.384920634920635,8
All,30-39,359,boring,2.0925925925925926,4
All,30-39,229,boring,7.619047619047619,7
All,30-39,71,boring,1.5286935286935288,5
All,30-39,61,boring,5.833333333333334,4
All,30-39,128,boring,6.138888888888888,9
All,30-39,203,boring,5.6944444444444455,12
All,30-39,149,boring,7.735449735449735,5
All,30-39,135,boring,5.833333333333334,4
All,30-39,162,boring,5.3086419753086425,9
All,30-39,273,boring,4.267676767676768,6
All,30-39,93,boring,5.333333333333334,5
All,30-39,104,boring,5.972222222222222,4
All,30-39,283,boring,3.5000000000000004,6
All,30-39,335,boring,4.190476190476191,7
All,30-39,30,boring,4.933333333333334,10
All,30-39,10,boring,5.555555555555555,4
All,30-39,48,boring,5.638888888888889,6
All,30-39,350,boring,4.166666666666667,6
All,30-39,121,boring,4.48989898989899,4
All,30-39,103,boring,1.3888888888888893,4
All,30-39,375,boring,3.7738095238095237,5
All,30-39,218,boring,3.1481481481481484,6
All,30-39,369,boring,3.287037037037037,9
All,30-39,385,boring,1.6666666666666667,6
All,30-39,292,boring,4.485229276895944,9
All,30-39,70,boring,5.518518518518518,10
All,30-39,60,boring,4.894179894179895,7
All,30-39,33,boring,4.4444444444444455,6
All,30-39,168,boring,4.317460317460319,5
All,30-39,220,boring,5.138888888888889,6
All,30-39,268,boring,3.6428571428571432,6
All,30-39,27,boring,5.920634920634921,5
All,30-39,214,boring,5.0,5
All,30-39,175,boring,6.005291005291006,9
All,30-39,227,boring,3.1025641025641026,5
All,30-39,13,boring,7.8086419753086425,7
All,30-39,336,boring,4.0,5
All,30-39,269,boring,1.7500000000000002,4
All,30-39,242,boring,4.945887445887446,5
All,30-39,91,boring,6.363636363636364,4
All,30-39,124,boring,4.166666666666667,4
All,30-39,118,boring,8.04761904761905,5
All,30-39,74,boring,6.574074074074074,4
All,30-39,208,boring,4.135802469135802,8
All,30-39,326,boring,1.851851851851852,4
All,30-39,296,boring,5.62962962962963,6
All,30-39,80,boring,1.3095238095238098,4
All,30-39,143,boring,5.835978835978836,5
All,30-39,40,boring,4.888888888888889,6
All,30-39,279,boring,2.666666666666667,5
All,30-39,82,boring,6.005291005291006,8
All,30-39,390,boring,3.3333333333333335,5
All,30-39,5,boring,3.055555555555556,4
All,30-39,52,boring,3.1666666666666665,4
All,30-39,274,boring,3.8888888888888884,6
All,30-39,247,boring,2.0833333333333335,4
All,30-39,51,boring,4.847222222222223,5
All,30-39,289,boring,4.079415954415955,13
All,30-39,319,boring,5.944444444444445,6
All,30-39,245,boring,1.464646464646465,5
All,30-39,108,boring,5.912698412698413,6
All,30-39,49,boring,5.555555555555555,4
All,30-39,264,boring,4.666666666666667,5
All,30-39,201,boring,4.126984126984127,7
All,30-39,311,boring,6.388888888888888,4
All,30-39,95,boring,5.555555555555556,6
All,30-39,360,boring,4.642857142857143,4
All,30-39,299,boring,4.6190476190476195,7
All,30-39,254,boring,4.856746031746032,7
All,30-39,67,boring,3.611111111111111,4
All,30-39,345,boring,5.0,4
All,30-39,374,boring,2.055555555555556,5
All,30-39,12,boring,3.1746031746031744,5
All,30-39,205,boring,7.114197530864197,6
All,30-39,120,boring,3.2954545454545454,4
All,30-39,363,boring,3.5714285714285716,7
All,30-39,392,boring,1.7548500881834217,9
All,30-39,252,boring,7.008547008547008,6
All,30-39,280,boring,5.638888888888889,6
All,30-39,20,boring,6.990740740740741,6
All,30-39,267,boring,2.0833333333333335,5
All,30-39,344,boring,4.027777777777779,4
All,30-39,323,boring,3.2299382716049383,9
All,30-39,58,wealthy,4.896825396825397,5
All,30-39,368,wealthy,6.296296296296297,9
All,30-39,86,wealthy,3.0,4
All,30-39,250,wealthy,5.595238095238095,7
All,30-39,182,wealthy,5.142857142857143,5
All,30-39,41,wealthy,1.5185185185185188,5
All,30-39,276,wealthy,4.166666666666667,4
All,30-39,196,wealthy,6.666666666666667,4
All,30-39,327,wealthy,5.238095238095238,5
All,30-39,303,wealthy,5.819444444444444,8
All,30-39,136,wealthy,1.2962962962962965,4
All,30-39,114,wealthy,4.71252204585538,7
All,30-39,110,wealthy,2.805555555555556,9
All,30-39,377,wealthy,5.492063492063492,7
All,30-39,139,wealthy,3.4338624338624335,7
All,30-39,132,wealthy,2.678571428571429,4
All,30-39,241,wealthy,5.648148148148148,8
All,30-39,313,wealthy,2.8888888888888893,8
All,30-39,178,wealthy,7.777777777777779,5
All,30-39,342,wealthy,6.349206349206349,7
All,30-39,294,wealthy,6.296296296296297,4
All,30-39,63,wealthy,4.656084656084656,6
All,30-39,286,wealthy,6.722222222222222,5
All,30-39,353,wealthy,5.568783068783069,6
All,30-39,351,wealthy,8.88888888888889,6
All,30-39,153,wealthy,1.6190476190476193,5
All,30-39,338,wealthy,6.439285714285714,7
All,30-39,288,wealthy,6.944444444444444,4
All,30-39,370,wealthy,5.833333333333334,4
All,30-39,234,wealthy,1.375661375661376,4
All,30-39,379,wealthy,3.92003367003367,11
All,30-39,55,wealthy,5.125000000000001,5
All,30-39,266,wealthy,4.583333333333334,4
All,30-39,378,wealthy,7.638888888888888,4
All,30-39,263,wealthy,4.0,6
All,30-39,109,wealthy,5.222222222222222,6
All,30-39,355,wealthy,8.444444444444445,5
All,30-39,28,wealthy,1.6666666666666667,4
All,30-39,101,wealthy,4.742063492063492,7
All,30-39,53,wealthy,4.252645502645502,7
All,30-39,317,wealthy,4.500000000000001,4
All,30-39,207,wealthy,4.351851851851852,8
All,30-39,244,wealthy,3.373015873015873,7
All,30-39,66,wealthy,7.663299663299664,5
All,30-39,312,wealthy,6.333333333333333,5
All,30-39,186,wealthy,4.250000000000001,5
All,30-39,3,wealthy,3.3333333333333335,6
All,30-39,73,wealthy,2.962962962962963,8
All,30-39,315,wealthy,2.1375661375661377,5
All,30-39,68,wealthy,5.097222222222223,6
All,30-39,42,wealthy,3.8558201058201056,8
All,30-39,340,wealthy,7.190476190476191,7
All,30-39,226,wealthy,4.9523809523809526,5
All,30-39,87,wealthy,5.138888888888889,4
All,30-39,235,wealthy,5.907407407407407,4
All,30-39,228,wealthy,2.6984126984126986,6
All,30-39,371,wealthy,4.107142857142858,7
All,30-39,224,wealthy,3.833333333333333,4
All,30-39,23,wealthy,2.666666666666667,5
All,30-39,367,wealthy,5.277777777777779,6
All,30-39,50,wealthy,3.107142857142857,7
All,30-39,291,wealthy,4.851190476190476,8
All,30-39,309,wealthy,5.684523809523809,6
All,30-39,253,wealthy,4.4444444444444455,4
All,30-39,65,wealthy,2.8571428571428577,10
All,30-39,193,wealthy,5.333333333333334,5
All,30-39,177,wealthy,4.768518518518519,6
All,30-39,78,wealthy,2.7477954144620815,4
All,30-39,400,wealthy,3.684126984126984,10
All,30-39,216,wealthy,5.416666666666667,4
All,30-39,138,wealthy,6.388888888888888,6
All,30-39,328,wealthy,7.9836309523809526,10
All,30-39,179,wealthy,3.3333333333333335,4
All,30-39,166,wealthy,6.626984126984127,7
All,30-39,354,wealthy,5.178571428571428,7
All,30-39,302,wealthy,5.2936507936507935,5
All,30-39,329,wealthy,6.0,4
All,30-39,64,wealthy,4.166666666666667,5
All,30-39,85,wealthy,4.5551146384479715,7
All,30-39,387,wealthy,5.87962962962963,8
All,30-39,188,wealthy,3.2407407407407414,6
All,30-39,163,wealthy,0.8333333333333334,4
All,30-39,100,wealthy,1.3333333333333335,4
All,30-39,382,wealthy,3.31439393939394,8
All,30-39,69,wealthy,4.365079365079366,6
All,30-39,99,wealthy,3.6944444444444446,5
All,30-39,236,wealthy,4.226190476190476,8
All,30-39,259,wealthy,6.833333333333333,5
All,30-39,281,wealthy,1.527777777777778,6
All,30-39,89,wealthy,2.3333333333333335,5
All,30-39,77,wealthy,2.361111111111111,6
All,30-39,343,wealthy,6.12962962962963,4
All,30-39,310,wealthy,8.333333333333334,4
All,30-39,256,wealthy,3.5000000000000004,5
All,30-39,125,wealthy,5.63888888888889,4
All,30-39,383,wealthy,7.287037037037036,9
All,30-39,8,wealthy,5.466666666666667,10
All,30-39,115,wealthy,5.435185185185185,5
All,30-39,246,wealthy,5.555555555555556,4
All,30-39,348,wealthy,4.796296296296297,9
All,30-39,54,wealthy,1.5079365079365081,6
All,30-39,11,wealthy,1.9682539682539684,5
All,30-39,173,wealthy,5.059523809523809,5
All,30-39,16,wealthy,2.2222222222222228,6
All,30-39,76,wealthy,4.847222222222222,6
All,30-39,59,wealthy,5.222222222222222,10
All,30-39,364,wealthy,5.523809523809525,5
All,30-39,142,wealthy,5.166666666666667,7
All,30-39,231,wealthy,7.015873015873015,7
All,30-39,373,wealthy,5.25,5
All,30-39,144,wealthy,3.142857142857143,5
All,30-39,43,wealthy,3.7301587301587302,7
All,30-39,90,wealthy,5.238095238095238,4
All,30-39,362,wealthy,7.365079365079366,7
All,30-39,72,wealthy,2.492063492063492,7
All,30-39,270,wealthy,6.196428571428573,5
All,30-39,221,wealthy,5.880952380952381,6
All,30-39,83,wealthy,5.078042328042328,8
All,30-39,301,wealthy,7.253968253968255,5
All,30-39,32,wealthy,5.25462962962963,6
All,30-39,258,wealthy,5.074074074074074,5
All,30-39,79,wealthy,4.380952380952381,7
All,30-39,341,wealthy,5.777777777777779,4
All,30-39,372,wealthy,5.302645502645503,10
All,30-39,209,wealthy,5.305555555555556,6
All,30-39,238,wealthy,5.458333333333333,6
All,30-39,277,wealthy,5.904761904761905,5
All,30-39,14,wealthy,5.142857142857143,7
All,30-39,18,wealthy,3.4259259259259256,6
All,30-39,167,wealthy,3.8888888888888884,6
All,30-39,249,wealthy,5.708333333333333,6
All,30-39,116,wealthy,6.375661375661376,9
All,30-39,191,wealthy,3.75,4
All,30-39,185,wealthy,7.645502645502646,7
All,30-39,261,wealthy,1.6666666666666667,4
All,30-39,230,wealthy,7.833333333333334,5
All,30-39,316,wealthy,3.0555555555555554,6
All,30-39,2,wealthy,4.540564373897707,9
All,30-39,397,wealthy,6.726190476190476,4
All,30-39,172,wealthy,3.8888888888888893,7
All,30-39,106,wealthy,6.874779541446209,5
All,30-39,399,wealthy,6.521164021164021,8
All,30-39,211,wealthy,4.421516754850088,8
All,30-39,39,wealthy,3.555555555555556,6
All,30-39,213,wealthy,4.916666666666667,5
All,30-39,29,wealthy,2.175925925925926,8
All,30-39,391,wealthy,7.008928571428572,5
All,30-39,388,wealthy,8.190476190476192,5
All,30-39,112,wealthy,5.502645502645502,12
All,30-39,152,wealthy,3.6419753086419755,6
All,30-39,240,wealthy,6.203703703703704,4
All,30-39,308,wealthy,6.166666666666667,4
All,30-39,324,wealthy,5.208333333333334,5
All,30-39,94,wealthy,1.6296296296296298,5
All,30-39,381,wealthy,6.190476190476191,7
All,30-39,380,wealthy,7.583333333333333,5
All,30-39,148,wealthy,3.666666666666667,4
All,30-39,9,wealthy,5.833333333333334,4
All,30-39,17,wealthy,5.16955266955267,7
All,30-39,133,wealthy,7.5,4
All,30-39,365,wealthy,6.555555555555556,5
All,30-39,282,wealthy,5.625,4
All,30-39,62,wealthy,1.8055555555555558,4
All,30-39,298,wealthy,3.373015873015873,7
All,30-39,31,wealthy,3.555555555555556,5
All,30-39,35,wealthy,3.0,5
All,30-39,137,wealthy,4.8809523809523805,14
All,30-39,346,wealthy,5.317460317460318,6
All,30-39,347,wealthy,6.083333333333333,5
All,30-39,129,wealthy,3.361111111111111,4
All,30-39,34,wealthy,1.1111111111111114,6
All,30-39,356,wealthy,4.138888888888889,5
All,30-39,239,wealthy,3.841269841269841,5
All,30-39,358,wealthy,5.079365079365079,7
All,30-39,331,wealthy,7.632275132275132,6
All,30-39,206,wealthy,2.8883597883597885,9
All,30-39,75,wealthy,2.2222222222222228,6
All,30-39,88,wealthy,3.7777777777777777,5
All,30-39,44,wealthy,7.907407407407407,5
All,30-39,140,wealthy,4.292929292929293,6
All,30-39,170,wealthy,4.348544973544974,9
All,30-39,255,wealthy,3.8888888888888893,6
All,30-39,130,wealthy,2.619047619047619,7
All,30-39,126,wealthy,4.523809523809525,4
All,30-39,169,wealthy,5.244708994708995,7
All,30-39,361,wealthy,4.404761904761905,4
All,30-39,123,wealthy,3.1746031746031744,6
All,30-39,217,wealthy,5.555555555555556,6
All,30-39,7,wealthy,6.583333333333334,4
All,30-39,257,wealthy,5.224867724867725,12
All,30-39,96,wealthy,6.5925925925925934,5
All,30-39,119,wealthy,3.4907407407407405,9
All,30-39,131,wealthy,7.529761904761904,7
All,30-39,195,wealthy,4.074074074074074,4
All,30-39,278,wealthy,7.537037037037037,6
All,30-39,117,wealthy,2.166666666666667,4
All,30-39,223,wealthy,5.555555555555555,4
All,30-39,314,wealthy,5.0,4
All,30-39,1,wealthy,0.8333333333333334,4
All,30-39,134,wealthy,4.920634920634921,7
All,30-39,272,wealthy,5.5,6
All,30-39,161,wealthy,2.037037037037037,9
All,30-39,92,wealthy,3.703703703703704,9
All,30-39,4,wealthy,5.277777777777778,4
All,30-39,394,wealthy,5.8730158730158735,7
All,30-39,305,wealthy,7.481481481481482,4
All,30-39,304,wealthy,6.6319444444444455,6
All,30-39,46,wealthy,2.4380952380952383,7
All,30-39,297,wealthy,3.8888888888888893,6
All,30-39,38,wealthy,4.457671957671957,7
All,30-39,194,wealthy,4.166666666666667,4
All,30-39,22,wealthy,3.8888888888888893,5
All,30-39,200,wealthy,0.5555555555555558,4
All,30-39,150,wealthy,4.166666666666667,5
All,30-39,232,wealthy,5.158730158730159,4
All,30-39,180,wealthy,4.166666666666667,4
All,30-39,212,wealthy,4.783950617283951,6
All,30-39,233,wealthy,3.75,4
All,30-39,84,wealthy,3.142857142857143,6
All,30-39,19,wealthy,0.6666666666666665,5
All,30-39,171,wealthy,5.875,5
All,30-39,251,wealthy,7.25925925925926,6
All,30-39,189,wealthy,2.1481481481481484,7
All,30-39,359,wealthy,8.75,4
All,30-39,229,wealthy,4.666666666666667,5
All,30-39,71,wealthy,5.833333333333334,4
All,30-39,61,wealthy,5.611111111111112,7
All,30-39,149,wealthy,3.920634920634921,6
All,30-39,219,wealthy,5.753968253968255,6
All,30-39,135,wealthy,4.541666666666667,5
All,30-39,162,wealthy,6.058201058201059,6
All,30-39,273,wealthy,7.12962962962963,6
All,30-39,93,wealthy,2.5396825396825395,7
All,30-39,104,wealthy,1.4021164021164023,7
All,30-39,283,wealthy,5.0,4
All,30-39,335,wealthy,6.87037037037037,5
All,30-39,330,wealthy,5.3690476190476195,12
All,30-39,48,wealthy,3.4027777777777786,8
All,30-39,121,wealthy,7.000000000000001,5
All,30-39,103,wealthy,3.7720458553791887,9
All,30-39,181,wealthy,5.357142857142858,6
All,30-39,375,wealthy,6.222222222222222,5
All,30-39,218,wealthy,4.444444444444445,4
All,30-39,369,wealthy,3.922619047619048,7
All,30-39,385,wealthy,6.666666666666667,5
All,30-39,70,wealthy,3.111111111111111,4
All,30-39,145,wealthy,3.0833333333333335,12
All,30-39,33,wealthy,2.023809523809524,7
All,30-39,168,wealthy,1.2698412698412698,6
All,30-39,25,wealthy,3.75,4
All,30-39,220,wealthy,5.444444444444445,6
All,30-39,268,wealthy,4.444444444444445,6
All,30-39,27,wealthy,3.5000000000000004,4
All,30-39,56,wealthy,3.9796296296296303,10
All,30-39,175,wealthy,5.375,8
All,30-39,227,wealthy,2.5,4
All,30-39,295,wealthy,4.404761904761905,4
All,30-39,13,wealthy,3.388888888888889,4
All,30-39,336,wealthy,5.273809523809525,5
All,30-39,269,wealthy,7.777777777777777,8
All,30-39,242,wealthy,2.666666666666667,5
All,30-39,91,wealthy,3.6944444444444446,6
All,30-39,393,wealthy,5.634920634920635,6
All,30-39,124,wealthy,3.3333333333333335,5
All,30-39,208,wealthy,4.476190476190477,5
All,30-39,326,wealthy,7.357142857142858,5
All,30-39,248,wealthy,4.861111111111112,6
All,30-39,36,wealthy,3.108465608465609,7
All,30-39,40,wealthy,5.0396825396825395,6
All,30-39,390,wealthy,5.376984126984127,4
All,30-39,5,wealthy,6.25,4
All,30-39,247,wealthy,7.693121693121693,7
All,30-39,271,wealthy,2.1825396825396823,7
All,30-39,51,wealthy,4.861111111111112,6
All,30-39,289,wealthy,3.8888888888888893,4
All,30-39,319,wealthy,6.37037037037037,5
All,30-39,57,wealthy,4.0,5
All,30-39,245,wealthy,5.666666666666667,4
All,30-39,108,wealthy,4.698412698412699,6
All,30-39,284,wealthy,1.7083333333333333,8
All,30-39,47,wealthy,6.26984126984127,7
All,30-39,49,wealthy,2.5,4
All,30-39,264,wealthy,4.166666666666667,4
All,30-39,201,wealthy,5.6944444444444455,4
All,30-39,311,wealthy,4.333333333333334,4
All,30-39,147,wealthy,2.6587301587301586,7
All,30-39,95,wealthy,5.261904761904762,5
All,30-39,160,wealthy,3.5000000000000004,5
All,30-39,360,wealthy,3.8888888888888884,6
All,30-39,299,wealthy,7.296296296296296,6
All,30-39,67,wealthy,4.285714285714286,6
All,30-39,374,wealthy,7.047619047619048,4
All,30-39,12,wealthy,2.7777777777777777,6
All,30-39,205,wealthy,6.375661375661376,4
All,30-39,300,wealthy,1.5908289241622575,7
All,30-39,307,wealthy,6.666666666666667,4
All,30-39,260,wealthy,5.119047619047619,4
