country,gender_age_group,Image,Question,Score,Num_comparisons
All,female x 30-39,128,green,3.611111111111111,4
All,female x 30-39,373,green,2.5,4
All,female x 30-39,360,green,5.972222222222222,6
All,female x 30-39,203,green,3.3333333333333335,4
All,female x 30-39,125,green,0.5555555555555558,4
All,female x 30-39,374,green,4.888888888888888,5
All,female x 30-39,214,green,7.222222222222222,6
All,female x 30-39,392,green,2.0,4
All,female x 30-39,252,green,3.3333333333333335,5
All,female x 30-39,383,green,3.75,4
All,female x 30-39,39,green,6.388888888888888,4
All,male x Above 50,370,safe,6.5,5
All,male x Above 50,247,safe,2.666666666666667,5
All,male x Above 50,380,safe,6.092592592592592,9
All,male x Above 50,342,safe,4.1534391534391535,7
All,male x Above 50,118,safe,3.0357142857142856,4
All,male x Above 50,313,safe,3.273809523809524,4
All,male x Above 50,21,safe,0.8333333333333334,4
All,male x Above 50,243,safe,6.388888888888889,6
All,male x Above 50,378,safe,7.047619047619048,5
All,male x Above 50,238,safe,4.444444444444445,5
All,male x Above 50,142,safe,4.0092592592592595,12
All,male x Above 50,38,safe,5.202020202020202,6
All,male x Above 50,392,safe,4.860119047619048,8
All,male x Above 50,60,safe,4.37389770723104,9
All,male x Above 50,103,safe,4.263888888888888,6
All,male x Above 50,232,safe,6.111111111111112,6
All,male x Above 50,77,safe,6.481481481481483,6
All,male x Above 50,134,safe,3.650793650793651,6
All,male x Above 50,95,safe,3.761904761904762,5
All,male x Above 50,235,safe,4.7936507936507935,5
All,male x Above 50,215,safe,5.4320987654321,5
All,male x Above 50,344,safe,4.0476190476190474,10
All,male x Above 50,299,safe,2.0740740740740744,5
All,male x Above 50,68,safe,4.662079124579125,11
All,male x Above 50,90,safe,3.7936507936507935,7
All,male x Above 50,286,safe,1.6269841269841272,7
All,male x Above 50,105,safe,4.166666666666667,4
All,male x Above 50,63,safe,4.000000000000001,10
All,male x Above 50,207,safe,6.0,5
All,male x Above 50,336,safe,2.3333333333333335,10
All,male x Above 50,214,safe,7.698412698412698,4
All,male x Above 50,278,safe,6.583333333333334,5
All,male x Above 50,309,safe,3.555555555555556,6
All,male x Above 50,170,safe,4.8505291005291005,7
All,male x Above 50,104,safe,4.821428571428571,4
All,male x Above 50,363,safe,6.1190476190476195,6
All,male x Above 50,131,safe,5.253968253968254,7
All,male x Above 50,37,safe,3.5858585858585856,5
All,male x Above 50,17,safe,3.367724867724868,6
All,male x Above 50,171,safe,5.563492063492064,7
All,male x Above 50,71,safe,4.0,5
All,male x Above 50,53,safe,2.731481481481482,8
All,male x Above 50,376,safe,5.722222222222223,5
All,male x Above 50,61,safe,4.777777777777778,6
All,male x Above 50,205,safe,3.4791666666666665,8
All,male x Above 50,169,safe,5.333333333333334,5
All,male x Above 50,340,safe,6.25,8
All,male x Above 50,324,safe,6.305555555555555,8
All,male x Above 50,33,safe,5.0,5
All,male x Above 50,32,safe,5.962962962962963,6
All,male x Above 50,329,safe,2.166666666666667,4
All,male x Above 50,317,safe,1.9135802469135808,6
All,male x Above 50,100,safe,4.777777777777778,8
All,male x Above 50,265,safe,6.962962962962964,5
All,male x Above 50,226,safe,7.166666666666667,5
All,male x Above 50,285,safe,2.971230158730159,7
All,male x Above 50,353,safe,0.9523809523809523,7
All,male x Above 50,161,safe,6.370370370370371,5
All,male x Above 50,303,safe,7.5661375661375665,4
All,male x Above 50,69,safe,4.230158730158731,7
All,male x Above 50,129,safe,1.3888888888888893,4
All,male x Above 50,333,safe,7.5,6
All,male x Above 50,20,safe,4.857323232323233,6
All,male x Above 50,87,safe,4.814814814814815,6
All,male x Above 50,310,safe,4.186507936507937,6
All,male x Above 50,345,safe,5.122655122655123,7
All,male x Above 50,201,safe,6.0,5
All,male x Above 50,4,safe,4.198412698412699,8
All,male x Above 50,202,safe,5.833333333333334,4
All,male x Above 50,188,safe,1.416666666666667,4
All,male x Above 50,259,safe,5.430335097001763,5
All,male x Above 50,64,safe,3.957912457912458,7
All,male x Above 50,245,safe,2.833333333333334,5
All,male x Above 50,155,safe,4.722222222222222,6
All,male x Above 50,260,safe,5.416666666666667,4
All,male x Above 50,153,safe,4.666666666666667,5
All,male x Above 50,1,safe,3.3472222222222223,6
All,male x Above 50,197,safe,3.496296296296297,9
All,male x Above 50,263,safe,7.555555555555555,5
All,male x Above 50,266,safe,5.138888888888888,4
All,male x Above 50,206,safe,6.0,5
All,male x Above 50,34,safe,4.083333333333334,5
All,male x Above 50,136,safe,1.527777777777778,5
All,male x Above 50,82,safe,1.416666666666667,5
All,male x Above 50,83,safe,4.994388327721661,9
All,male x Above 50,237,safe,1.9583333333333335,5
All,male x Above 50,269,safe,4.404761904761906,5
All,male x Above 50,341,safe,3.6904761904761907,7
All,male x Above 50,225,safe,4.049382716049383,6
All,male x Above 50,22,safe,5.238095238095238,7
All,male x Above 50,239,safe,4.225108225108225,5
All,male x Above 50,356,safe,4.4444444444444455,4
All,male x Above 50,175,safe,5.673520923520924,8
All,male x Above 50,67,safe,5.138888888888888,4
All,male x Above 50,92,safe,5.075757575757576,4
All,male x Above 50,81,safe,3.2751322751322753,5
All,male x Above 50,217,safe,5.0,6
All,male x Above 50,36,safe,4.722222222222222,4
All,male x Above 50,172,safe,0.8333333333333334,7
All,male x Above 50,362,safe,6.555555555555555,4
All,male x Above 50,372,safe,4.434343434343434,5
All,male x Above 50,301,safe,5.070707070707071,5
All,male x Above 50,220,safe,6.142857142857142,5
All,male x Above 50,46,safe,5.844444444444445,7
All,male x Above 50,343,safe,3.666666666666667,7
All,male x Above 50,147,safe,7.345238095238096,5
All,male x Above 50,358,safe,3.3333333333333335,4
All,male x Above 50,151,safe,3.8888888888888893,6
All,male x Above 50,97,safe,5.291005291005291,7
All,male x Above 50,199,safe,5.111111111111111,6
All,male x Above 50,86,safe,3.5714285714285716,7
All,male x Above 50,228,safe,3.582010582010582,7
All,male x Above 50,76,safe,5.486111111111112,8
All,male x Above 50,293,safe,4.361111111111112,5
All,male x Above 50,312,safe,3.8690476190476186,7
All,male x Above 50,298,safe,2.452380952380952,7
All,male x Above 50,140,safe,3.7944444444444443,10
All,male x Above 50,14,safe,4.888888888888889,5
All,male x Above 50,18,safe,3.458333333333334,8
All,male x Above 50,382,safe,4.62962962962963,9
All,male x Above 50,387,safe,5.773809523809525,4
All,male x Above 50,224,safe,4.871031746031746,7
All,male x Above 50,78,safe,1.2592592592592593,5
All,male x Above 50,45,safe,5.714285714285715,8
All,male x Above 50,133,safe,6.146296296296296,9
All,male x Above 50,112,safe,3.3134920634920637,7
All,male x Above 50,181,safe,1.8787878787878791,5
All,male x Above 50,244,safe,2.2222222222222228,4
All,male x Above 50,29,safe,4.666666666666667,5
All,male x Above 50,267,safe,5.0,6
All,male x Above 50,192,safe,5.089285714285715,4
All,male x Above 50,359,safe,4.453703703703704,10
All,male x Above 50,99,safe,5.304232804232805,7
All,male x Above 50,236,safe,2.8333333333333335,6
All,male x Above 50,31,safe,3.8484848484848486,5
All,male x Above 50,179,safe,4.17989417989418,8
All,male x Above 50,282,safe,4.6103896103896105,7
All,male x Above 50,350,safe,6.404761904761904,10
All,male x Above 50,51,safe,5.0,4
All,male x Above 50,276,safe,4.027777777777778,7
All,male x Above 50,346,safe,4.545454545454546,6
All,male x Above 50,270,safe,4.722222222222222,5
All,male x Above 50,146,safe,3.444444444444444,6
All,male x Above 50,12,safe,5.4259259259259265,5
All,male x Above 50,264,safe,2.8571428571428577,4
All,male x Above 50,320,safe,5.507936507936508,7
All,male x Above 50,229,safe,2.5714285714285716,8
All,male x Above 50,160,safe,2.3333333333333335,4
All,male x Above 50,364,safe,5.370370370370371,7
All,male x Above 50,41,safe,3.3796296296296298,9
All,male x Above 50,56,safe,4.166666666666667,4
All,male x Above 50,15,safe,2.361111111111111,4
All,male x Above 50,388,safe,5.9523809523809526,4
All,male x Above 50,9,safe,5.140392015392016,9
All,male x Above 50,3,safe,5.457491582491582,11
All,male x Above 50,126,safe,5.833333333333334,4
All,male x Above 50,10,safe,4.697175840032983,11
All,male x Above 50,132,safe,4.765151515151515,4
All,male x Above 50,124,safe,4.86940836940837,4
All,male x Above 50,101,safe,5.685714285714287,9
All,male x Above 50,79,safe,7.222222222222223,4
All,male x Above 50,47,safe,5.115740740740741,9
All,male x Above 50,368,safe,7.333333333333334,5
All,male x Above 50,163,safe,5.0,6
All,male x Above 50,58,safe,6.0,5
All,male x Above 50,11,safe,5.941358024691358,9
All,male x Above 50,369,safe,7.814814814814816,6
All,male x Above 50,330,safe,5.2813852813852815,7
All,male x Above 50,65,safe,2.962962962962963,5
All,male x Above 50,180,safe,8.333333333333334,4
All,male x Above 50,178,safe,3.3968253968253967,5
All,male x Above 50,154,safe,5.166666666666667,4
All,male x Above 50,194,safe,3.800865800865801,7
All,male x Above 50,223,safe,6.000529100529101,10
All,male x Above 50,88,safe,4.760341510341511,9
All,male x Above 50,102,safe,6.25,4
All,male x Above 50,258,safe,2.5925925925925926,9
All,male x Above 50,366,safe,5.596891534391534,8
All,male x Above 50,287,safe,4.318121693121694,10
All,male x Above 50,248,safe,5.946769280102614,11
All,male x Above 50,255,safe,5.333333333333334,5
All,male x Above 50,158,safe,6.666666666666667,5
All,male x Above 50,28,safe,2.777777777777778,4
All,male x Above 50,328,safe,7.444444444444445,5
All,male x Above 50,209,safe,5.592592592592593,6
All,male x Above 50,191,safe,4.583333333333334,8
All,male x Above 50,374,safe,3.1366843033509704,5
All,male x Above 50,185,safe,5.555555555555555,4
All,male x Above 50,339,safe,7.416666666666667,4
All,male x Above 50,39,safe,6.148148148148149,9
All,male x Above 50,302,safe,7.029761904761906,6
All,male x Above 50,177,safe,4.444444444444445,9
All,male x Above 50,75,safe,7.333333333333334,5
All,male x Above 50,331,safe,5.909090909090909,4
All,male x Above 50,43,safe,4.23941798941799,7
All,male x Above 50,390,safe,4.973544973544974,6
All,male x Above 50,44,safe,10.0,4
All,male x Above 50,144,safe,4.4444444444444455,5
All,male x Above 50,222,safe,7.380952380952381,4
All,male x Above 50,349,safe,5.892857142857143,7
All,male x Above 50,221,safe,8.101851851851851,4
All,male x Above 50,143,safe,4.666666666666667,5
All,male x Above 50,6,safe,1.958333333333333,5
All,male x Above 50,386,safe,4.141865079365079,8
All,male x Above 50,290,safe,5.351851851851852,4
All,male x Above 50,251,safe,2.5757575757575757,4
All,male x Above 50,121,safe,3.316498316498317,6
All,male x Above 50,323,safe,2.380952380952381,4
All,male x Above 50,198,safe,4.682539682539683,6
All,male x Above 50,319,safe,7.7407407407407405,8
All,male x Above 50,257,safe,1.0833333333333333,4
All,male x Above 50,357,safe,7.936507936507937,6
All,male x Above 50,284,safe,3.7698412698412698,6
All,male x Above 50,70,safe,5.333333333333334,5
All,male x Above 50,347,safe,6.296296296296297,6
All,male x Above 50,2,safe,3.277777777777778,4
All,male x Above 50,189,safe,6.922799422799423,6
All,male x Above 50,308,safe,4.4523809523809526,7
All,male x Above 50,360,safe,5.833333333333334,4
All,male x Above 50,186,safe,6.781746031746033,7
All,male x Above 50,138,safe,2.5873015873015874,7
All,male x Above 50,73,safe,5.708994708994709,9
All,male x Above 50,107,safe,5.85261343594677,5
All,male x Above 50,141,safe,1.8571428571428572,5
All,male x Above 50,240,safe,5.833333333333334,4
All,male x Above 50,74,safe,2.727272727272727,11
All,male x Above 50,204,safe,2.291666666666667,4
All,male x Above 50,72,safe,4.833333333333334,5
All,male x Above 50,111,safe,1.6666666666666667,6
All,male x Above 50,187,safe,4.333333333333333,5
All,male x Above 50,334,safe,4.626984126984127,7
All,male x Above 50,337,safe,8.04814814814815,5
All,male x Above 50,148,safe,5.925925925925926,7
All,male x Above 50,35,safe,4.888888888888889,5
All,male x Above 50,242,safe,6.666666666666667,5
All,male x Above 50,218,safe,2.391624579124579,12
All,male x Above 50,322,safe,3.342857142857143,6
All,male x Above 50,316,safe,4.9603174603174605,7
All,male x Above 50,165,safe,6.050505050505051,11
All,male x Above 50,373,safe,4.21957671957672,6
All,male x Above 50,7,safe,4.166666666666667,4
All,male x Above 50,395,safe,3.2521645021645025,11
All,male x Above 50,297,safe,1.1984126984126986,4
All,male x Above 50,261,safe,4.722222222222222,6
All,male x Above 50,108,safe,5.444444444444445,5
All,male x Above 50,59,safe,3.280864197530865,5
All,male x Above 50,125,safe,4.0,5
All,male x Above 50,327,safe,4.970274170274171,9
All,male x Above 50,295,safe,5.158730158730158,4
All,male x Above 50,157,safe,4.536616161616162,11
All,male x Above 50,314,safe,5.111111111111111,6
All,male x Above 50,325,safe,5.238095238095239,10
All,male x Above 50,25,safe,4.427609427609428,5
All,male x Above 50,377,safe,3.4506172839506175,4
All,male x Above 50,300,safe,7.320827320827321,4
All,male x Above 50,149,safe,4.814814814814815,8
All,male x Above 50,393,safe,6.333333333333333,5
All,male x Above 50,391,safe,6.208112874779541,6
All,male x Above 50,89,safe,4.571428571428572,7
All,male x Above 50,208,safe,6.726190476190476,4
All,male x Above 50,176,safe,4.444444444444445,6
All,male x Above 50,119,safe,4.666666666666667,5
All,male x Above 50,234,safe,2.0,5
All,male x Above 50,379,safe,4.166666666666667,4
All,male x Above 50,26,safe,7.619047619047619,4
All,male x Above 50,24,safe,2.666666666666667,5
All,male x Above 50,184,safe,2.2530864197530867,4
All,male x Above 50,114,safe,6.388888888888888,4
All,male x Above 50,98,safe,5.12987012987013,11
All,male x Above 50,96,safe,5.833333333333334,6
All,male x Above 50,348,safe,4.166666666666667,4
All,male x Above 50,271,safe,3.703703703703704,6
All,male x Above 50,174,safe,1.6666666666666667,4
All,male x Above 50,254,safe,3.9603174603174605,5
All,male x Above 50,274,safe,4.111111111111112,5
All,male x Above 50,250,safe,2.0833333333333335,4
All,male x Above 50,396,safe,4.722222222222222,4
All,male x Above 50,315,safe,5.017917267917268,11
All,male x Above 50,13,safe,2.0,5
All,male x Above 50,288,safe,6.165223665223665,7
All,male x Above 50,296,safe,4.0,5
All,male x Above 50,367,safe,5.740740740740741,4
All,male x Above 50,398,safe,5.333333333333334,5
All,male x Above 50,375,safe,5.763888888888888,6
All,male x Above 50,241,safe,6.716931216931217,4
All,male x Above 50,365,safe,7.788359788359789,5
All,male x Above 50,381,safe,6.111111111111112,6
All,male x Above 50,275,safe,5.592592592592593,9
All,male x Above 50,291,safe,6.825396825396825,6
All,male x Above 50,23,safe,3.7592592592592595,8
All,male x Above 50,305,safe,7.936507936507937,4
All,male x Above 50,166,safe,7.619047619047619,7
All,male x Above 50,120,safe,3.0744047619047623,8
All,male x Above 50,355,safe,2.666666666666667,5
All,male x Above 50,370,lively,5.5,6
All,male x Above 50,247,lively,7.553571428571428,5
All,male x Above 50,380,lively,5.130952380952381,10
All,male x Above 50,342,lively,7.988888888888889,8
All,male x Above 50,118,lively,3.246031746031746,5
All,male x Above 50,313,lively,4.722222222222222,7
All,male x Above 50,21,lively,3.907407407407408,9
All,male x Above 50,243,lively,4.111111111111112,5
All,male x Above 50,52,lively,5.793650793650794,7
All,male x Above 50,378,lively,5.0,7
All,male x Above 50,55,lively,6.111111111111111,6
All,male x Above 50,238,lively,3.3333333333333335,4
All,male x Above 50,142,lively,2.636574074074074,9
All,male x Above 50,392,lively,7.561904761904763,7
All,male x Above 50,196,lively,5.376543209876544,5
All,male x Above 50,326,lively,5.833333333333334,4
All,male x Above 50,60,lively,3.8571428571428568,7
All,male x Above 50,103,lively,4.257575757575758,5
All,male x Above 50,77,lively,5.123456790123457,6
All,male x Above 50,134,lively,1.9046072974644401,11
All,male x Above 50,54,lively,1.1111111111111114,6
All,male x Above 50,235,lively,4.444444444444445,6
All,male x Above 50,215,lively,2.5595238095238093,4
All,male x Above 50,344,lively,4.333333333333333,6
All,male x Above 50,299,lively,4.854497354497355,7
All,male x Above 50,68,lively,6.001221001221001,6
All,male x Above 50,84,lively,5.0,4
All,male x Above 50,90,lively,4.0773809523809526,6
All,male x Above 50,371,lively,5.0476190476190474,5
All,male x Above 50,286,lively,3.2407407407407414,4
All,male x Above 50,105,lively,5.835786435786436,11
All,male x Above 50,63,lively,5.7671957671957665,7
All,male x Above 50,207,lively,5.142857142857143,7
All,male x Above 50,336,lively,5.765873015873016,13
All,male x Above 50,278,lively,6.055555555555555,8
All,male x Above 50,309,lively,1.9166666666666665,5
All,male x Above 50,104,lively,5.594444444444444,10
All,male x Above 50,363,lively,5.0694444444444455,6
All,male x Above 50,131,lively,4.841269841269841,7
All,male x Above 50,37,lively,2.5264550264550265,6
All,male x Above 50,17,lively,3.3333333333333335,7
All,male x Above 50,171,lively,4.166666666666667,4
All,male x Above 50,71,lively,8.61111111111111,5
All,male x Above 50,376,lively,5.996031746031746,10
All,male x Above 50,61,lively,2.8373015873015874,6
All,male x Above 50,113,lively,3.5714285714285716,5
All,male x Above 50,340,lively,5.555555555555555,4
All,male x Above 50,304,lively,4.156746031746032,7
All,male x Above 50,324,lively,4.944444444444445,5
All,male x Above 50,329,lively,3.53968253968254,8
All,male x Above 50,317,lively,4.814814814814816,5
All,male x Above 50,100,lively,2.0952380952380953,7
All,male x Above 50,265,lively,4.027777777777778,6
All,male x Above 50,226,lively,2.4382716049382713,9
All,male x Above 50,161,lively,2.1626984126984126,6
All,male x Above 50,303,lively,8.333333333333334,4
All,male x Above 50,69,lively,2.5,4
All,male x Above 50,129,lively,2.878787878787879,11
All,male x Above 50,333,lively,8.055555555555555,5
All,male x Above 50,20,lively,4.333333333333334,4
All,male x Above 50,310,lively,5.555555555555555,6
All,male x Above 50,80,lively,4.435185185185185,5
All,male x Above 50,345,lively,6.25,4
All,male x Above 50,4,lively,4.765211640211641,5
All,male x Above 50,253,lively,3.62962962962963,8
All,male x Above 50,202,lively,7.484126984126984,7
All,male x Above 50,117,lively,4.801587301587301,6
All,male x Above 50,188,lively,2.126984126984127,5
All,male x Above 50,259,lively,5.0,4
All,male x Above 50,211,lively,3.3333333333333335,5
All,male x Above 50,64,lively,6.777777777777778,5
All,male x Above 50,245,lively,7.91115520282187,8
All,male x Above 50,155,lively,2.803030303030303,4
All,male x Above 50,260,lively,1.6851851851851851,4
All,male x Above 50,153,lively,6.25,6
All,male x Above 50,1,lively,4.940476190476191,7
All,male x Above 50,197,lively,3.8888888888888884,6
All,male x Above 50,34,lively,3.1696428571428577,6
All,male x Above 50,82,lively,4.638888888888889,6
All,male x Above 50,83,lively,2.027777777777778,7
All,male x Above 50,237,lively,3.1666666666666665,6
All,male x Above 50,269,lively,7.559523809523809,4
All,male x Above 50,341,lively,8.444444444444445,5
All,male x Above 50,225,lively,5.416666666666667,4
All,male x Above 50,22,lively,7.232142857142858,5
All,male x Above 50,139,lively,1.283950617283951,4
All,male x Above 50,239,lively,5.444444444444445,5
All,male x Above 50,356,lively,8.690476190476192,5
All,male x Above 50,175,lively,3.0,4
All,male x Above 50,92,lively,3.216931216931217,7
All,male x Above 50,81,lively,3.6931216931216935,9
All,male x Above 50,164,lively,3.3333333333333335,4
All,male x Above 50,159,lively,2.4583333333333335,4
All,male x Above 50,217,lively,5.0,4
All,male x Above 50,36,lively,4.865079365079366,7
All,male x Above 50,172,lively,1.8333333333333335,4
All,male x Above 50,362,lively,7.68915343915344,9
All,male x Above 50,372,lively,6.180555555555555,6
All,male x Above 50,301,lively,3.915343915343916,9
All,male x Above 50,220,lively,5.333333333333334,5
All,male x Above 50,46,lively,3.7797619047619047,8
All,male x Above 50,147,lively,0.8333333333333334,5
All,male x Above 50,151,lively,5.833333333333334,6
All,male x Above 50,97,lively,8.055555555555555,7
All,male x Above 50,86,lively,5.225589225589226,8
All,male x Above 50,228,lively,5.089285714285715,8
All,male x Above 50,216,lively,2.5,4
All,male x Above 50,294,lively,1.4761904761904763,7
All,male x Above 50,135,lively,6.532627865961199,5
All,male x Above 50,127,lively,5.833333333333334,4
All,male x Above 50,76,lively,5.856481481481482,9
All,male x Above 50,19,lively,7.708333333333334,6
All,male x Above 50,268,lively,4.790123456790124,5
All,male x Above 50,281,lively,2.833333333333334,5
All,male x Above 50,312,lively,5.0396825396825395,6
All,male x Above 50,298,lively,5.0,4
All,male x Above 50,140,lively,3.7698412698412698,6
All,male x Above 50,14,lively,4.261904761904763,8
All,male x Above 50,122,lively,2.5,6
All,male x Above 50,18,lively,1.5476190476190477,8
All,male x Above 50,382,lively,7.571428571428571,7
All,male x Above 50,387,lively,6.494708994708994,4
All,male x Above 50,224,lively,5.0,7
All,male x Above 50,45,lively,3.904761904761905,7
All,male x Above 50,133,lively,4.166666666666667,4
All,male x Above 50,167,lively,1.4687049062049062,6
All,male x Above 50,181,lively,6.666666666666667,4
All,male x Above 50,244,lively,2.8571428571428577,7
All,male x Above 50,267,lively,4.225589225589226,9
All,male x Above 50,192,lively,4.761904761904762,7
All,male x Above 50,359,lively,5.058201058201059,10
All,male x Above 50,99,lively,4.611111111111112,5
All,male x Above 50,150,lively,2.0000000000000004,6
All,male x Above 50,128,lively,2.4761904761904763,7
All,male x Above 50,236,lively,3.920634920634921,7
All,male x Above 50,321,lively,5.9523809523809526,7
All,male x Above 50,31,lively,4.090909090909091,6
All,male x Above 50,179,lively,3.6031746031746037,5
All,male x Above 50,282,lively,0.8148148148148149,4
All,male x Above 50,350,lively,8.156565656565656,4
All,male x Above 50,51,lively,4.277777777777778,4
All,male x Above 50,276,lively,5.2857142857142865,6
All,male x Above 50,346,lively,4.444444444444445,4
All,male x Above 50,12,lively,5.667548500881834,9
All,male x Above 50,230,lively,5.722222222222223,4
All,male x Above 50,361,lively,8.666666666666668,5
All,male x Above 50,320,lively,7.444444444444445,4
All,male x Above 50,85,lively,3.096681096681097,4
All,male x Above 50,229,lively,5.138888888888889,4
All,male x Above 50,311,lively,7.222222222222223,4
All,male x Above 50,41,lively,3.774250440917108,6
All,male x Above 50,56,lively,5.682539682539683,7
All,male x Above 50,15,lively,5.119047619047619,4
All,male x Above 50,388,lively,7.777777777777777,4
All,male x Above 50,9,lively,3.373015873015873,6
All,male x Above 50,203,lively,6.277777777777778,5
All,male x Above 50,126,lively,4.222222222222222,4
All,male x Above 50,10,lively,3.703703703703704,6
All,male x Above 50,132,lively,3.023809523809524,8
All,male x Above 50,124,lively,3.3333333333333335,5
All,male x Above 50,279,lively,4.624338624338624,7
All,male x Above 50,47,lively,4.722222222222222,6
All,male x Above 50,163,lively,2.6904761904761907,5
All,male x Above 50,8,lively,3.6698232323232327,11
All,male x Above 50,58,lively,4.722222222222222,4
All,male x Above 50,385,lively,8.253968253968255,4
All,male x Above 50,11,lively,3.3973544973544976,9
All,male x Above 50,330,lively,8.285714285714286,5
All,male x Above 50,130,lively,2.8333333333333335,5
All,male x Above 50,180,lively,4.527777777777779,6
All,male x Above 50,231,lively,7.444444444444445,8
All,male x Above 50,178,lively,3.1597222222222228,8
All,male x Above 50,57,lively,4.365079365079366,7
All,male x Above 50,154,lively,3.194444444444444,6
All,male x Above 50,106,lively,1.25,4
All,male x Above 50,194,lively,3.2407407407407414,6
All,male x Above 50,223,lively,7.735449735449735,7
All,male x Above 50,88,lively,6.458333333333334,5
All,male x Above 50,102,lively,2.4938271604938276,5
All,male x Above 50,366,lively,7.010582010582009,6
All,male x Above 50,287,lively,5.515873015873016,7
All,male x Above 50,283,lively,5.722222222222223,6
All,male x Above 50,255,lively,5.211640211640212,7
All,male x Above 50,28,lively,4.761904761904762,7
All,male x Above 50,328,lively,5.714285714285714,6
All,male x Above 50,191,lively,0.8333333333333334,4
All,male x Above 50,185,lively,4.761904761904762,7
All,male x Above 50,339,lively,5.8730158730158735,4
All,male x Above 50,39,lively,2.6587301587301586,9
All,male x Above 50,318,lively,4.450549450549451,7
All,male x Above 50,75,lively,4.404761904761905,7
All,male x Above 50,331,lively,4.166666666666667,4
All,male x Above 50,390,lively,6.488095238095238,8
All,male x Above 50,400,lively,4.246913580246914,5
All,male x Above 50,44,lively,6.743386243386244,6
All,male x Above 50,144,lively,2.916666666666667,4
All,male x Above 50,222,lively,6.5476190476190474,10
All,male x Above 50,349,lively,7.188888888888889,6
All,male x Above 50,280,lively,1.6666666666666667,4
All,male x Above 50,221,lively,5.357142857142858,7
All,male x Above 50,143,lively,7.07231040564374,4
All,male x Above 50,335,lively,4.722222222222222,6
All,male x Above 50,6,lively,4.333333333333334,5
All,male x Above 50,386,lively,7.777777777777777,6
All,male x Above 50,290,lively,4.920634920634921,7
All,male x Above 50,251,lively,2.5,4
All,male x Above 50,121,lively,4.111111111111112,5
All,male x Above 50,323,lively,7.7407407407407405,5
All,male x Above 50,198,lively,4.771825396825397,6
All,male x Above 50,319,lively,1.861823361823362,5
All,male x Above 50,257,lively,5.142857142857143,6
All,male x Above 50,357,lively,5.833333333333334,7
All,male x Above 50,347,lively,7.232142857142858,7
All,male x Above 50,173,lively,3.1819291819291817,5
All,male x Above 50,2,lively,3.4285714285714284,5
All,male x Above 50,189,lively,5.301587301587301,5
All,male x Above 50,308,lively,3.7222222222222223,6
All,male x Above 50,360,lively,7.48469387755102,9
All,male x Above 50,186,lively,1.6666666666666667,4
All,male x Above 50,138,lively,1.840277777777778,8
All,male x Above 50,50,lively,0.8333333333333334,4
All,male x Above 50,73,lively,4.537037037037037,9
All,male x Above 50,183,lively,1.885714285714286,6
All,male x Above 50,107,lively,2.8055555555555554,6
All,male x Above 50,141,lively,3.3333333333333335,4
All,male x Above 50,74,lively,2.7777777777777777,4
All,male x Above 50,204,lively,3.9055555555555554,12
All,male x Above 50,72,lively,3.8148148148148153,5
All,male x Above 50,187,lively,3.8756613756613754,8
All,male x Above 50,277,lively,2.380952380952381,7
All,male x Above 50,334,lively,7.5,4
All,male x Above 50,384,lively,6.223015873015873,8
All,male x Above 50,337,lively,7.574404761904763,8
All,male x Above 50,148,lively,3.666666666666667,5
All,male x Above 50,35,lively,5.333333333333334,5
All,male x Above 50,218,lively,3.666666666666667,5
All,male x Above 50,322,lively,5.875,5
All,male x Above 50,91,lively,3.055555555555556,4
All,male x Above 50,316,lively,1.5705128205128205,4
All,male x Above 50,373,lively,7.063492063492064,7
All,male x Above 50,116,lively,1.7809523809523808,7
All,male x Above 50,49,lively,6.111111111111112,6
All,male x Above 50,7,lively,4.777777777777778,5
All,male x Above 50,395,lively,4.0,4
All,male x Above 50,297,lively,4.666666666666667,4
All,male x Above 50,261,lively,3.3333333333333335,5
All,male x Above 50,108,lively,2.589065255731923,7
All,male x Above 50,59,lively,5.0132275132275135,7
All,male x Above 50,125,lively,7.473884140550807,4
All,male x Above 50,327,lively,8.611111111111112,8
All,male x Above 50,295,lively,4.2063492063492065,7
All,male x Above 50,157,lively,6.164835164835164,5
All,male x Above 50,314,lively,4.488536155202822,7
All,male x Above 50,325,lively,4.8809523809523805,6
All,male x Above 50,16,lively,1.1419753086419757,9
All,male x Above 50,25,lively,4.341269841269842,6
All,male x Above 50,377,lively,6.388888888888888,4
All,male x Above 50,389,lively,5.750000000000001,4
All,male x Above 50,5,lively,4.199294532627866,5
All,male x Above 50,149,lively,4.583333333333334,6
All,male x Above 50,393,lively,6.190476190476191,5
All,male x Above 50,391,lively,5.603174603174604,7
All,male x Above 50,89,lively,6.083333333333333,5
All,male x Above 50,208,lively,4.000000000000001,5
All,male x Above 50,119,lively,1.527777777777778,4
All,male x Above 50,234,lively,6.424242424242425,5
All,male x Above 50,168,lively,2.666666666666667,5
All,male x Above 50,379,lively,6.388888888888888,4
All,male x Above 50,26,lively,3.841269841269841,7
All,male x Above 50,24,lively,6.142857142857142,5
All,male x Above 50,338,lively,5.587301587301587,7
All,male x Above 50,152,lively,4.162698412698413,5
All,male x Above 50,184,lively,1.3888888888888893,4
All,male x Above 50,98,lively,2.5,4
All,male x Above 50,96,lively,3.7830687830687832,4
All,male x Above 50,348,lively,5.714285714285715,4
All,male x Above 50,271,lively,4.166666666666667,4
All,male x Above 50,174,lively,3.6111111111111116,4
