country,gender_age_group_ahi_3_remapped,Image,Question,Score,Num_comparisons
All,male x Above 50 x middle,17,live nearby,1.9523809523809526,7
All,male x Above 50 x middle,31,live nearby,3.8888888888888884,6
All,male x Above 50 x middle,123,live nearby,2.2222222222222228,4
All,male x Above 50 x middle,44,live nearby,4.166666666666667,4
All,male x Above 50 x middle,349,live nearby,8.333333333333334,4
All,male x Above 50 x middle,221,live nearby,6.444444444444445,5
All,male x Above 50 x middle,238,live nearby,2.3333333333333335,4
All,male x Above 50 x middle,396,live nearby,5.416666666666667,4
All,male x Above 50 x middle,315,live nearby,5.555555555555555,4
All,male x Above 50 x middle,261,live nearby,7.083333333333334,4
All,male x Above 50 x middle,184,live nearby,2.407407407407408,4
All,male x Above 50 x middle,72,live nearby,4.120370370370371,9
All,male x Above 50 x middle,241,live nearby,6.666666666666667,4
All,male x Above 50 x middle,150,live nearby,6.333333333333333,5
All,male x Above 50 x middle,212,live nearby,5.518518518518518,5
All,male x Above 50 x middle,24,live nearby,3.3333333333333335,4
All,male x Above 50 x middle,365,live nearby,4.444444444444445,6
All,male x Above 50 x middle,204,live nearby,5.833333333333334,4
All,male x Above 50 x middle,110,live nearby,0.0,4
All,male x Above 50 x middle,347,live nearby,5.555555555555555,4
All,male x Above 50 x middle,70,live nearby,8.518518518518519,4
All,male x Above 50 x middle,352,live nearby,3.6111111111111116,4
All,male x Above 50 x middle,61,live nearby,5.277777777777779,5
All,male x Above 50 x middle,132,live nearby,4.666666666666667,5
All,male x Above 50 x middle,383,live nearby,7.444444444444445,5
All,male x Above 50 x middle,158,live nearby,6.666666666666667,4
All,male x Above 50 x middle,145,live nearby,7.916666666666667,4
All,male x Above 50 x middle,124,live nearby,2.777777777777778,6
All,male x Above 50 x middle,111,live nearby,4.166666666666667,4
All,male x Above 50 x middle,346,live nearby,3.1666666666666665,5
All,male x Above 50 x middle,116,live nearby,1.6666666666666667,4
All,male x Above 50 x middle,295,live nearby,7.314814814814816,4
All,male x Above 50 x middle,141,live nearby,3.6111111111111116,4
All,male x Above 50 x middle,264,live nearby,5.833333333333334,4
All,male x Above 50 x middle,195,live nearby,4.944444444444445,5
All,male x Above 50 x middle,351,live nearby,10.0,4
All,male x Above 50 x middle,310,cycle,3.6111111111111116,4
All,male x Above 50 x middle,117,cycle,4.166666666666667,4
All,male x Above 50 x middle,206,cycle,4.166666666666667,4
All,male x Above 50 x middle,82,cycle,8.148148148148149,5
All,male x Above 50 x middle,341,cycle,3.7222222222222223,5
All,male x Above 50 x middle,376,cycle,8.75,4
All,male x Above 50 x middle,172,cycle,2.5,4
All,male x Above 50 x middle,137,cycle,7.638888888888888,4
All,male x Above 50 x middle,220,cycle,2.142857142857143,4
All,male x Above 50 x middle,358,cycle,4.166666666666667,4
All,male x Above 50 x middle,151,cycle,5.714285714285715,7
All,male x Above 50 x middle,294,cycle,1.25,4
All,male x Above 50 x middle,129,cycle,3.71957671957672,7
All,male x Above 50 x middle,112,cycle,5.0,4
All,male x Above 50 x middle,167,cycle,5.777777777777779,4
All,male x Above 50 x middle,244,cycle,4.2592592592592595,6
All,male x Above 50 x middle,192,cycle,2.0,5
All,male x Above 50 x middle,56,cycle,3.8888888888888893,4
All,male x Above 50 x middle,65,cycle,6.666666666666667,4
All,male x Above 50 x middle,231,cycle,1.7460317460317463,4
All,male x Above 50 x middle,289,cycle,7.111111111111112,4
All,male x Above 50 x middle,42,cycle,2.857142857142857,7
All,male x Above 50 x middle,154,cycle,6.031746031746032,7
All,male x Above 50 x middle,28,cycle,5.222222222222222,5
All,male x Above 50 x middle,280,cycle,2.916666666666667,5
All,male x Above 50 x middle,51,cycle,5.555555555555555,4
All,male x Above 50 x middle,128,cycle,5.833333333333334,4
All,male x Above 50 x middle,176,cycle,4.666666666666667,5
All,male x Above 50 x middle,371,cycle,4.047619047619048,7
All,male x Above 50 x middle,143,cycle,6.111111111111112,6
All,male x Above 50 x middle,332,cycle,4.166666666666667,6
All,male x Above 50 x middle,246,cycle,5.375,8
All,male x Above 50 x middle,98,cycle,8.306878306878307,4
All,male x Above 50 x middle,72,cycle,6.25,4
All,male x Above 50 x middle,148,cycle,3.6111111111111116,6
All,male x Above 50 x middle,114,cycle,3.574074074074074,4
All,male x Above 50 x middle,24,cycle,3.7777777777777777,5
All,male x Above 50 x middle,276,cycle,1.8333333333333335,5
All,male x Above 50 x middle,121,cycle,1.8333333333333335,5
All,male x Above 50 x middle,110,cycle,4.0,5
All,male x Above 50 x middle,108,cycle,2.5396825396825395,4
All,male x Above 50 x middle,368,cycle,4.603174603174604,4
All,male x Above 50 x middle,7,cycle,2.666666666666667,5
All,male x Above 50 x middle,360,cycle,6.111111111111112,6
All,male x Above 50 x middle,272,cycle,6.666666666666667,5
All,male x Above 50 x middle,377,cycle,2.740740740740741,5
All,male x Above 50 x middle,152,cycle,5.333333333333334,5
All,male x Above 50 x middle,138,cycle,2.916666666666667,4
All,male x Above 50 x middle,285,cycle,2.916666666666667,4
All,male x Above 50 x middle,250,cycle,5.833333333333334,4
All,male x Above 50 x middle,321,cycle,2.9629629629629632,4
All,male x Above 50 x middle,183,cycle,5.750000000000001,4
All,male x Above 50 x middle,361,cycle,8.518518518518519,4
All,male x Above 50 x middle,30,cycle,3.8888888888888893,6
All,male x Above 50 x middle,32,cycle,4.166666666666667,4
All,male x Above 50 x middle,304,cycle,5.185185185185185,6
All,male x Above 50 x middle,73,cycle,4.666666666666667,4
All,male x Above 50 x middle,119,cycle,7.25925925925926,5
All,male x Above 50 x middle,4,walk,6.9074074074074066,5
All,male x Above 50 x middle,64,walk,1.6666666666666667,4
All,male x Above 50 x middle,94,walk,5.833333333333334,4
All,male x Above 50 x middle,265,walk,4.4444444444444455,4
All,male x Above 50 x middle,68,walk,5.555555555555555,4
All,male x Above 50 x middle,206,walk,5.0,4
All,male x Above 50 x middle,237,walk,5.0,4
All,male x Above 50 x middle,170,walk,7.055555555555556,4
All,male x Above 50 x middle,269,walk,5.666666666666667,4
All,male x Above 50 x middle,171,walk,3.9444444444444446,4
All,male x Above 50 x middle,164,walk,2.777777777777778,6
All,male x Above 50 x middle,217,walk,2.1296296296296298,4
All,male x Above 50 x middle,46,walk,3.3333333333333335,4
All,male x Above 50 x middle,358,walk,5.833333333333334,4
All,male x Above 50 x middle,228,walk,2.291666666666667,5
All,male x Above 50 x middle,142,walk,5.0,4
All,male x Above 50 x middle,76,walk,4.00462962962963,8
All,male x Above 50 x middle,293,walk,4.666666666666667,5
All,male x Above 50 x middle,140,walk,1.1111111111111114,5
All,male x Above 50 x middle,387,walk,1.6666666666666667,4
All,male x Above 50 x middle,224,walk,4.666666666666667,5
All,male x Above 50 x middle,329,walk,3.814814814814815,5
All,male x Above 50 x middle,29,walk,1.9444444444444446,4
All,male x Above 50 x middle,11,walk,5.0,4
All,male x Above 50 x middle,17,walk,5.972222222222222,4
All,male x Above 50 x middle,101,walk,2.1296296296296298,4
All,male x Above 50 x middle,223,walk,2.5,4
All,male x Above 50 x middle,331,walk,5.277777777777778,4
All,male x Above 50 x middle,179,walk,2.5925925925925926,6
All,male x Above 50 x middle,296,walk,1.777777777777778,4
All,male x Above 50 x middle,77,walk,6.944444444444444,4
All,male x Above 50 x middle,2,walk,5.185185185185185,6
All,male x Above 50 x middle,203,walk,3.7916666666666665,5
All,male x Above 50 x middle,322,walk,5.555555555555555,4
All,male x Above 50 x middle,72,walk,3.111111111111111,5
All,male x Above 50 x middle,108,walk,2.5,4
All,male x Above 50 x middle,131,walk,6.666666666666667,5
All,male x Above 50 x middle,166,walk,8.055555555555555,6
All,male x Above 50 x middle,74,walk,3.555555555555556,5
All,male x Above 50 x middle,120,walk,6.666666666666667,4
All,male x Above 50 x middle,209,walk,5.138888888888889,4
All,male x Above 50 x middle,30,walk,1.6666666666666667,4
All,male x Above 50 x middle,319,walk,5.0,4
All,male x Above 50 x middle,243,walk,5.555555555555556,4
All,male x Above 50 x middle,370,walk,6.666666666666667,5
All,male x Above 50 x middle,87,green,9.583333333333334,5
All,male x Above 50 x middle,188,green,0.0,4
All,male x Above 50 x middle,259,green,5.666666666666667,5
All,male x Above 50 x middle,1,green,5.0,4
All,male x Above 50 x middle,68,green,1.4285714285714288,4
All,male x Above 50 x middle,266,green,3.7301587301587302,7
All,male x Above 50 x middle,22,green,2.4285714285714284,5
All,male x Above 50 x middle,67,green,1.3333333333333335,5
All,male x Above 50 x middle,217,green,3.3333333333333335,4
All,male x Above 50 x middle,27,green,0.8333333333333334,4
All,male x Above 50 x middle,137,green,5.0,4
All,male x Above 50 x middle,301,green,8.333333333333334,4
All,male x Above 50 x middle,228,green,1.8055555555555558,4
All,male x Above 50 x middle,135,green,3.3333333333333335,4
All,male x Above 50 x middle,29,green,3.444444444444444,5
All,male x Above 50 x middle,8,green,8.166666666666668,5
All,male x Above 50 x middle,58,green,1.6666666666666667,4
All,male x Above 50 x middle,388,green,1.4814814814814818,4
All,male x Above 50 x middle,194,green,6.833333333333333,4
All,male x Above 50 x middle,311,green,2.7777777777777777,6
All,male x Above 50 x middle,390,green,3.8611111111111107,5
All,male x Above 50 x middle,44,green,2.2222222222222228,4
All,male x Above 50 x middle,222,green,7.916666666666667,5
All,male x Above 50 x middle,283,green,8.333333333333334,4
All,male x Above 50 x middle,39,green,4.166666666666667,4
All,male x Above 50 x middle,251,green,5.0,4
All,male x Above 50 x middle,143,green,7.0317460317460325,7
All,male x Above 50 x middle,315,green,5.222222222222222,5
All,male x Above 50 x middle,134,green,7.152777777777777,4
All,male x Above 50 x middle,5,green,7.5,6
All,male x Above 50 x middle,161,green,4.722222222222222,4
All,male x Above 50 x middle,240,green,5.777777777777779,5
All,male x Above 50 x middle,272,green,1.851851851851852,4
All,male x Above 50 x middle,327,green,6.388888888888888,4
All,male x Above 50 x middle,277,green,3.666666666666667,5
All,male x Above 50 x middle,291,green,1.25,4
All,male x Above 50 x middle,314,green,6.666666666666667,4
All,male x Above 50 x middle,12,green,3.611111111111111,4
All,male x Above 50 x middle,116,green,8.0,5
All,male x Above 50 x middle,295,green,6.666666666666667,4
All,male x Above 50 x middle,16,green,2.203703703703704,7
All,male x Above 50 x middle,373,green,4.0,5
All,male x Above 50 x middle,173,green,6.25,4
All,male x Above 50 x middle,316,green,2.0000000000000004,5
All,male x Above 50 x middle,229,green,4.166666666666667,5
All,male x Above 50 x middle,389,green,5.0,4
All,male x Above 50 x middle,96,green,10.0,4
All,male x 40-49 x middle,20,safe,1.25,4
All,male x 40-49 x middle,80,safe,7.083333333333334,4
All,male x 40-49 x middle,262,safe,2.916666666666667,4
All,male x 40-49 x middle,269,safe,3.3333333333333335,4
All,male x 40-49 x middle,18,safe,1.6666666666666667,4
All,male x 40-49 x middle,123,safe,5.555555555555555,4
All,male x 40-49 x middle,350,lively,8.333333333333334,4
All,male x 40-49 x middle,305,boring,4.166666666666667,4
All,male x 40-49 x middle,280,wealthy,6.666666666666667,4
All,male x 40-49 x middle,233,wealthy,3.3333333333333335,4
All,male x 40-49 x middle,161,depressing,5.555555555555555,4
All,male x 40-49 x middle,285,depressing,1.6666666666666667,4
All,male x 40-49 x middle,146,depressing,6.0,5
All,male x 40-49 x middle,150,depressing,6.25,4
All,male x 40-49 x middle,162,depressing,3.6111111111111116,4
All,male x 40-49 x middle,387,depressing,2.916666666666667,4
All,male x 40-49 x middle,364,live nearby,5.833333333333334,4
All,male x 40-49 x middle,210,live nearby,4.666666666666667,5
All,male x 40-49 x middle,194,cycle,1.1666666666666667,5
All,male x 40-49 x middle,178,cycle,3.8888888888888893,6
All,male x 40-49 x middle,128,cycle,7.037037037037037,4
All,male x 40-49 x middle,304,cycle,5.0,4
All,male x 40-49 x middle,169,cycle,2.5,4
All,male x 40-49 x middle,126,cycle,4.166666666666667,4
All,male x 40-49 x middle,385,cycle,4.722222222222222,4
All,male x 40-49 x middle,150,cycle,10.0,4
All,male x 40-49 x middle,335,cycle,2.962962962962963,4
All,male x 40-49 x middle,253,cycle,7.777777777777777,6
All,male x 40-49 x middle,20,walk,0.8333333333333334,4
All,male x 40-49 x middle,252,walk,2.916666666666667,4
All,male x 40-49 x middle,315,walk,8.333333333333334,4
All,male x 40-49 x middle,239,walk,3.3333333333333335,4
All,male x 40-49 x middle,256,walk,1.25,4
All,male x 40-49 x middle,285,green,7.142857142857143,7
All,male x 40-49 x middle,61,green,2.2222222222222228,4
All,male x 40-49 x middle,128,green,1.6666666666666667,4
All,female x 21-29 x bottom,200,safe,5.166666666666667,4
All,female x 21-29 x bottom,40,safe,2.5,4
All,female x 21-29 x bottom,67,safe,6.75,5
All,female x 21-29 x bottom,119,safe,5.0,4
All,female x 21-29 x bottom,186,safe,6.166666666666667,5
All,female x 21-29 x bottom,293,safe,5.333333333333334,5
All,female x 21-29 x bottom,44,safe,2.361111111111111,4
All,female x 21-29 x bottom,267,safe,5.555555555555555,5
All,female x 21-29 x bottom,189,safe,3.3333333333333335,4
All,female x 21-29 x bottom,30,safe,2.5,4
All,female x 21-29 x bottom,144,safe,2.777777777777778,4
All,female x 21-29 x bottom,373,safe,2.2222222222222228,5
All,female x 21-29 x bottom,320,safe,6.833333333333333,4
All,female x 21-29 x bottom,127,safe,2.5,4
All,female x 21-29 x bottom,56,safe,2.666666666666667,5
All,female x 21-29 x bottom,305,safe,2.5,4
All,female x 21-29 x bottom,171,safe,6.777777777777778,5
All,female x 21-29 x bottom,286,safe,0.8333333333333334,4
All,female x 21-29 x bottom,6,safe,4.166666666666667,4
All,female x 21-29 x bottom,266,safe,3.0,4
All,female x 21-29 x bottom,325,safe,3.75,4
All,female x 21-29 x bottom,200,lively,6.666666666666667,4
All,female x 21-29 x bottom,397,lively,5.0,4
All,female x 21-29 x bottom,393,lively,8.148148148148149,4
All,female x 21-29 x bottom,244,lively,4.583333333333334,4
All,female x 21-29 x bottom,53,lively,2.111111111111111,5
All,female x 21-29 x bottom,336,lively,7.083333333333334,4
All,female x 21-29 x bottom,267,lively,4.166666666666667,4
All,female x 21-29 x bottom,75,lively,2.916666666666667,4
All,female x 21-29 x bottom,307,lively,4.166666666666667,4
All,female x 21-29 x bottom,263,lively,5.0,4
All,female x 21-29 x bottom,227,lively,5.833333333333334,4
All,female x 21-29 x bottom,366,lively,7.777777777777777,4
All,female x 21-29 x bottom,240,lively,6.0,5
All,female x 21-29 x bottom,120,lively,3.7962962962962963,4
All,female x 21-29 x bottom,82,lively,1.25,4
All,female x 21-29 x bottom,246,lively,0.8333333333333334,4
All,female x 21-29 x bottom,164,boring,2.5,4
All,female x 21-29 x bottom,182,boring,8.518518518518519,4
All,female x 21-29 x bottom,222,boring,5.277777777777778,4
All,female x 21-29 x bottom,231,boring,5.555555555555555,4
All,female x 21-29 x bottom,43,boring,3.8888888888888893,4
All,female x 21-29 x bottom,74,boring,5.277777777777778,4
All,female x 21-29 x bottom,260,boring,7.333333333333334,5
All,female x 21-29 x bottom,64,boring,7.083333333333334,4
All,female x 21-29 x bottom,283,boring,3.3333333333333335,4
All,female x 21-29 x bottom,142,boring,7.777777777777777,4
All,female x 21-29 x bottom,105,boring,6.833333333333333,8
All,female x 21-29 x bottom,52,boring,5.0,4
All,female x 21-29 x bottom,363,boring,3.4259259259259265,4
All,female x 21-29 x bottom,122,boring,2.962962962962963,4
All,female x 21-29 x bottom,276,boring,3.8888888888888893,4
All,female x 21-29 x bottom,282,boring,2.2222222222222228,4
All,female x 21-29 x bottom,151,boring,7.916666666666667,4
All,female x 21-29 x bottom,97,boring,5.833333333333334,4
All,female x 21-29 x bottom,200,wealthy,5.0,5
All,female x 21-29 x bottom,196,wealthy,7.638888888888888,4
All,female x 21-29 x bottom,287,wealthy,4.166666666666667,4
All,female x 21-29 x bottom,176,wealthy,2.5,4
All,female x 21-29 x bottom,61,wealthy,3.055555555555556,4
All,female x 21-29 x bottom,36,wealthy,3.5000000000000004,5
All,female x 21-29 x bottom,339,wealthy,7.592592592592593,4
All,female x 21-29 x bottom,375,wealthy,7.01388888888889,6
All,female x 21-29 x bottom,99,wealthy,1.527777777777778,4
All,female x 21-29 x bottom,106,wealthy,4.166666666666667,4
All,female x 21-29 x bottom,171,wealthy,7.5,4
All,female x 21-29 x bottom,1,wealthy,6.888888888888888,5
All,female x 21-29 x bottom,219,wealthy,0.8333333333333334,4
All,female x 21-29 x bottom,206,wealthy,4.583333333333334,4
All,female x 21-29 x bottom,309,wealthy,7.222222222222222,4
All,female x 21-29 x bottom,397,depressing,3.055555555555556,4
All,female x 21-29 x bottom,33,depressing,4.0,5
All,female x 21-29 x bottom,119,depressing,5.6944444444444455,4
All,female x 21-29 x bottom,95,depressing,5.833333333333334,4
All,female x 21-29 x bottom,2,depressing,4.166666666666667,4
All,female x 21-29 x bottom,293,depressing,0.8333333333333334,4
All,female x 21-29 x bottom,330,depressing,2.2222222222222228,5
All,female x 21-29 x bottom,368,depressing,2.5,4
All,female x 21-29 x bottom,155,depressing,3.8888888888888893,4
All,female x 21-29 x bottom,381,depressing,6.9444444444444455,5
All,female x 21-29 x bottom,154,depressing,4.444444444444445,5
All,female x 21-29 x bottom,365,depressing,3.444444444444444,5
All,female x 21-29 x bottom,363,depressing,3.3333333333333335,5
All,female x 21-29 x bottom,276,depressing,7.777777777777777,4
All,female x 21-29 x bottom,161,depressing,3.3333333333333335,4
All,female x 21-29 x bottom,282,depressing,4.814814814814815,6
All,female x 21-29 x bottom,237,depressing,7.083333333333334,4
All,female x 21-29 x bottom,320,depressing,3.5000000000000004,6
All,female x 21-29 x bottom,56,depressing,4.444444444444445,4
All,female x 21-29 x bottom,194,depressing,5.370370370370371,4
All,female x 21-29 x bottom,120,depressing,3.8518518518518516,5
All,female x 21-29 x bottom,390,depressing,1.5555555555555556,5
All,female x 21-29 x bottom,13,depressing,4.666666666666667,4
All,female x 21-29 x bottom,362,depressing,6.111111111111112,4
All,female x 21-29 x bottom,222,beautiful,3.8888888888888893,6
All,female x 21-29 x bottom,376,beautiful,6.111111111111111,4
All,female x 21-29 x bottom,91,beautiful,6.222222222222222,5
All,female x 21-29 x bottom,53,beautiful,1.6666666666666667,4
All,female x 21-29 x bottom,400,beautiful,5.0,4
All,female x 21-29 x bottom,198,beautiful,1.9444444444444442,6
All,female x 21-29 x bottom,142,beautiful,3.1666666666666665,5
All,female x 21-29 x bottom,335,beautiful,6.203703703703704,4
All,female x 21-29 x bottom,44,beautiful,1.6666666666666667,4
All,female x 21-29 x bottom,51,beautiful,5.833333333333334,4
All,female x 21-29 x bottom,299,beautiful,5.138888888888888,4
All,female x 21-29 x bottom,154,beautiful,7.944444444444445,4
All,female x 21-29 x bottom,322,beautiful,6.25,4
All,female x 21-29 x bottom,350,beautiful,5.833333333333334,4
All,female x 21-29 x bottom,236,beautiful,2.291666666666667,5
All,female x 21-29 x bottom,372,beautiful,6.5925925925925934,5
All,female x 21-29 x bottom,16,beautiful,5.277777777777778,4
All,female x 21-29 x bottom,270,beautiful,6.7592592592592595,4
All,female x 21-29 x bottom,255,live nearby,4.166666666666667,4
All,female x 21-29 x bottom,198,live nearby,3.3333333333333335,6
All,female x 21-29 x bottom,138,live nearby,4.055555555555556,5
All,female x 21-29 x bottom,382,live nearby,2.0833333333333335,4
All,female x 21-29 x bottom,354,live nearby,5.0,4
All,female x 21-29 x bottom,105,live nearby,2.5,4
All,female x 21-29 x bottom,334,live nearby,3.3333333333333335,4
All,female x 21-29 x bottom,35,live nearby,2.5,4
All,female x 21-29 x bottom,322,live nearby,5.0,4
All,female x 21-29 x bottom,19,live nearby,3.1666666666666665,5
All,female x 21-29 x bottom,50,live nearby,3.3333333333333335,6
All,female x 21-29 x bottom,107,live nearby,4.166666666666667,6
All,female x 21-29 x bottom,240,live nearby,8.703703703703704,4
All,female x 21-29 x bottom,179,live nearby,4.0,5
All,female x 21-29 x bottom,37,live nearby,5.0,4
All,female x 21-29 x bottom,219,live nearby,1.3888888888888893,4
All,female x 21-29 x bottom,48,live nearby,4.2592592592592595,6
All,female x 21-29 x bottom,178,live nearby,2.5555555555555554,5
All,female x 21-29 x bottom,29,live nearby,1.1111111111111114,4
All,female x 21-29 x bottom,58,cycle,4.166666666666667,4
All,female x 21-29 x bottom,215,cycle,3.3333333333333335,6
All,female x 21-29 x bottom,391,cycle,5.0,6
All,female x 21-29 x bottom,204,cycle,2.0833333333333335,4
All,female x 21-29 x bottom,336,cycle,8.333333333333334,4
All,female x 21-29 x bottom,323,cycle,6.111111111111111,4
All,female x 21-29 x bottom,36,cycle,6.481481481481482,4
All,female x 21-29 x bottom,142,cycle,4.166666666666667,4
All,female x 21-29 x bottom,335,cycle,5.833333333333334,4
All,female x 21-29 x bottom,140,cycle,4.0,5
All,female x 21-29 x bottom,248,cycle,4.666666666666667,5
All,female x 21-29 x bottom,263,cycle,7.037037037037037,4
All,female x 21-29 x bottom,363,cycle,1.1111111111111114,4
All,female x 21-29 x bottom,265,cycle,2.0833333333333335,4
All,female x 21-29 x bottom,188,cycle,3.3333333333333335,4
All,female x 21-29 x bottom,113,cycle,1.4814814814814818,4
All,female x 21-29 x bottom,237,cycle,6.833333333333333,5
All,female x 21-29 x bottom,112,cycle,5.166666666666666,5
All,female x 21-29 x bottom,358,cycle,5.833333333333334,4
All,female x 21-29 x bottom,305,cycle,3.3333333333333335,4
All,female x 21-29 x bottom,201,cycle,5.833333333333334,4
All,female x 21-29 x bottom,289,cycle,6.25,4
All,female x 21-29 x bottom,172,cycle,0.0,4
All,female x 21-29 x bottom,280,cycle,4.62962962962963,4
All,female x 21-29 x bottom,394,cycle,4.333333333333334,6
All,female x 21-29 x bottom,97,cycle,3.0,5
All,female x 21-29 x bottom,369,cycle,7.5,4
All,female x 21-29 x bottom,117,walk,3.611111111111111,4
All,female x 21-29 x bottom,164,walk,3.75,6
All,female x 21-29 x bottom,152,walk,5.277777777777779,4
All,female x 21-29 x bottom,281,walk,7.037037037037037,4
All,female x 21-29 x bottom,214,walk,7.916666666666667,4
All,female x 21-29 x bottom,260,walk,4.666666666666667,5
All,female x 21-29 x bottom,64,walk,3.0555555555555554,4
All,female x 21-29 x bottom,44,walk,6.666666666666667,4
All,female x 21-29 x bottom,108,walk,2.0833333333333335,4
All,female x 21-29 x bottom,158,walk,6.666666666666667,4
All,female x 21-29 x bottom,122,walk,3.055555555555556,4
All,female x 21-29 x bottom,151,walk,4.166666666666667,4
All,female x 21-29 x bottom,84,walk,3.3333333333333335,4
All,female x 21-29 x bottom,94,walk,3.055555555555556,4
All,female x 21-29 x bottom,203,walk,5.0,4
All,female x 21-29 x bottom,191,walk,4.666666666666667,5
All,female x 21-29 x bottom,16,walk,2.5,4
All,female x 21-29 x bottom,397,green,1.6666666666666667,5
All,female x 21-29 x bottom,5,green,7.777777777777777,4
All,female x 21-29 x bottom,43,green,2.0833333333333335,4
All,female x 21-29 x bottom,242,green,4.666666666666667,5
All,female x 21-29 x bottom,163,green,6.222222222222222,5
All,female x 21-29 x bottom,211,green,5.833333333333334,4
All,female x 21-29 x bottom,353,green,1.1111111111111114,4
All,female x 21-29 x bottom,155,green,8.75,4
All,female x 21-29 x bottom,347,green,5.833333333333334,4
All,female x 21-29 x bottom,11,green,2.2222222222222228,4
All,female x 21-29 x bottom,114,green,3.3333333333333335,4
All,female x 21-29 x bottom,363,green,4.166666666666667,4
All,female x 21-29 x bottom,73,green,1.6666666666666667,4
All,female x 21-29 x bottom,106,green,5.694444444444445,6
All,female x 21-29 x bottom,366,green,3.4166666666666665,4
All,female x 21-29 x bottom,305,green,6.666666666666667,5
All,female x 21-29 x bottom,372,green,7.916666666666667,4
All,female x 40-49 x upper,303,safe,4.166666666666667,4
All,female x 40-49 x upper,398,safe,7.777777777777777,4
All,female x 40-49 x upper,313,safe,4.166666666666667,4
All,female x 40-49 x upper,317,safe,6.666666666666667,4
All,female x 40-49 x upper,373,lively,4.166666666666667,4
All,female x 40-49 x upper,236,depressing,8.333333333333334,4
All,female x 40-49 x upper,301,depressing,5.0,4
All,female x 40-49 x upper,341,depressing,4.666666666666667,5
All,female x 40-49 x upper,320,depressing,3.3333333333333335,4
All,female x 40-49 x upper,74,live nearby,1.6666666666666667,4
All,female x 40-49 x upper,24,live nearby,5.833333333333334,4
All,female x 40-49 x upper,30,live nearby,0.8333333333333334,4
All,female x 40-49 x upper,355,cycle,5.555555555555556,5
All,female x 40-49 x upper,225,cycle,1.333333333333333,5
All,female x 40-49 x upper,29,cycle,2.0833333333333335,4
All,female x 40-49 x upper,43,cycle,3.666666666666667,5
All,female x 40-49 x upper,268,green,7.083333333333334,4
All,male x 30-39 x bottom,69,safe,2.5,4
All,male x 30-39 x bottom,357,safe,5.833333333333334,4
All,male x 30-39 x bottom,258,safe,4.166666666666667,4
All,male x 30-39 x bottom,220,safe,2.5,4
All,male x 30-39 x bottom,67,safe,5.0,4
All,male x 30-39 x bottom,112,safe,5.833333333333334,4
All,male x 30-39 x bottom,386,safe,6.0,5
All,male x 30-39 x bottom,154,safe,7.083333333333334,4
All,male x 30-39 x bottom,399,safe,3.7777777777777777,5
All,male x 30-39 x bottom,290,lively,2.916666666666667,4
All,male x 30-39 x bottom,298,lively,3.3333333333333335,4
All,male x 30-39 x bottom,72,lively,0.5555555555555558,4
All,male x 30-39 x bottom,313,wealthy,2.0833333333333335,4
All,male x 30-39 x bottom,400,wealthy,4.166666666666667,4
All,male x 30-39 x bottom,48,wealthy,2.5,4
All,male x 30-39 x bottom,67,wealthy,5.0,4
All,male x 30-39 x bottom,379,wealthy,4.166666666666667,4
All,male x 30-39 x bottom,62,depressing,3.3333333333333335,4
All,male x 30-39 x bottom,320,depressing,4.4444444444444455,6
All,male x 30-39 x bottom,165,depressing,5.0,5
All,male x 30-39 x bottom,11,beautiful,2.2222222222222228,4
All,male x 30-39 x bottom,272,beautiful,6.944444444444444,4
All,male x 30-39 x bottom,169,live nearby,2.777777777777778,4
All,male x 30-39 x bottom,28,live nearby,2.5,4
All,male x 30-39 x bottom,295,live nearby,3.666666666666667,5
All,male x 30-39 x bottom,41,live nearby,0.5555555555555555,6
All,male x 30-39 x bottom,233,live nearby,7.083333333333334,4
All,male x 30-39 x bottom,99,cycle,3.3333333333333335,4
All,male x 30-39 x bottom,211,cycle,6.222222222222222,5
All,male x 30-39 x bottom,195,cycle,2.2222222222222228,4
All,male x 30-39 x bottom,265,cycle,3.3333333333333335,4
All,male x 30-39 x bottom,20,cycle,1.1111111111111114,4
All,male x 30-39 x bottom,309,cycle,2.2222222222222228,4
All,male x 30-39 x bottom,182,cycle,5.833333333333334,4
All,male x 30-39 x bottom,310,walk,4.166666666666667,4
All,male x 30-39 x bottom,331,walk,1.6666666666666667,4
All,male x 30-39 x bottom,153,walk,1.6666666666666667,4
All,male x 30-39 x bottom,204,walk,6.666666666666667,4
All,male x 30-39 x bottom,171,walk,4.583333333333334,4
All,male x 30-39 x bottom,272,green,4.166666666666667,4
All,male x 30-39 x bottom,241,green,2.5,4
All,male x 30-39 x bottom,193,green,5.833333333333334,4
All,female x 21-29 x middle,177,safe,2.2222222222222228,4
All,female x 21-29 x middle,7,safe,6.25,4
All,female x 21-29 x middle,332,wealthy,3.444444444444444,5
All,female x 21-29 x middle,219,depressing,4.666666666666667,5
All,female x 21-29 x middle,185,depressing,7.407407407407408,4
All,female x 21-29 x middle,251,depressing,3.3333333333333335,4
All,female x 21-29 x middle,146,depressing,0.8333333333333334,4
All,female x 21-29 x middle,89,depressing,6.333333333333333,5
All,female x 21-29 x middle,354,depressing,2.2222222222222228,4
All,female x 21-29 x middle,311,live nearby,7.777777777777777,4
All,female x 21-29 x middle,179,live nearby,2.5,4
All,female x 21-29 x middle,20,live nearby,1.6666666666666667,4
All,female x 21-29 x middle,347,live nearby,2.5,4
