,Image,Question,Score,Num_comparisons
811,85,boring,5.26424554715366,23
812,328,boring,4.586133527285887,26
813,340,boring,3.1597257106034977,28
814,223,boring,4.438091149140089,32
815,120,boring,4.083877860857204,27
816,169,boring,4.826066607377661,31
817,58,boring,5.051361882883622,28
818,42,boring,4.9987947898603915,24
819,381,boring,4.513572564208093,20
820,64,boring,5.039955623826592,21
821,150,boring,6.362035846241899,20
822,80,boring,5.048773775034612,23
823,13,boring,5.438939775089263,25
824,207,boring,4.239497147781426,31
825,237,boring,5.92968597018475,25
826,176,boring,5.04569928933964,24
827,67,boring,4.409422008033119,25
828,217,boring,4.900602069665308,17
829,35,boring,4.306518350850352,24
830,161,boring,4.6660197566888435,21
831,348,boring,5.072513597513598,30
832,307,boring,4.482572051378512,24
833,73,boring,5.8989728594991755,21
834,164,boring,5.322322859061257,26
835,100,boring,4.269155227488561,24
836,16,boring,5.299357228822838,26
837,219,boring,5.103171634485375,25
838,332,boring,3.667628712743347,31
839,44,boring,2.6428174343807096,28
840,72,boring,5.190415089421382,34
841,308,boring,4.028123749573025,25
842,94,boring,5.287868716587253,22
843,206,boring,5.432009303989981,21
844,5,boring,5.199664624372119,28
845,319,boring,5.871154539692369,25
846,326,boring,4.637068969001742,22
847,119,boring,5.622973266082715,23
848,331,boring,3.772690763866784,29
849,286,boring,6.235301282370249,25
850,302,boring,4.134493099828853,19
851,241,boring,4.751861044036886,18
852,337,boring,3.776381129879649,25
853,300,boring,4.849145600309856,28
854,10,boring,4.919103256512677,23
855,114,boring,6.026569858712716,20
856,76,boring,3.990259674407401,29
857,185,boring,3.7608835027344223,32
858,4,boring,6.122945961559988,23
859,124,boring,4.951243714146884,32
860,78,boring,2.760251487706521,23
861,312,boring,4.858515451269074,30
862,293,boring,4.153804626104766,21
863,252,boring,5.274658254576028,22
864,208,boring,5.038627010849233,21
865,125,boring,5.300546394592633,31
866,159,boring,5.2488505434899535,22
867,38,boring,4.913439870779749,24
868,178,boring,5.401360580567336,24
869,82,boring,5.798347636288814,24
870,52,boring,4.207051841579094,29
871,235,boring,4.48011063011063,27
872,212,boring,6.05200347243358,25
873,301,boring,4.421537597544657,28
874,111,boring,5.453432569862173,19
875,48,boring,5.257767087917873,31
876,201,boring,4.490230958349531,30
877,194,boring,4.985041315009253,34
878,93,boring,4.146186450773578,26
879,363,boring,3.9732429528599678,28
880,317,boring,4.553855319725896,28
881,210,boring,5.692194280231915,18
882,368,boring,3.4571707412287123,15
883,86,boring,4.683323154687006,27
884,250,boring,2.6967305968602684,22
885,321,boring,2.896976685839667,29
886,182,boring,5.348846512724868,23
887,41,boring,4.539639532977542,23
888,322,boring,4.076853248740163,38
889,196,boring,4.8500177888049745,20
890,327,boring,3.4421422897366747,25
891,303,boring,4.239834431020672,24
892,136,boring,6.735062542092371,27
893,184,boring,4.938991132706737,35
894,110,boring,5.88398058824637,27
895,377,boring,4.076602392190034,30
896,139,boring,5.217490179008469,23
897,132,boring,6.1943440355393005,23
898,154,boring,5.558663547023679,25
899,313,boring,3.605020355576529,27
900,342,boring,4.208047401151455,28
901,294,boring,5.627377092894334,14
902,141,boring,5.512919334737272,29
903,63,boring,4.264679019089351,27
904,353,boring,3.085939228609975,22
905,199,boring,5.052602334816491,22
906,351,boring,4.618771569550212,28
907,190,boring,6.334389833471543,21
908,153,boring,5.567312183254213,28
909,338,boring,5.350771574150746,25
910,288,boring,3.7743481357611794,21
911,370,boring,4.669809199346626,23
912,234,boring,4.216885463015523,22
913,379,boring,4.162947278993158,35
914,55,boring,4.129435433923513,20
915,266,boring,3.421557632208356,26
916,247,boring,4.486912034695963,31
917,118,boring,6.0849830345486025,27
918,21,boring,5.559528987193785,23
919,243,boring,4.191934642776187,24
920,378,boring,4.403773553572339,21
921,238,boring,4.944319134015952,26
922,142,boring,6.092994500953828,28
923,392,boring,3.0726860285683815,30
924,60,boring,5.072452785024021,27
925,103,boring,3.792315880892181,20
926,232,boring,6.088442723724466,16
927,77,boring,4.928765630259353,31
928,134,boring,5.595072673267247,28
929,95,boring,4.3422121926572705,21
930,54,boring,6.46373889106967,21
931,200,boring,4.995637231323081,35
932,215,boring,5.3321583992232,26
933,344,boring,4.51986203292063,22
934,299,boring,3.9666191370759596,23
935,68,boring,4.269020204413664,28
936,84,boring,3.9312799732710753,29
937,90,boring,6.565368709621583,18
938,371,boring,4.8926025443266825,15
939,30,boring,5.321244012536807,25
940,105,boring,5.253186218126542,28
941,336,boring,3.3033779226307964,22
942,214,boring,4.462892464080898,25
943,263,boring,4.390649356376052,23
944,109,boring,5.189315373712179,29
945,355,boring,3.9288134466956346,22
946,28,boring,4.922540727403849,29
947,101,boring,5.580163991597038,17
948,384,boring,4.23450275592735,31
949,102,boring,5.775931014367718,26
950,97,boring,4.065681589147944,34
951,386,boring,3.9002645502645503,20
952,187,boring,4.5365872351420125,20
953,53,boring,6.529413919413919,25
954,244,boring,5.421204417031504,23
955,66,boring,4.329209270920432,22
956,183,boring,6.710758815059891,26
957,186,boring,4.693942711184091,28
958,3,boring,4.044579371012008,14
959,315,boring,4.512776721412266,24
960,6,boring,5.026200651200651,18
961,204,boring,3.6986435353751697,20
962,198,boring,4.19147747314414,22
963,26,boring,5.395719973813281,20
964,226,boring,5.84991922717879,19
965,87,boring,4.69714832658381,31
966,228,boring,4.37401870807668,30
967,357,boring,3.6290522965332337,32
968,157,boring,5.216550853041568,31
969,224,boring,4.456394818463784,21
970,309,boring,5.218075338639855,22
971,170,boring,5.861757924287105,31
972,104,boring,5.967381815021981,13
973,131,boring,3.823315162162356,29
974,37,boring,5.311729700843636,17
975,17,boring,5.490723937713382,25
976,171,boring,4.991406366753021,27
977,71,boring,3.292671658366448,28
978,376,boring,3.9350189881020636,27
979,61,boring,6.034745677602821,26
980,205,boring,6.076986248561751,26
981,113,boring,5.228451904098456,17
982,304,boring,4.229989873374274,22
983,324,boring,4.036816578483245,10
984,33,boring,3.81902335221019,28
985,32,boring,5.129541416437968,25
986,137,boring,5.028160370095853,21
987,329,boring,3.7379858226091462,21
988,265,boring,3.65635440201561,29
989,285,boring,5.162675323197596,22
990,129,boring,4.835243188184365,15
991,333,boring,3.885181557380099,28
992,20,boring,7.302687804071203,25
993,310,boring,4.042084692395251,26
994,345,boring,4.478545583592858,24
995,115,boring,5.33543053960033,21
996,156,boring,4.72553410593002,33
997,253,boring,4.2502520147357,29
998,202,boring,4.184252571003645,17
999,117,boring,4.5207585390771525,19
1000,188,boring,5.7393936578719185,26
1001,259,boring,4.354375473398462,25
1002,211,boring,5.039162523063451,24
1003,245,boring,3.4059674603541663,21
1004,155,boring,5.134000038761943,26
1005,260,boring,5.087725076855512,23
1006,1,boring,4.715454749106653,23
1007,197,boring,5.0936996590379575,30
1008,34,boring,5.410725185312335,26
1009,269,boring,2.712069676355391,24
1010,341,boring,2.6720020785614502,36
1011,391,boring,5.516407883864158,24
1012,40,boring,4.598937442441095,24
1013,24,boring,3.2540848262737323,29
1014,394,boring,4.305766393250087,23
1015,280,boring,5.416164927156564,31
1016,49,boring,3.526159822121898,29
1017,318,boring,5.417108922814403,25
1018,75,boring,3.4166763992850946,23
1019,298,boring,5.2391021053546405,34
1020,218,boring,5.776190532942588,28
1021,29,boring,5.744611759492712,22
1022,65,boring,7.265233336267819,27
1023,158,boring,5.352725171051088,31
1024,160,boring,6.989239078822411,24
1025,23,boring,5.187183787362865,27
1026,166,boring,5.019685709054734,27
1027,306,boring,3.9810046294914923,23
1028,177,boring,5.754279027073145,29
1029,96,boring,5.3453035125103865,27
1030,225,boring,4.328757816257816,20
1031,22,boring,4.537131971342498,22
1032,239,boring,4.304906817962569,27
1033,356,boring,2.6882127703481493,20
1034,175,boring,5.773173981191223,24
1035,92,boring,6.303954086386555,27
1036,81,boring,4.436440239156858,29
1037,36,boring,5.607480893592005,21
1038,172,boring,5.616918542796977,34
1039,27,boring,6.048494021824055,26
1040,362,boring,2.9776948318677454,27
1041,372,boring,5.397669038535098,18
1042,220,boring,4.90440264196486,24
1043,46,boring,4.253265330026874,20
1044,343,boring,4.772812223618676,25
1045,147,boring,4.6884727420738495,22
1046,358,boring,2.8237434780552113,30
1047,151,boring,5.283343806730904,31
1048,216,boring,4.734217961011349,35
1049,135,boring,3.6648145761048987,21
1050,334,boring,4.06725097562536,15
1051,15,boring,4.589545868594674,19
1052,367,boring,2.402200386101003,28
1053,50,boring,5.99560222787999,25
1054,291,boring,4.617218555018272,22
1055,127,boring,4.554539464063273,25
1056,193,boring,4.442621642875193,17
1057,389,boring,4.773892418869931,30
1058,400,boring,4.935349672143579,29
1059,138,boring,5.041640897649386,25
1060,325,boring,3.9337671348431864,33
1061,179,boring,4.872455596643577,25
1062,354,boring,2.8177002131707796,21
1063,387,boring,3.944817450181435,21
1064,163,boring,4.277490599802428,18
1065,382,boring,3.845652231562503,29
1066,374,boring,3.3174398548153703,29
1067,397,boring,3.34143209205727,24
1068,249,boring,3.883139333906598,21
1069,359,boring,3.8677341608883196,33
1070,393,boring,4.401856724055,18
1071,222,boring,3.7572141703270807,29
1072,39,boring,6.374541422124612,24
1073,231,boring,3.7741466671006427,39
1074,255,boring,4.3663321518616565,24
1075,18,boring,5.660660489607858,22
1076,168,boring,4.499547628155142,26
1077,43,boring,4.860798063926822,22
1078,287,boring,5.503247868428061,21
1079,9,boring,3.3273867786513427,18
1080,316,boring,4.225851467423055,29
1081,279,boring,3.686139071504425,35
1082,116,boring,5.451252046782024,21
1083,256,boring,4.339569357317338,25
1084,281,boring,4.4271019372468645,27
1085,339,boring,4.151641169371936,29
1086,88,boring,5.280695144025537,23
1087,335,boring,3.23636820554924,24
1088,369,boring,4.060365219292277,27
1089,143,boring,4.194978623984168,23
1090,173,boring,4.272753095669763,24
1091,165,boring,3.74150881607022,21
1092,385,boring,3.1760235202264187,24
1093,99,boring,4.245558318746682,19
1094,51,boring,5.7674341778973295,22
1095,350,boring,4.540334950516272,31
1096,122,boring,5.877649833598175,19
1097,274,boring,4.804022040148964,31
1098,144,boring,4.604781836903663,23
1099,59,boring,5.740019452722778,30
1100,361,boring,3.865671948727195,24
1101,349,boring,2.855217458485677,17
1102,383,boring,4.288553328597823,26
1103,388,boring,3.6261967941088864,32
1104,56,boring,5.310968065387074,21
1105,145,boring,4.84287317620651,15
1106,323,boring,4.349197622615142,28
1107,258,boring,4.022335265356081,27
1108,229,boring,5.598499309242622,24
1109,364,boring,3.5929852534050433,21
1110,70,boring,4.541439599401079,32
1111,106,boring,6.951946834595976,23
1112,261,boring,4.346242751941431,38
1113,395,boring,4.987492529730381,21
1114,167,boring,5.364928429205001,29
1115,314,boring,4.918527080313123,30
1116,248,boring,4.23110371042085,27
1117,189,boring,4.8701878731290495,17
1118,181,boring,5.726099739899023,20
1119,98,boring,5.865331556977922,24
1120,7,boring,4.739805546199224,28
1121,330,boring,3.2117455031102375,21
1122,19,boring,3.115449965653896,18
1123,268,boring,4.80317349251041,26
1124,140,boring,5.3509638509638515,35
1125,14,boring,4.375507322096528,30
1126,213,boring,3.395665593129362,18
1127,133,boring,5.319778354457444,23
1128,112,boring,4.51128560053743,31
1129,267,boring,4.211506969104593,26
1130,192,boring,4.729381535995679,24
1131,352,boring,3.390063072632182,21
1132,236,boring,4.770804389408673,29
1133,272,boring,3.1556629259223072,19
1134,121,boring,4.819291196838011,29
1135,149,boring,5.793945175961847,30
1136,89,boring,5.12305519422759,22
1137,8,boring,5.163766008225029,33
1138,246,boring,4.871015923647503,19
1139,373,boring,4.19291108731969,30
1140,297,boring,5.133043857946528,22
1141,31,boring,4.697869080398445,34
1142,91,boring,5.789692692187655,26
1143,107,boring,5.875923802922314,21
1144,62,boring,5.156770548184922,32
1145,230,boring,5.620630213412394,23
1146,346,boring,4.383234035748379,26
1147,311,boring,4.238135190280259,25
1148,296,boring,4.9368675947161735,32
1149,271,boring,4.324573895553932,16
1150,290,boring,4.849180630691404,24
1151,152,boring,4.672620886817217,20
1152,148,boring,5.072768671583644,28
1153,284,boring,4.704667931688805,31
1154,270,boring,3.1772061016997375,22
1155,221,boring,3.6653375201492575,28
1156,79,boring,5.341196686797279,21
1157,209,boring,5.836209175704118,31
1158,191,boring,4.295153273647898,18
1159,128,boring,5.9962655537717815,29
1160,390,boring,3.341261932296848,19
1161,282,boring,3.937148838353236,27
1162,365,boring,3.498066274815733,26
1163,398,boring,4.399915807638508,25
1164,360,boring,3.6228945784252695,26
1165,273,boring,4.1039117711699165,25
1166,130,boring,4.37777530769468,25
1167,227,boring,3.3794118148931815,21
1168,2,boring,4.666200937374562,26
1169,399,boring,3.5964063885807507,23
1170,320,boring,2.7133874587703244,23
1171,240,boring,5.386371454113389,22
1172,347,boring,3.2979848818455504,27
1173,396,boring,4.257456078810455,27
1174,275,boring,3.6826485809655516,22
1175,180,boring,4.66347293813461,24
1176,254,boring,4.127683887704013,29
1177,242,boring,4.851386968094952,27
1178,126,boring,5.279960277449691,27
1179,146,boring,5.717874449420546,23
1180,57,boring,4.707475627992156,28
1181,123,boring,5.358744430329012,28
1182,257,boring,2.916897344978304,25
1183,195,boring,5.725616167659806,28
1184,233,boring,5.53434132292828,24
1185,366,boring,3.1819518338060537,33
1186,174,boring,4.566556479899865,21
1187,283,boring,3.675991703769482,27
1188,12,boring,4.529286130502523,34
1189,264,boring,4.9607466069431725,22
1190,162,boring,6.267665787020626,27
1191,292,boring,5.0683486219654235,24
1192,47,boring,4.221014651141694,15
1193,289,boring,4.4748835316235445,26
1194,251,boring,4.8934084755823894,21
1195,25,boring,4.269391776542806,23
1196,74,boring,5.884594102536345,21
1197,295,boring,3.6117763153298332,23
1198,108,boring,5.359545997610514,25
1199,375,boring,4.1774018270161655,19
1200,203,wealthy,7.417175208304241,24
1201,305,wealthy,5.4611311769328905,17
1202,276,wealthy,5.141551991166837,21
1203,45,wealthy,3.7366446464228726,22
1204,380,wealthy,6.1946388861502735,16
1205,277,wealthy,4.534988053735922,31
1206,262,wealthy,4.5161028747730025,27
1207,278,wealthy,8.132487697823452,19
1208,69,wealthy,4.637394079032582,25
1209,83,wealthy,4.043175161802614,24
1210,11,wealthy,3.4632082369432724,28
1211,85,wealthy,4.547420265666235,24
1212,328,wealthy,7.6331151228537015,31
1213,340,wealthy,6.537410958018636,19
1214,223,wealthy,5.446104938058961,26
1215,120,wealthy,4.977565876239322,23
1216,169,wealthy,4.703343889284253,23
1217,58,wealthy,4.7850524239049,24
1218,42,wealthy,3.9579893615150183,35
1219,381,wealthy,6.1412891167227714,24
1220,64,wealthy,3.906749532152109,26
1221,150,wealthy,4.049389941570966,29
1222,80,wealthy,4.732965001512308,24
1223,13,wealthy,3.6392453758046823,33
1224,207,wealthy,4.9973450856683845,27
1225,237,wealthy,4.397685030535272,23
1226,176,wealthy,2.554296230350155,29
1227,67,wealthy,4.4961600246145474,29
1228,217,wealthy,6.126223005389672,28
1229,35,wealthy,4.479159295286946,28
1230,161,wealthy,4.115098358045066,29
1231,348,wealthy,4.910614663943388,26
1232,307,wealthy,5.310769662959205,25
1233,73,wealthy,4.027123032597076,27
1234,164,wealthy,3.9314687735073135,16
1235,100,wealthy,3.3822563867916196,21
1236,16,wealthy,3.5470501057999133,30
1237,219,wealthy,3.9186987033483143,31
1238,332,wealthy,4.569189637014475,24
1239,44,wealthy,4.165527829576151,19
1240,72,wealthy,2.5799276933779858,37
1241,308,wealthy,4.654077749847706,21
1242,94,wealthy,3.787209847595102,31
1243,206,wealthy,3.8801658301703923,33
1244,5,wealthy,5.31619324844845,21
1245,319,wealthy,4.201936335389581,27
1246,326,wealthy,6.090432209610318,26
1247,119,wealthy,4.283110088374124,28
1248,331,wealthy,6.400309623403305,25
1249,286,wealthy,4.367354900606535,18
1250,302,wealthy,3.904362447169465,27
1251,241,wealthy,4.2909496934428795,33
1252,337,wealthy,6.431520147947216,16
1253,300,wealthy,4.367751146431363,31
1254,10,wealthy,3.605519341656208,23
1255,114,wealthy,4.011599622659379,28
1256,76,wealthy,4.018047451944695,21
1257,185,wealthy,6.530626981457122,21
1258,4,wealthy,2.855524817474166,24
1259,124,wealthy,3.9107552777956243,31
1260,78,wealthy,3.8240314625996574,19
1261,312,wealthy,4.889775538862761,18
1262,293,wealthy,6.722791123316094,19
1263,252,wealthy,5.990952737318525,16
1264,208,wealthy,4.244727175761659,30
1265,125,wealthy,4.384492605949381,27
1266,159,wealthy,4.623803120679258,30
1267,38,wealthy,4.163495850504526,27
1268,178,wealthy,4.448449529585432,21
1269,82,wealthy,2.9999850531853496,19
1270,52,wealthy,4.709391787163385,27
1271,235,wealthy,4.920825294712041,24
1272,212,wealthy,5.951532570429005,19
1273,301,wealthy,5.6608946608946615,21
1274,111,wealthy,4.713514022209675,15
1275,48,wealthy,4.796345339936118,26
1276,201,wealthy,4.980838296580425,22
1277,194,wealthy,3.572531069820128,29
1278,93,wealthy,3.7277077504463816,27
1279,363,wealthy,5.288254249763753,23
1280,317,wealthy,4.738277157732056,23
1281,210,wealthy,2.907672142672143,25
1282,368,wealthy,4.817779602262362,26
1283,86,wealthy,4.5537865748973685,16
1284,250,wealthy,5.188858505057348,31
1285,321,wealthy,5.910614669645868,19
1286,182,wealthy,4.663499663253248,26
1287,41,wealthy,4.399826336977721,23
1288,322,wealthy,6.023013890702269,27
1289,196,wealthy,5.3329920413528376,33
1290,327,wealthy,4.872694262890342,18
1291,303,wealthy,5.032584319530132,20
1292,136,wealthy,2.6717973384640055,28
1293,184,wealthy,3.503834179167101,17
1294,110,wealthy,3.7294775539877363,43
1295,377,wealthy,5.389612319877079,29
1296,139,wealthy,3.8867370212992336,31
1297,132,wealthy,4.051854552583117,19
1298,154,wealthy,4.902033265130411,19
1299,313,wealthy,4.610122306065568,34
1300,342,wealthy,5.99814585192741,24
1301,294,wealthy,4.661996872762102,18
1302,141,wealthy,4.721329555396394,30
1303,63,wealthy,3.831184345348719,30
1304,353,wealthy,5.58696777237547,23
1305,199,wealthy,3.6712764458242497,21
1306,351,wealthy,6.872928149238655,27
1307,190,wealthy,2.684395762075672,21
1308,153,wealthy,2.9838548964454765,23
1309,338,wealthy,4.069363448164933,29
1310,288,wealthy,4.570504061103405,22
1311,370,wealthy,4.3245564074756615,26
1312,234,wealthy,4.259401145120418,27
1313,379,wealthy,4.415032941226095,37
1314,55,wealthy,5.568156050298908,22
1315,266,wealthy,5.297653623713808,23
1316,247,wealthy,5.274575476505302,33
1317,118,wealthy,4.4166523658211645,21
1318,21,wealthy,3.9478597848560466,30
1319,243,wealthy,5.128192896296344,25
1320,378,wealthy,6.237523782260625,22
1321,238,wealthy,5.879138116053321,19
1322,142,wealthy,5.002100644382761,19
1323,392,wealthy,5.622435433002309,35
1324,60,wealthy,4.449393182671215,29
1325,103,wealthy,3.533840530290835,28
1326,232,wealthy,5.36953103410154,19
1327,77,wealthy,2.8567679301374955,16
1328,134,wealthy,4.8662191270886925,29
1329,95,wealthy,4.231595292348038,28
1330,54,wealthy,1.950887155628535,18
1331,200,wealthy,3.418004874888933,26
1332,215,wealthy,6.706982586538214,17
1333,344,wealthy,5.225340624451553,29
1334,299,wealthy,4.020186471732171,33
1335,68,wealthy,4.616850127606645,25
1336,84,wealthy,3.506645284738049,32
1337,90,wealthy,4.798377684407097,28
1338,371,wealthy,5.364553080617154,26
1339,30,wealthy,4.271035784533653,25
1340,105,wealthy,3.7200082907818155,24
1341,336,wealthy,6.297689491814652,26
1342,214,wealthy,4.495134282894605,25
1343,263,wealthy,5.364137561550971,30
1344,109,wealthy,4.643718707919269,30
1345,355,wealthy,6.489694071360739,22
1346,28,wealthy,3.4747067445721513,38
1347,101,wealthy,3.699068416444926,22
1348,384,wealthy,5.094546051382902,27
1349,102,wealthy,4.780114131994195,26
1350,97,wealthy,4.288055823400652,29
1351,386,wealthy,5.714545233389843,25
1352,187,wealthy,4.253902503171509,28
1353,53,wealthy,4.007108646670116,26
1354,244,wealthy,4.841390983122537,27
1355,66,wealthy,5.037954471298082,25
1356,183,wealthy,4.600722709614213,25
1357,186,wealthy,5.353477540977542,28
1358,3,wealthy,3.0703864775966916,34
1359,315,wealthy,4.070982203395456,26
1360,6,wealthy,4.336879796713516,23
1361,204,wealthy,4.188245853763095,20
1362,198,wealthy,4.344836859214758,21
1363,26,wealthy,4.5433831883502265,21
1364,226,wealthy,3.2219743840010784,25
1365,87,wealthy,5.2262943886092,29
1366,228,wealthy,4.737714435796278,25
1367,357,wealthy,5.457005669760247,28
1368,157,wealthy,5.366913407548578,26
1369,224,wealthy,5.367097631900263,19
1370,309,wealthy,5.467342763572149,27
1371,170,wealthy,5.1719224419412395,28
1372,104,wealthy,3.1854529376081104,27
1373,131,wealthy,6.28454858755,26
1374,37,wealthy,3.3569444444444447,20
1375,17,wealthy,4.576596501690742,27
1376,171,wealthy,5.457157585760661,27
1377,71,wealthy,4.454411807144897,25
1378,376,wealthy,4.8842948334026595,27
1379,61,wealthy,4.2285096312701596,35
1380,205,wealthy,4.17339928695764,23
1381,113,wealthy,3.983943480924157,22
1382,304,wealthy,5.301331553850595,29
1383,324,wealthy,5.877916823589759,24
1384,33,wealthy,4.544841684496856,28
1385,32,wealthy,4.929402898523593,26
1386,137,wealthy,4.523668024551196,34
1387,329,wealthy,5.363739427387849,27
1388,265,wealthy,5.958771837912038,19
1389,285,wealthy,2.8234906399931035,20
1390,129,wealthy,3.7031129574422215,24
1391,333,wealthy,6.37266210492017,22
1392,20,wealthy,2.822246984059022,29
1393,310,wealthy,4.282802568387534,22
1394,345,wealthy,5.060975591609641,20
1395,115,wealthy,6.494053574605032,26
1396,156,wealthy,5.999464189862741,21
1397,253,wealthy,6.168017909959439,24
1398,202,wealthy,4.538834637939497,12
1399,117,wealthy,2.5938785583985045,30
1400,188,wealthy,3.348768301622102,30
1401,259,wealthy,4.137436485366938,29
1402,211,wealthy,5.548992421197391,28
1403,245,wealthy,4.626452424052062,23
1404,155,wealthy,3.068704415968284,21
1405,260,wealthy,4.497309650428799,22
1406,1,wealthy,3.9310810480401126,27
1407,197,wealthy,5.17948049083523,23
1408,34,wealthy,4.234967608880653,26
1409,269,wealthy,6.08521318843717,30
1410,341,wealthy,5.1417225459081,21
1411,391,wealthy,5.911403179996825,24
1412,40,wealthy,3.7129468862072086,21
1413,24,wealthy,4.427714213783293,28
1414,394,wealthy,6.101544017967255,29
1415,280,wealthy,4.7516667609215775,24
1416,49,wealthy,4.331626449682005,22
1417,318,wealthy,5.75198122337316,18
1418,75,wealthy,2.7063021907849496,26
1419,298,wealthy,4.016645473038984,22
1420,218,wealthy,4.323374309256368,20
1421,29,wealthy,3.53408847603323,31
1422,65,wealthy,2.9554385498746103,32
1423,158,wealthy,5.36527417027417,28
1424,160,wealthy,5.953835508892144,29
1425,23,wealthy,4.781021979297842,22
1426,166,wealthy,6.161490246162322,17
1427,306,wealthy,5.090912380885908,23
1428,177,wealthy,5.044462508762999,26
1429,96,wealthy,5.9480738826695365,24
1430,225,wealthy,6.132801358980297,26
1431,22,wealthy,2.7573464535193897,32
1432,239,wealthy,3.6014492753623193,23
1433,356,wealthy,3.769471926983518,21
1434,175,wealthy,4.647748655063313,24
1435,92,wealthy,5.219308281526327,30
1436,81,wealthy,3.124337003100444,20
1437,36,wealthy,3.9430641752868696,30
1438,172,wealthy,4.448219688255921,22
1439,27,wealthy,3.107046359861005,23
1440,362,wealthy,5.022190613957259,32
1441,372,wealthy,4.6499914627765015,32
1442,220,wealthy,5.431323789245635,30
1443,46,wealthy,5.055462383891092,32
1444,343,wealthy,4.513573654952965,18
1445,147,wealthy,4.706455420585856,24
1446,358,wealthy,6.141870772688641,26
1447,151,wealthy,3.8787569178373777,17
1448,216,wealthy,4.512242121507472,24
1449,135,wealthy,4.471673167940916,18
1450,334,wealthy,5.441265604060523,29
1451,15,wealthy,4.2001899327518775,24
1452,367,wealthy,6.270035533963875,29
1453,50,wealthy,2.5044325422476685,17
1454,291,wealthy,5.372743974638168,22
1455,127,wealthy,3.48391346308013,16
1456,193,wealthy,5.779854755019471,25
1457,389,wealthy,5.883399851553932,22
1458,400,wealthy,4.11266761672433,35
1459,138,wealthy,4.63807162756767,29
1460,325,wealthy,6.123435504469987,15
1461,179,wealthy,4.3420733893799355,21
1462,354,wealthy,4.9791908759425,23
1463,387,wealthy,6.058234053120033,27
1464,163,wealthy,5.373565750931579,29
1465,382,wealthy,4.748821868775285,34
1466,374,wealthy,5.428321432378128,31
1467,397,wealthy,6.824502764157936,20
1468,249,wealthy,5.505449523274125,22
1469,359,wealthy,6.157413747552889,19
1470,393,wealthy,6.007088533762617,25
1471,222,wealthy,7.293702026480644,22
1472,39,wealthy,3.8237700137231423,22
1473,231,wealthy,6.45260210202739,15
1474,255,wealthy,5.060248827841184,28
1475,18,wealthy,3.299046070054914,31
1476,168,wealthy,3.6722549648929204,23
1477,43,wealthy,3.9765808543458503,23
1478,287,wealthy,4.451569694673143,30
1479,9,wealthy,5.225506339099616,28
1480,316,wealthy,4.296893436398684,29
1481,279,wealthy,4.063559357677005,17
1482,116,wealthy,4.857770914518521,39
1483,256,wealthy,4.423861063908471,23
1484,281,wealthy,3.508945419916458,24
1485,339,wealthy,5.53017638946739,23
1486,88,wealthy,5.221560074841562,29
1487,335,wealthy,5.612282340371421,24
1488,369,wealthy,4.296251621329021,22
1489,143,wealthy,4.411850495183828,26
1490,173,wealthy,4.838173518348137,26
1491,165,wealthy,5.386373601840579,30
1492,385,wealthy,5.817133627489996,23
1493,99,wealthy,3.634132608013173,29
1494,51,wealthy,4.074338430386818,28
1495,350,wealthy,5.607489768122993,24
1496,122,wealthy,4.047035758338441,25
1497,274,wealthy,4.622466422466423,15
1498,144,wealthy,4.407337454212454,22
1499,59,wealthy,4.932810047095762,28
1500,361,wealthy,4.538157762795445,18
1501,349,wealthy,5.8714562328547,24
1502,383,wealthy,6.574323718001879,31
1503,388,wealthy,5.818681742612335,28
1504,56,wealthy,3.760951089248772,35
1505,145,wealthy,3.0260907266840316,30
1506,323,wealthy,5.639329806346426,32
1507,258,wealthy,5.141715830142769,18
1508,229,wealthy,4.012698812295125,24
1509,364,wealthy,4.599962190041386,27
1510,70,wealthy,4.4586450413351,25
1511,106,wealthy,4.471336365302913,25
1512,261,wealthy,4.761634491939271,28
1513,395,wealthy,5.469322084989251,21
1514,167,wealthy,5.258519772408662,27
1515,314,wealthy,3.8574320393935797,28
1516,248,wealthy,5.361155849327893,26
1517,189,wealthy,4.57815705889946,35
1518,181,wealthy,4.811879718899106,28
1519,98,wealthy,5.232679506873056,27
1520,7,wealthy,5.5886223813760045,21
1521,330,wealthy,5.55969927095154,29
1522,19,wealthy,3.0547970011738133,25
1523,268,wealthy,4.6956242287124645,34
1524,140,wealthy,4.671364925745442,30
1525,14,wealthy,3.699638747601762,29
1526,213,wealthy,4.499530382459124,24
1527,133,wealthy,5.875999001491248,26
1528,112,wealthy,5.2745591380484464,32
1529,267,wealthy,4.980645004841151,25
1530,192,wealthy,5.855431215706608,31
1531,352,wealthy,4.969855479307004,28
1532,236,wealthy,4.654543644328591,30
1533,272,wealthy,4.6861855810155255,31
1534,121,wealthy,4.0472296662772855,22
1535,149,wealthy,3.4231363696797645,25
1536,89,wealthy,3.9200396161592987,26
1537,8,wealthy,4.2687050187050195,21
1538,246,wealthy,4.723619751255396,29
1539,373,wealthy,5.15111794534293,22
1540,297,wealthy,4.157464820176054,26
1541,31,wealthy,4.139674759728523,31
1542,91,wealthy,4.055642758660207,27
1543,107,wealthy,4.393503255439798,22
1544,62,wealthy,1.9707495569564535,21
1545,230,wealthy,5.975221286362591,21
1546,346,wealthy,4.20081539141746,18
1547,311,wealthy,5.504991921658589,21
1548,296,wealthy,5.144598389083685,17
1549,271,wealthy,3.983442959968353,23
