country,gender,Image,Question,Score,Num_comparisons
All,female,24,depressing,4.794123059602936,11
All,female,367,depressing,3.7947741017916456,9
All,female,50,depressing,6.68986568986569,8
All,female,306,depressing,5.608465608465608,7
All,female,291,depressing,4.283549783549784,16
All,female,265,depressing,3.627136752136752,13
All,female,309,depressing,6.670862470862472,10
All,female,253,depressing,3.3441558441558445,11
All,female,127,depressing,2.8571428571428577,7
All,female,65,depressing,5.803571428571429,12
All,female,193,depressing,3.8897094191211843,15
All,female,177,depressing,4.741841491841492,9
All,female,389,depressing,4.047310713977381,13
All,female,400,depressing,5.185995115995117,15
All,female,216,depressing,6.571774594800911,15
All,female,333,depressing,3.3369544398956164,14
All,female,138,depressing,5.120149911816578,9
All,female,325,depressing,1.8700396825396826,16
All,female,179,depressing,6.059259259259259,14
All,female,166,depressing,3.693218954248366,8
All,female,354,depressing,2.023486317603965,13
All,female,329,depressing,3.786075036075036,11
All,female,387,depressing,2.7173697761933058,12
All,female,188,depressing,6.746365212751767,10
All,female,163,depressing,5.954208754208755,11
All,female,382,depressing,4.3052287581699344,12
All,female,117,depressing,4.953279291514586,9
All,female,374,depressing,1.1140350877192984,10
All,female,200,depressing,4.8416214776508895,17
All,female,40,depressing,4.545454545454545,11
All,female,397,depressing,3.615126703361997,9
All,female,249,depressing,3.7896825396825395,12
All,female,33,depressing,2.4099972059530885,15
All,female,54,depressing,6.485912698412698,7
All,female,298,depressing,2.727272727272727,4
All,female,215,depressing,5.414872164872166,13
All,female,359,depressing,4.295011531224766,15
All,female,391,depressing,4.581739148650914,16
All,female,393,depressing,2.9138888888888888,15
All,female,222,depressing,4.818787878787879,25
All,female,175,depressing,4.116736285157338,19
All,female,39,depressing,7.447496947496948,7
All,female,231,depressing,3.8315967982634653,12
All,female,255,depressing,5.539728517669695,11
All,female,18,depressing,5.501262626262626,16
All,female,168,depressing,6.390822945170771,16
All,female,43,depressing,5.718434343434343,12
All,female,287,depressing,3.3139568764568765,12
All,female,9,depressing,4.636980666392431,9
All,female,316,depressing,5.58991933991934,12
All,female,279,depressing,4.761904761904762,8
All,female,116,depressing,4.551727357609711,17
All,female,256,depressing,5.299227234753551,15
All,female,259,depressing,4.498917748917749,15
All,female,281,depressing,3.131191724941725,11
All,female,232,depressing,6.202686202686203,7
All,female,170,depressing,4.686429068008016,19
All,female,358,depressing,3.1774891774891776,11
All,female,339,depressing,4.019378306878306,14
All,female,88,depressing,5.093073593073593,7
All,female,335,depressing,2.8733211233211233,14
All,female,369,depressing,4.216169356958831,13
All,female,143,depressing,5.738576238576239,10
All,female,324,depressing,2.2741332741332743,11
All,female,310,depressing,5.010893246187364,8
All,female,60,depressing,6.175892255892256,9
All,female,173,depressing,3.8030636030636034,14
All,female,165,depressing,4.201237359132096,13
All,female,385,depressing,2.807720057720058,10
All,female,118,depressing,4.646164021164022,8
All,female,344,depressing,2.3556205699062844,14
All,female,99,depressing,5.583333333333334,10
All,female,129,depressing,5.749481999482,13
All,female,51,depressing,4.591762136498979,14
All,female,350,depressing,3.895143216571788,20
All,female,336,depressing,4.16820516085222,8
All,female,122,depressing,4.140489140489141,11
All,female,155,depressing,3.7364263822597152,15
All,female,92,depressing,3.541666666666667,8
All,female,274,depressing,3.5259740259740266,11
All,female,144,depressing,5.140874889158642,23
All,female,59,depressing,5.728415103415103,8
All,female,361,depressing,6.6011163472463785,11
All,female,362,depressing,3.4437830687830693,9
All,female,46,depressing,3.837301587301587,14
All,female,349,depressing,2.052609427609428,13
All,female,383,depressing,4.075276575276575,13
All,female,304,depressing,4.30976430976431,6
All,female,104,depressing,7.9193376068376065,8
All,female,388,depressing,5.128981222118478,17
All,female,56,depressing,4.084251532780945,18
All,female,145,depressing,5.19950909656792,11
All,female,323,depressing,3.410826210826211,13
All,female,258,depressing,3.011960261960262,12
All,female,229,depressing,4.984997029114677,20
All,female,364,depressing,2.693019943019943,10
All,female,70,depressing,4.368700072621641,20
All,female,172,depressing,7.6583740333740336,21
All,female,147,depressing,3.947800973536268,11
All,female,202,depressing,3.832614734575519,19
All,female,106,depressing,5.365308302808303,20
All,female,261,depressing,4.455128205128206,6
All,female,395,depressing,4.643157768157769,9
All,female,158,depressing,5.2064879564879565,11
All,female,167,depressing,4.1523150762281205,14
All,female,314,depressing,4.752450980392157,13
All,female,248,depressing,2.251388888888889,12
All,female,299,depressing,5.839460784313726,8
All,female,225,depressing,4.709175084175085,8
All,female,189,depressing,5.664788914788915,11
All,female,181,depressing,3.2714970214970216,9
All,female,98,depressing,5.597705627705628,11
All,female,7,depressing,3.181592712842713,12
All,female,330,depressing,3.7088869735928562,16
All,female,19,depressing,4.179840692121394,20
All,female,29,depressing,6.316738816738816,14
All,female,61,depressing,6.065162907268171,7
All,female,373,depressing,4.720899470899472,18
All,female,297,depressing,4.888047138047138,15
All,female,31,depressing,4.341414141414142,12
All,female,91,depressing,6.034391534391535,9
All,female,268,depressing,4.136606222390537,13
All,female,107,depressing,4.616402116402116,14
All,female,62,depressing,6.5639140271493215,16
All,female,192,depressing,3.483078649745317,5
All,female,151,depressing,4.2905303030303035,10
All,female,135,depressing,3.783950617283951,12
All,female,105,depressing,5.386911393345217,15
All,female,103,depressing,6.031496038074986,21
All,female,230,depressing,5.580399538732872,9
All,female,346,depressing,8.673202614379086,5
All,female,77,depressing,5.115214646464646,11
All,female,343,depressing,7.259615384615385,9
All,female,137,depressing,5.008481170245877,12
All,female,131,depressing,2.0172558922558923,11
All,female,171,depressing,3.3414141414141416,15
All,female,311,depressing,3.093795093795094,12
All,female,113,depressing,6.673641173641173,10
All,female,296,depressing,3.564182194616977,10
All,female,180,depressing,5.423558897243107,7
All,female,270,depressing,6.041666666666667,10
All,female,260,depressing,5.137509549274255,11
All,female,156,depressing,4.020979020979021,13
All,female,95,depressing,4.6386724386724385,16
All,female,36,depressing,5.430283224400871,12
All,female,254,depressing,3.9538165538165537,11
All,female,242,depressing,4.739052228635562,10
All,female,360,depressing,1.7550505050505054,11
All,female,81,depressing,4.18516396457573,16
All,female,282,depressing,3.002767602767603,14
All,female,49,depressing,3.1155479510742667,19
All,female,240,depressing,4.219925680709995,16
All,female,341,depressing,3.1141975308641974,15
All,female,90,depressing,5.115212175738492,12
All,female,247,depressing,3.961940836940837,7
All,female,30,depressing,6.806579041873159,12
All,female,133,depressing,5.1837231968810915,8
All,female,2,depressing,3.903439153439153,12
All,female,246,depressing,4.692696192696193,10
All,female,211,depressing,4.908326967150497,9
All,female,392,depressing,2.7037037037037037,10
All,female,239,depressing,5.971620971620972,11
All,female,75,depressing,4.184774021091157,13
All,female,17,depressing,5.304232804232805,15
All,female,140,depressing,5.394583811250478,20
All,female,130,depressing,4.323107448107448,7
All,female,126,depressing,5.265648567119156,8
All,female,243,depressing,5.367010474905212,16
All,female,123,depressing,6.509018759018759,10
All,female,257,depressing,2.624690124690125,16
All,female,96,depressing,4.109311740890688,13
All,female,148,depressing,3.8639601139601143,9
All,female,195,depressing,6.485042735042735,9
All,female,398,depressing,4.849766461608567,11
All,female,320,depressing,3.477316543106017,20
All,female,1,depressing,3.6527777777777777,14
All,female,32,depressing,4.622507122507122,11
All,female,356,depressing,4.352046102046102,10
All,female,134,depressing,4.057239057239057,12
All,female,365,depressing,2.440205627705628,11
All,female,272,depressing,4.722066604419545,7
All,female,146,depressing,4.320406445406445,18
All,female,394,depressing,4.832556332556333,10
All,female,366,depressing,3.1637885923600213,14
All,female,22,depressing,6.34573487514664,10
All,female,221,depressing,4.743589743589744,13
All,female,220,depressing,3.708228905597326,11
All,female,174,depressing,4.25,10
All,female,269,depressing,4.328857399910032,10
All,female,209,depressing,3.555685055685056,9
All,female,213,depressing,2.944862155388471,9
All,female,283,depressing,3.084039802789803,10
All,female,245,depressing,4.439075630252102,15
All,female,71,depressing,4.873737373737374,8
All,female,20,depressing,7.7607194392908685,10
All,female,271,depressing,4.111351021890237,11
All,female,251,depressing,4.971509971509972,21
All,female,191,depressing,2.632737632737633,13
All,female,14,depressing,3.924603174603175,9
All,female,236,depressing,4.388797477032771,11
All,female,197,depressing,5.198412698412699,14
All,female,37,depressing,5.389720695970696,13
All,female,25,depressing,5.501480731743889,13
All,female,12,depressing,5.9079315745982415,14
All,female,152,depressing,4.961890397184515,13
All,female,8,depressing,6.286383379262636,7
All,female,74,depressing,7.072210197210198,9
All,female,376,depressing,4.970238095238096,8
All,female,214,depressing,4.024127492877493,16
All,female,115,depressing,4.3898809523809526,14
All,female,121,depressing,6.362478956228957,11
All,female,89,depressing,5.256402276010119,17
All,female,142,depressing,5.616067798730338,11
All,female,264,depressing,5.303076553076553,14
All,female,275,depressing,1.6951522324329342,14
All,female,112,depressing,4.754409171075838,9
All,female,21,depressing,6.283459595959596,8
All,female,227,depressing,5.823953823953824,11
All,female,267,depressing,2.943469785575049,9
All,female,285,depressing,5.968406593406594,8
All,female,273,depressing,3.7574162679425838,19
All,female,347,depressing,4.990551115551116,11
All,female,149,depressing,5.502619043808975,11
All,female,375,depressing,6.573579859294146,10
All,female,218,depressing,6.166723999541337,12
All,female,292,depressing,4.084832651009122,13
All,female,318,depressing,4.392736892736893,13
All,female,162,depressing,5.739497227918281,11
All,female,27,depressing,5.104465709728867,11
All,female,396,depressing,7.554455348572996,11
All,female,295,depressing,4.336648800934515,12
All,female,399,depressing,4.03943278943279,12
All,female,238,depressing,3.636877828054299,13
All,female,233,depressing,5.62926887926888,9
All,female,34,depressing,5.545481875461236,12
All,female,372,depressing,5.162938912938913,12
All,female,390,depressing,2.392948717948718,13
All,female,108,depressing,6.352727005504783,18
All,female,290,depressing,5.874465811965812,10
All,female,352,depressing,3.8139329805996476,8
All,female,79,depressing,6.175758765044479,15
All,female,84,depressing,7.564791825821238,15
All,female,289,depressing,3.444444444444444,11
All,female,57,depressing,3.4267399267399266,12
All,female,284,depressing,4.257572349677613,13
All,female,205,depressing,6.738400488400488,8
All,female,128,depressing,5.398610713668258,16
All,female,47,depressing,6.2896825396825395,7
All,female,160,depressing,5.247812372812373,11
All,female,345,depressing,3.655677655677656,10
All,female,280,depressing,5.156325156325156,11
All,female,203,beautiful,5.170138888888889,10
All,female,305,beautiful,4.8172013172013175,14
All,female,276,beautiful,4.052234299516909,8
All,female,45,beautiful,5.574017485782192,18
All,female,380,beautiful,4.311447811447812,9
All,female,277,beautiful,3.107871803692237,19
All,female,262,beautiful,4.51641568308235,9
All,female,278,beautiful,5.940476190476191,12
All,female,69,beautiful,4.343186134852801,13
All,female,83,beautiful,5.697364364031031,11
All,female,11,beautiful,4.156635031635032,11
All,female,85,beautiful,4.221120984278879,10
All,female,328,beautiful,8.334415803494752,12
All,female,340,beautiful,7.092437985295129,18
All,female,223,beautiful,4.68273719744308,13
All,female,120,beautiful,3.398148148148148,8
All,female,169,beautiful,4.124579124579125,9
All,female,58,beautiful,5.323562488423169,12
All,female,42,beautiful,4.014863547758285,15
All,female,381,beautiful,6.8121381886087775,9
All,female,64,beautiful,2.3333333333333335,10
All,female,150,beautiful,5.551590838355544,11
All,female,80,beautiful,3.443196138871449,16
All,female,13,beautiful,1.7753427128427128,8
All,female,207,beautiful,4.871964889015187,23
All,female,237,beautiful,3.627329192546584,14
All,female,176,beautiful,3.529178849902534,9
All,female,67,beautiful,5.731093919499717,9
All,female,217,beautiful,4.2069545845289555,10
All,female,35,beautiful,3.125,9
All,female,161,beautiful,3.9814814814814814,12
All,female,348,beautiful,5.3315696649029976,14
All,female,307,beautiful,4.264666977902273,18
All,female,73,beautiful,4.018648200020749,14
All,female,164,beautiful,3.905246913580247,15
All,female,100,beautiful,4.163429163429163,13
All,female,16,beautiful,3.3620747444276855,17
All,female,219,beautiful,2.572893772893773,13
All,female,332,beautiful,4.413697413697414,15
All,female,44,beautiful,3.106048581048581,9
All,female,72,beautiful,2.338675213675214,16
All,female,308,beautiful,3.7916277622159975,7
All,female,94,beautiful,3.693030145236028,16
All,female,206,beautiful,3.3010132282578106,11
All,female,5,beautiful,5.4124968169085825,16
All,female,319,beautiful,4.081825037707391,16
All,female,326,beautiful,5.127465127465127,7
All,female,119,beautiful,2.1850079744816586,12
All,female,331,beautiful,5.923611111111112,12
All,female,286,beautiful,1.416666666666667,8
All,female,302,beautiful,3.6729936729936736,13
All,female,241,beautiful,4.92989417989418,10
All,female,337,beautiful,5.195868945868946,9
All,female,300,beautiful,4.60965867828613,9
All,female,10,beautiful,4.097913660413661,12
All,female,114,beautiful,3.599519579911737,17
All,female,76,beautiful,5.5967942732648615,18
All,female,185,beautiful,3.8428932178932182,11
All,female,4,beautiful,3.7589743589743594,13
All,female,124,beautiful,3.4033790283790286,9
All,female,78,beautiful,3.376068376068376,12
All,female,312,beautiful,4.5037068958637585,10
All,female,293,beautiful,5.64290611349435,11
All,female,252,beautiful,3.077731092436975,8
All,female,208,beautiful,3.964128192069369,17
All,female,125,beautiful,3.194534632034632,17
All,female,159,beautiful,5.121260221260221,14
All,female,38,beautiful,5.6409932659932664,12
All,female,178,beautiful,3.924437986047893,20
All,female,82,beautiful,4.439775910364146,7
All,female,52,beautiful,3.889031736619456,16
All,female,235,beautiful,3.653846153846154,4
All,female,212,beautiful,4.76253735299788,16
All,female,301,beautiful,5.312073547367666,10
All,female,111,beautiful,2.0732600732600734,6
All,female,48,beautiful,4.907407407407408,9
All,female,201,beautiful,5.8354978354978355,7
All,female,194,beautiful,3.2866377449710784,18
All,female,93,beautiful,6.040289449112979,14
All,female,363,beautiful,3.9685746352413016,9
All,female,317,beautiful,4.9523809523809526,14
All,female,210,beautiful,5.255123889411815,21
All,female,368,beautiful,4.897025813692481,11
All,female,86,beautiful,4.014245014245014,10
All,female,250,beautiful,4.8120629370629375,11
All,female,321,beautiful,6.72185421217929,17
All,female,182,beautiful,6.158645276292336,12
All,female,41,beautiful,5.054317028001239,12
All,female,322,beautiful,5.7589947089947096,12
All,female,196,beautiful,5.160939660423665,17
All,female,327,beautiful,6.458432788320007,16
All,female,303,beautiful,4.945609945609945,11
All,female,136,beautiful,3.3119836628608557,18
All,female,184,beautiful,4.324880829524792,14
All,female,110,beautiful,3.9215686274509807,12
All,female,377,beautiful,4.346024346024347,15
All,female,139,beautiful,2.987804478516553,9
All,female,132,beautiful,2.746913580246914,9
All,female,154,beautiful,4.625161875161876,13
All,female,313,beautiful,4.816724941724941,11
All,female,342,beautiful,6.071208883708884,20
All,female,294,beautiful,4.133597883597884,7
All,female,141,beautiful,5.354256854256855,15
All,female,63,beautiful,4.646227310700995,19
All,female,353,beautiful,5.632275132275133,14
All,female,199,beautiful,4.6334626702273765,17
All,female,351,beautiful,7.248445998445998,12
All,female,190,beautiful,4.529354904354904,14
All,female,153,beautiful,3.1259100981323202,16
All,female,338,beautiful,4.288204170557112,11
All,female,288,beautiful,7.17953342953343,11
All,female,370,beautiful,6.98951048951049,8
All,female,234,beautiful,4.7658311187722955,13
All,female,379,beautiful,5.25462962962963,12
All,female,55,beautiful,4.676656676656678,11
All,female,266,beautiful,4.183862433862434,14
All,female,378,beautiful,6.152382670239813,16
All,female,263,beautiful,6.453846153846154,12
All,female,109,beautiful,2.74400871459695,9
All,female,355,beautiful,6.119528619528619,9
All,female,28,beautiful,1.909633190883191,18
All,female,101,beautiful,4.332056832056832,7
All,female,384,beautiful,6.842301277440597,19
All,female,102,beautiful,5.222174339821399,14
All,female,97,beautiful,5.5490682157348825,11
All,female,386,beautiful,6.399170274170275,11
All,female,187,beautiful,2.8205128205128207,6
All,female,53,beautiful,3.941665741665741,18
All,female,244,beautiful,5.068875024757378,10
All,female,66,beautiful,3.171787907082025,12
All,female,183,beautiful,4.523480332303862,11
All,female,186,beautiful,5.835827313381493,10
All,female,3,beautiful,2.4174482924482925,18
All,female,315,beautiful,5.331298331298332,14
All,female,6,beautiful,3.6568770783167066,19
All,female,204,beautiful,3.4645909645909643,12
All,female,68,beautiful,4.106008485265451,15
All,female,198,beautiful,2.0072150072150072,11
All,female,26,beautiful,6.423988973988974,16
All,female,226,beautiful,3.1229326229326233,17
All,female,87,beautiful,5.820877766311203,9
All,female,228,beautiful,4.436472092722092,13
All,female,357,beautiful,5.7611685699921,9
All,female,371,beautiful,4.377622377622378,11
All,female,157,beautiful,3.2183257918552037,13
All,female,224,beautiful,2.7905384375972613,16
All,female,23,beautiful,3.7124925727866906,6
All,female,334,beautiful,6.233365400032067,11
All,female,15,beautiful,4.868055555555556,10
All,female,24,beautiful,5.323412698412699,7
All,female,367,beautiful,7.135415782474607,7
All,female,50,beautiful,3.4027777777777786,12
All,female,306,beautiful,5.977032227032227,14
All,female,291,beautiful,4.194444444444445,9
All,female,265,beautiful,3.4395424836601305,12
All,female,309,beautiful,3.6388888888888893,8
All,female,253,beautiful,7.588985088985089,12
All,female,127,beautiful,2.53968253968254,7
All,female,65,beautiful,2.0447506753897735,16
All,female,193,beautiful,4.915208248541582,7
All,female,177,beautiful,4.520854454187788,15
All,female,389,beautiful,4.4926627702363,10
All,female,400,beautiful,5.144824311490979,13
All,female,216,beautiful,4.487584175084175,12
All,female,333,beautiful,5.976136923505345,10
All,female,138,beautiful,5.9676438757321115,11
All,female,325,beautiful,7.404232804232804,7
All,female,179,beautiful,4.103512583501619,22
All,female,166,beautiful,6.106552216846334,14
All,female,354,beautiful,4.670940170940171,12
All,female,329,beautiful,5.185185185185185,10
All,female,387,beautiful,5.5498286435786435,14
All,female,188,beautiful,2.033910533910534,10
All,female,163,beautiful,4.776725310007043,13
All,female,382,beautiful,4.795881202131202,13
All,female,117,beautiful,2.9365079365079367,15
All,female,374,beautiful,4.439291101055808,10
All,female,200,beautiful,4.13059163059163,14
All,female,40,beautiful,4.030856534533006,12
All,female,397,beautiful,5.380062067562068,15
All,female,249,beautiful,6.507275132275132,16
All,female,33,beautiful,5.00958300958301,13
All,female,54,beautiful,3.879144120286191,17
All,female,298,beautiful,5.149861712361712,19
All,female,215,beautiful,4.515022015022016,13
All,female,359,beautiful,3.818138651471985,13
All,female,391,beautiful,7.019179894179894,9
All,female,393,beautiful,4.98968253968254,14
All,female,222,beautiful,4.904783325835957,13
All,female,175,beautiful,5.20479302832244,6
All,female,39,beautiful,3.6898395721925135,7
All,female,231,beautiful,5.500000000000001,10
All,female,255,beautiful,6.119212078770903,16
All,female,18,beautiful,4.2066151713210544,17
All,female,168,beautiful,3.0553300865800868,7
All,female,43,beautiful,3.72619210854505,14
All,female,287,beautiful,6.029049654049654,14
All,female,9,beautiful,4.665487018428196,13
All,female,316,beautiful,3.91747557997558,12
All,female,279,beautiful,4.636957813428402,10
All,female,116,beautiful,6.221247563352827,9
All,female,256,beautiful,4.269836010032089,18
All,female,259,beautiful,3.1608187134502925,12
All,female,281,beautiful,4.081723405736564,19
All,female,232,beautiful,4.576312576312577,10
All,female,170,beautiful,3.9357363315696654,18
All,female,358,beautiful,4.629411764705883,17
All,female,339,beautiful,5.899407609933926,9
All,female,88,beautiful,6.524816314289998,12
All,female,335,beautiful,5.466044514290129,13
All,female,369,beautiful,5.132134162706919,13
All,female,143,beautiful,4.015151515151516,5
All,female,324,beautiful,6.299823633156967,15
All,female,310,beautiful,4.211560044893378,12
All,female,60,beautiful,2.101455733808675,11
All,female,173,beautiful,5.161075036075037,14
All,female,165,beautiful,5.968545751633987,12
All,female,385,beautiful,7.657828282828282,8
All,female,118,beautiful,6.209364987560477,13
All,female,344,beautiful,5.95578231292517,15
All,female,99,beautiful,3.53022966026062,11
All,female,129,beautiful,4.178023182957394,14
All,female,51,beautiful,4.415935672514619,12
All,female,350,beautiful,5.886143631241671,14
All,female,336,beautiful,5.829129530600119,14
All,female,122,beautiful,5.037966963186261,16
All,female,155,beautiful,4.868326118326118,7
All,female,92,beautiful,5.431551913694771,14
All,female,274,beautiful,4.9603174603174605,14
All,female,144,beautiful,2.1899438137828233,12
All,female,59,beautiful,5.239316239316239,10
All,female,361,beautiful,4.959817813765182,19
All,female,362,beautiful,7.31968521674404,14
All,female,46,beautiful,3.9324618736383443,9
All,female,349,beautiful,5.955493308434485,11
All,female,383,beautiful,3.055555555555556,6
All,female,304,beautiful,6.517543859649123,10
All,female,104,beautiful,2.063047318465275,12
All,female,388,beautiful,4.0378256003256014,13
All,female,56,beautiful,3.005952380952381,15
All,female,145,beautiful,2.96060236060236,12
All,female,323,beautiful,4.8417388167388165,10
All,female,258,beautiful,5.926398337112623,16
All,female,229,beautiful,3.5059303441656384,11
All,female,364,beautiful,5.434857540120698,21
All,female,70,beautiful,3.8368205868205862,12
All,female,172,beautiful,3.0416648982825456,17
All,female,147,beautiful,5.3842105263157904,10
All,female,202,beautiful,6.390151515151516,8
All,female,106,beautiful,4.235551485551485,10
All,female,261,beautiful,5.080943362193362,16
All,female,395,beautiful,6.082010582010582,10
All,female,158,beautiful,5.270572020572021,13
All,female,167,beautiful,4.7979797979797985,9
All,female,314,beautiful,4.651473454879028,16
All,female,248,beautiful,6.099706554911663,19
All,female,299,beautiful,4.773528367439616,19
All,female,225,beautiful,4.383578431372549,17
All,female,189,beautiful,6.037811975892472,17
All,female,181,beautiful,6.091524216524217,12
All,female,98,beautiful,1.9047619047619047,4
All,female,7,beautiful,3.8611111111111107,8
All,female,330,beautiful,5.241702741702742,11
All,female,19,beautiful,3.2356266921484313,7
All,female,29,beautiful,3.1658163265306123,15
All,female,61,beautiful,1.123456790123457,10
All,female,373,beautiful,4.328284732696498,14
All,female,297,beautiful,3.9717518320459506,12
All,female,31,beautiful,4.588272026868518,19
All,female,91,beautiful,3.9661078837742925,16
All,female,268,beautiful,4.399911816578483,22
All,female,107,beautiful,2.2960134908664322,17
All,female,62,beautiful,1.3086219336219338,7
All,female,192,beautiful,4.559334184334184,18
All,female,151,beautiful,4.006881682320279,9
All,female,135,beautiful,4.819622027439364,14
All,female,105,beautiful,4.445987654320988,8
All,female,103,beautiful,2.3492063492063493,9
All,female,230,beautiful,3.443223443223443,8
All,female,346,beautiful,4.236331569664903,18
All,female,77,beautiful,3.8403318903318904,12
All,female,343,beautiful,4.085717271858576,13
All,female,137,beautiful,4.918517155359261,10
All,female,131,beautiful,5.463225431975433,16
All,female,171,beautiful,4.042489917489918,11
All,female,311,beautiful,5.235982155099802,16
All,female,113,beautiful,1.8274318274318277,7
All,female,296,beautiful,3.8063601268967626,10
All,female,180,beautiful,3.9719848053181384,13
All,female,270,beautiful,4.423221515326778,14
All,female,260,beautiful,3.716228070175438,19
All,female,156,beautiful,5.048611111111112,13
All,female,95,beautiful,1.8154761904761905,9
All,female,36,beautiful,5.3956302794022095,9
All,female,254,beautiful,5.202232408114761,14
All,female,242,beautiful,5.653021442495127,8
All,female,360,beautiful,4.722222222222222,9
All,female,81,beautiful,3.265408210067653,9
All,female,282,beautiful,3.5226733143399813,13
All,female,49,beautiful,6.1418128654970765,9
All,female,240,beautiful,4.815145502645503,12
All,female,341,beautiful,4.7686721412211615,9
All,female,90,beautiful,5.270032255326373,12
All,female,247,beautiful,4.995337995337995,11
All,female,30,beautiful,3.196803196803197,11
All,female,133,beautiful,5.596039377289377,15
All,female,2,beautiful,3.6048655048655043,10
All,female,246,beautiful,5.030864197530865,9
All,female,211,beautiful,6.39009139009139,7
All,female,392,beautiful,6.0622594997595005,7
All,female,239,beautiful,4.591684822076979,6
All,female,75,beautiful,4.160318345100954,12
All,female,17,beautiful,2.6523038365143625,14
All,female,140,beautiful,2.7426948051948052,11
All,female,130,beautiful,4.750297088532383,12
All,female,126,beautiful,6.030821030821031,11
All,female,243,beautiful,5.063223874079137,14
All,female,123,beautiful,2.751133126133126,18
All,female,257,beautiful,4.570569609269301,13
All,female,96,beautiful,5.7205127065071055,18
All,female,148,beautiful,3.489437106103773,15
All,female,195,beautiful,3.9063311889398853,14
All,female,398,beautiful,5.411350415109814,18
All,female,320,beautiful,6.152284145981625,14
All,female,1,beautiful,4.545228917777938,14
All,female,32,beautiful,5.333333333333334,10
All,female,356,beautiful,5.771043771043772,12
All,female,134,beautiful,4.255360623781677,12
All,female,365,beautiful,5.893874643874644,13
All,female,272,beautiful,2.1279761904761907,7
All,female,146,beautiful,4.733525733525734,10
All,female,394,beautiful,5.291199813258637,9
All,female,366,beautiful,6.766437601141548,13
All,female,22,beautiful,3.396464646464647,12
All,female,221,beautiful,4.130779848171152,14
All,female,220,beautiful,5.660130718954249,10
All,female,174,beautiful,4.901253132832081,14
All,female,269,beautiful,5.682270249939423,19
All,female,209,beautiful,6.113146113146114,13
All,female,213,beautiful,4.006375893437297,15
All,female,283,beautiful,5.819657890146613,14
All,female,245,beautiful,4.622880591630592,14
All,female,71,beautiful,2.4450310038545338,18
All,female,20,beautiful,2.176470588235294,11
All,female,271,beautiful,4.3589743589743595,9
All,female,251,beautiful,5.316862535612536,13
All,female,191,beautiful,5.4200083231945975,17
All,female,14,beautiful,1.4212454212454215,10
All,female,236,beautiful,3.6164529914529915,13
All,female,197,beautiful,5.621527777777779,10
All,female,37,beautiful,1.735535419745946,21
All,female,25,beautiful,3.103367862296434,16
All,female,12,beautiful,2.997835497835498,11
All,female,152,beautiful,4.382716049382717,9
All,female,8,beautiful,3.6886724386724388,11
All,female,74,beautiful,2.7040485829959513,10
All,female,376,beautiful,4.648393545452369,17
All,female,214,beautiful,4.738550922761449,9
All,female,115,beautiful,5.709457209457209,11
All,female,121,beautiful,5.285714285714286,14
All,female,89,beautiful,4.203607503607504,18
All,female,142,beautiful,4.292387396554064,20
All,female,264,beautiful,4.56767598872862,14
All,female,275,beautiful,6.392638679403386,17
All,female,112,beautiful,5.962136848359759,12
All,female,21,beautiful,2.244444444444444,12
All,female,227,beautiful,4.640547447048995,12
All,female,267,beautiful,5.6564982403217705,16
All,female,285,beautiful,4.2853924398042045,16
All,female,273,beautiful,5.751892551892552,13
All,female,347,beautiful,4.496031746031747,16
All,female,149,beautiful,3.822605431061314,16
All,female,375,beautiful,4.8826881179822355,17
All,female,218,beautiful,1.783475783475784,5
All,female,292,beautiful,5.955988455988456,11
All,female,318,beautiful,5.667087542087542,12
All,female,162,beautiful,3.388684640522876,10
All,female,27,beautiful,3.469442322383499,10
All,female,396,beautiful,4.887889595784333,15
All,female,295,beautiful,5.580484330484332,20
All,female,399,beautiful,6.508712692536222,17
All,female,238,beautiful,4.986531986531987,11
All,female,233,beautiful,4.2780112044817935,15
All,female,34,beautiful,2.527874397622297,10
All,female,372,beautiful,4.597008547008547,20
All,female,390,beautiful,6.559395125571596,13
All,female,108,beautiful,2.4232804232804233,9
All,female,290,beautiful,5.936026936026936,11
All,female,352,beautiful,4.166666666666667,13
All,female,79,beautiful,2.9233115468409583,9
All,female,84,beautiful,4.559324009324009,13
All,female,289,beautiful,6.650948507308157,16
All,female,57,beautiful,4.714646464646465,11
All,female,284,beautiful,3.4126984126984126,6
All,female,205,beautiful,3.5219342061447323,11
All,female,128,beautiful,3.072649572649573,9
All,female,47,beautiful,4.477967112771035,16
All,female,160,beautiful,5.0814393939393945,15
All,female,345,beautiful,5.398136321930182,13
All,female,280,beautiful,3.4967320261437913,9
All,female,203,live nearby,4.59072039072039,9
All,female,305,live nearby,2.564102564102564,6
All,female,276,live nearby,5.4186507936507935,8
All,female,45,live nearby,6.120726495726496,8
All,female,380,live nearby,5.227394466558554,14
All,female,277,live nearby,3.9794871794871796,12
All,female,262,live nearby,5.334719746484453,18
All,female,278,live nearby,7.782117631741693,11
All,female,69,live nearby,4.045025417574437,10
All,female,83,live nearby,2.5052910052910056,10
All,female,11,live nearby,2.843758093758094,16
All,female,85,live nearby,3.7631673881673886,10
All,female,328,live nearby,7.885534073769368,9
All,female,340,live nearby,6.5317460317460325,12
All,female,223,live nearby,4.298581048581049,14
All,female,120,live nearby,5.654761904761905,7
All,female,169,live nearby,4.8773448773448775,7
All,female,58,live nearby,3.595497458242556,9
All,female,42,live nearby,3.8899657847026266,13
