country,age_group_ahi_3_remapped,Image,Question,Score,Num_comparisons
All,Above 50 x middle,16,lively,0.9523809523809528,7
All,Above 50 x middle,314,lively,4.166666666666667,4
All,Above 50 x middle,176,lively,3.4074074074074074,4
All,Above 50 x middle,234,lively,3.9523809523809526,7
All,Above 50 x middle,187,lively,4.242424242424243,11
All,Above 50 x middle,198,lively,4.095238095238096,5
All,Above 50 x middle,313,lively,6.222222222222222,5
All,Above 50 x middle,55,lively,5.396825396825397,7
All,Above 50 x middle,325,lively,6.223544973544974,8
All,Above 50 x middle,85,lively,4.166666666666667,4
All,Above 50 x middle,375,lively,3.5000000000000004,4
All,Above 50 x middle,324,lively,5.333333333333334,5
All,Above 50 x middle,25,lively,6.324074074074074,8
All,Above 50 x middle,286,lively,4.0,5
All,Above 50 x middle,210,lively,3.3333333333333335,4
All,Above 50 x middle,315,lively,2.9444444444444446,6
All,Above 50 x middle,296,lively,5.357142857142858,7
All,Above 50 x middle,384,lively,6.916666666666668,5
All,Above 50 x middle,13,lively,3.3333333333333335,5
All,Above 50 x middle,246,lively,6.666666666666667,5
All,Above 50 x middle,2,lively,1.6666666666666667,4
All,Above 50 x middle,255,lively,7.268518518518518,4
All,Above 50 x middle,134,lively,4.32224025974026,8
All,Above 50 x middle,161,lively,3.0,4
All,Above 50 x middle,91,lively,1.0833333333333333,4
All,Above 50 x middle,26,lively,3.849206349206349,4
All,Above 50 x middle,71,lively,5.819444444444445,6
All,Above 50 x middle,322,lively,7.142857142857143,7
All,Above 50 x middle,89,lively,3.8888888888888884,6
All,Above 50 x middle,109,lively,2.5833333333333335,5
All,Above 50 x middle,125,lively,4.25,5
All,Above 50 x middle,9,lively,4.796296296296298,5
All,Above 50 x middle,273,lively,6.333333333333334,5
All,Above 50 x middle,252,lively,2.291666666666667,6
All,Above 50 x middle,394,lively,9.444444444444445,5
All,Above 50 x middle,276,lively,5.166666666666667,4
All,Above 50 x middle,204,lively,5.208333333333334,8
All,Above 50 x middle,364,lively,4.26984126984127,7
All,Above 50 x middle,305,lively,8.333333333333334,4
All,Above 50 x middle,320,lively,7.333333333333334,5
All,Above 50 x middle,108,lively,4.3231922398589075,9
All,Above 50 x middle,47,lively,3.3333333333333335,4
All,Above 50 x middle,131,lively,5.333333333333334,5
All,Above 50 x middle,160,lively,2.5,4
All,Above 50 x middle,337,lively,8.583333333333334,5
All,Above 50 x middle,242,lively,6.53219696969697,8
All,Above 50 x middle,347,lively,5.407407407407407,5
All,Above 50 x middle,352,lively,5.211640211640211,7
All,Above 50 x middle,7,lively,5.111111111111112,6
All,Above 50 x middle,399,lively,5.163580246913581,5
All,Above 50 x middle,32,lively,3.62962962962963,5
All,Above 50 x middle,321,lively,7.341269841269842,7
All,Above 50 x middle,79,lively,3.1296296296296298,5
All,Above 50 x middle,304,lively,5.611111111111112,5
All,Above 50 x middle,288,lively,3.8888888888888893,4
All,Above 50 x middle,338,lively,4.777777777777778,5
All,Above 50 x middle,336,lively,6.944444444444444,6
All,Above 50 x middle,398,lively,3.7916666666666665,9
All,Above 50 x middle,59,lively,3.5000000000000004,4
All,Above 50 x middle,33,lively,8.472222222222221,4
All,Above 50 x middle,132,lively,3.75,4
All,Above 50 x middle,360,lively,7.757936507936509,6
All,Above 50 x middle,60,lively,3.470899470899471,5
All,Above 50 x middle,377,lively,5.833333333333334,4
All,Above 50 x middle,392,lively,7.708333333333334,4
All,Above 50 x middle,10,lively,3.833333333333333,4
All,Above 50 x middle,205,lively,4.0,4
All,Above 50 x middle,346,lively,4.722222222222222,4
All,Above 50 x middle,138,lively,2.166666666666667,5
All,Above 50 x middle,126,lively,3.174603174603175,4
All,Above 50 x middle,12,lively,6.1342592592592595,8
All,Above 50 x middle,149,lively,3.111111111111111,4
All,Above 50 x middle,107,lively,2.9761904761904763,9
All,Above 50 x middle,254,lively,6.666666666666667,4
All,Above 50 x middle,185,lively,8.333333333333334,4
All,Above 50 x middle,111,lively,1.851851851851852,4
All,Above 50 x middle,258,lively,5.333333333333334,5
All,Above 50 x middle,73,lively,2.5925925925925926,6
All,Above 50 x middle,69,lively,4.166666666666667,4
All,Above 50 x middle,295,lively,5.0,4
All,Above 50 x middle,373,lively,5.944444444444445,5
All,Above 50 x middle,30,lively,4.021164021164022,7
All,Above 50 x middle,379,lively,5.25925925925926,6
All,Above 50 x middle,54,lively,0.8333333333333334,4
All,Above 50 x middle,351,lively,3.9814814814814814,4
All,Above 50 x middle,308,lively,5.416666666666667,4
All,Above 50 x middle,37,lively,2.5833333333333335,4
All,Above 50 x middle,299,lively,5.148148148148149,5
All,Above 50 x middle,87,boring,5.416666666666667,4
All,Above 50 x middle,310,boring,1.777777777777778,5
All,Above 50 x middle,80,boring,6.111111111111112,6
All,Above 50 x middle,345,boring,4.722222222222222,4
All,Above 50 x middle,115,boring,2.5,4
All,Above 50 x middle,156,boring,5.079365079365079,7
All,Above 50 x middle,253,boring,5.634920634920635,7
All,Above 50 x middle,202,boring,1.5476190476190477,4
All,Above 50 x middle,117,boring,6.166666666666667,5
All,Above 50 x middle,188,boring,5.555555555555555,4
All,Above 50 x middle,259,boring,4.126984126984127,7
All,Above 50 x middle,211,boring,6.111111111111112,6
All,Above 50 x middle,64,boring,4.138888888888889,4
All,Above 50 x middle,260,boring,4.0,4
All,Above 50 x middle,94,boring,7.000000000000001,4
All,Above 50 x middle,265,boring,4.0,5
All,Above 50 x middle,340,boring,2.962962962962963,4
All,Above 50 x middle,118,boring,5.361111111111112,5
All,Above 50 x middle,68,boring,6.055555555555555,5
All,Above 50 x middle,266,boring,3.75,4
All,Above 50 x middle,136,boring,4.888888888888889,5
All,Above 50 x middle,82,boring,6.0,5
All,Above 50 x middle,237,boring,4.777777777777779,6
All,Above 50 x middle,269,boring,1.6666666666666667,5
All,Above 50 x middle,341,boring,2.2222222222222228,6
All,Above 50 x middle,171,boring,3.3333333333333335,6
All,Above 50 x middle,239,boring,6.833333333333333,4
All,Above 50 x middle,40,boring,9.000000000000002,4
All,Above 50 x middle,356,boring,3.1666666666666665,5
All,Above 50 x middle,175,boring,3.8888888888888884,4
All,Above 50 x middle,376,boring,3.092592592592593,4
All,Above 50 x middle,67,boring,4.055555555555556,5
All,Above 50 x middle,48,boring,3.3333333333333335,5
All,Above 50 x middle,92,boring,6.111111111111112,6
All,Above 50 x middle,81,boring,4.814814814814815,4
All,Above 50 x middle,164,boring,7.777777777777777,6
All,Above 50 x middle,159,boring,4.583333333333334,4
All,Above 50 x middle,232,boring,6.407407407407407,5
All,Above 50 x middle,105,boring,2.0,5
All,Above 50 x middle,362,boring,1.5925925925925926,7
All,Above 50 x middle,301,boring,3.8888888888888893,4
All,Above 50 x middle,343,boring,7.638888888888888,6
All,Above 50 x middle,358,boring,3.3333333333333335,5
All,Above 50 x middle,151,boring,5.0,5
All,Above 50 x middle,86,boring,2.666666666666667,5
All,Above 50 x middle,127,boring,4.4444444444444455,5
All,Above 50 x middle,76,boring,4.337742504409172,9
All,Above 50 x middle,293,boring,3.166666666666667,5
All,Above 50 x middle,268,boring,7.000000000000001,4
All,Above 50 x middle,214,boring,1.646825396825397,7
All,Above 50 x middle,312,boring,6.277777777777778,5
All,Above 50 x middle,298,boring,4.728395061728396,6
All,Above 50 x middle,140,boring,6.527777777777779,7
All,Above 50 x middle,14,boring,3.9523809523809526,7
All,Above 50 x middle,387,boring,4.740740740740741,6
All,Above 50 x middle,200,boring,4.537037037037037,8
All,Above 50 x middle,112,boring,5.462962962962963,6
All,Above 50 x middle,167,boring,8.611111111111112,4
All,Above 50 x middle,181,boring,4.0,5
All,Above 50 x middle,21,boring,3.666666666666667,6
All,Above 50 x middle,278,boring,5.015873015873016,7
All,Above 50 x middle,29,boring,7.083333333333334,4
All,Above 50 x middle,267,boring,1.9444444444444446,4
All,Above 50 x middle,326,boring,4.611111111111112,6
All,Above 50 x middle,192,boring,5.037037037037037,5
All,Above 50 x middle,359,boring,3.4259259259259256,6
All,Above 50 x middle,380,boring,4.833333333333334,5
All,Above 50 x middle,317,boring,4.772727272727273,4
All,Above 50 x middle,8,boring,5.462962962962963,6
All,Above 50 x middle,11,boring,3.8611111111111107,6
All,Above 50 x middle,56,boring,4.833333333333334,5
All,Above 50 x middle,330,boring,2.2222222222222228,4
All,Above 50 x middle,388,boring,2.6488095238095237,7
All,Above 50 x middle,65,boring,8.88888888888889,4
All,Above 50 x middle,130,boring,3.444444444444444,5
All,Above 50 x middle,231,boring,2.1851851851851856,6
All,Above 50 x middle,57,boring,4.703703703703704,5
All,Above 50 x middle,194,boring,4.857142857142858,5
All,Above 50 x middle,223,boring,5.0,4
All,Above 50 x middle,397,boring,2.4603174603174605,6
All,Above 50 x middle,93,boring,4.203703703703704,5
All,Above 50 x middle,277,boring,7.037037037037037,6
All,Above 50 x middle,148,boring,5.222222222222222,4
All,Above 50 x middle,365,boring,5.157407407407407,4
All,Above 50 x middle,186,boring,3.666666666666667,5
All,Above 50 x middle,166,boring,3.8888888888888893,6
All,Above 50 x middle,279,boring,3.3452380952380953,5
All,Above 50 x middle,236,boring,3.6732804232804237,8
All,Above 50 x middle,49,boring,2.4469696969696972,11
All,Above 50 x middle,400,boring,5.8,6
All,Above 50 x middle,123,boring,6.583333333333334,4
All,Above 50 x middle,44,boring,1.7037037037037037,5
All,Above 50 x middle,222,boring,2.037037037037037,5
All,Above 50 x middle,230,boring,4.476190476190477,5
All,Above 50 x middle,349,boring,1.6666666666666667,4
All,Above 50 x middle,28,boring,5.9523809523809526,7
All,Above 50 x middle,51,boring,4.666666666666667,5
All,Above 50 x middle,339,boring,6.083333333333333,5
All,Above 50 x middle,221,boring,3.015873015873016,6
All,Above 50 x middle,331,boring,3.531746031746032,8
All,Above 50 x middle,128,boring,6.333333333333333,6
All,Above 50 x middle,284,boring,3.3333333333333335,6
All,Above 50 x middle,184,boring,4.722222222222222,5
All,Above 50 x middle,209,boring,8.465608465608465,4
All,Above 50 x middle,124,boring,5.714285714285714,7
All,Above 50 x middle,370,boring,5.755291005291006,5
All,Above 50 x middle,366,boring,2.6222222222222222,5
All,Above 50 x middle,41,boring,3.0555555555555554,4
All,Above 50 x middle,174,boring,5.962962962962964,6
All,Above 50 x middle,158,boring,5.333333333333334,5
All,Above 50 x middle,357,boring,2.777777777777778,5
All,Above 50 x middle,203,boring,5.158730158730158,4
All,Above 50 x middle,177,boring,6.87037037037037,4
All,Above 50 x middle,39,boring,6.767676767676768,4
All,Above 50 x middle,16,boring,5.333333333333334,5
All,Above 50 x middle,96,boring,5.214285714285714,4
All,Above 50 x middle,187,boring,3.6111111111111116,4
All,Above 50 x middle,248,boring,4.361111111111112,8
All,Above 50 x middle,307,boring,5.555555555555555,6
All,Above 50 x middle,313,boring,1.9444444444444446,4
All,Above 50 x middle,165,boring,4.166666666666667,4
All,Above 50 x middle,297,boring,4.666666666666667,5
All,Above 50 x middle,325,boring,3.624338624338625,6
All,Above 50 x middle,247,boring,4.944444444444445,5
All,Above 50 x middle,393,boring,6.666666666666667,4
All,Above 50 x middle,375,boring,4.4603174603174605,5
All,Above 50 x middle,315,boring,4.166666666666667,4
All,Above 50 x middle,296,boring,4.583333333333334,6
All,Above 50 x middle,332,boring,3.7222222222222223,5
All,Above 50 x middle,261,boring,4.305555555555556,6
All,Above 50 x middle,270,boring,3.8888888888888893,6
All,Above 50 x middle,13,boring,5.555555555555555,4
All,Above 50 x middle,2,boring,7.020202020202022,5
All,Above 50 x middle,98,boring,6.583333333333334,4
All,Above 50 x middle,255,boring,2.8571428571428577,4
All,Above 50 x middle,91,boring,5.714285714285715,4
All,Above 50 x middle,26,boring,5.833333333333334,4
All,Above 50 x middle,71,boring,4.722222222222222,6
All,Above 50 x middle,322,boring,3.273015873015873,7
All,Above 50 x middle,249,boring,1.7037037037037037,5
All,Above 50 x middle,89,boring,6.0,5
All,Above 50 x middle,125,boring,5.0,4
All,Above 50 x middle,252,boring,5.555555555555556,6
All,Above 50 x middle,374,boring,2.0000000000000004,6
All,Above 50 x middle,162,boring,8.333333333333334,4
All,Above 50 x middle,292,boring,5.833333333333334,4
All,Above 50 x middle,24,boring,2.916666666666667,6
All,Above 50 x middle,364,boring,4.497354497354498,6
All,Above 50 x middle,227,boring,5.277777777777779,4
All,Above 50 x middle,233,boring,5.666666666666667,5
All,Above 50 x middle,305,boring,2.5,4
All,Above 50 x middle,275,boring,0.9523809523809523,7
All,Above 50 x middle,318,boring,3.624338624338625,8
All,Above 50 x middle,131,boring,4.166666666666667,4
All,Above 50 x middle,160,boring,8.703703703703704,6
All,Above 50 x middle,242,boring,3.666666666666667,5
All,Above 50 x middle,352,boring,6.25,7
All,Above 50 x middle,399,boring,4.722222222222222,4
All,Above 50 x middle,321,boring,2.6,7
All,Above 50 x middle,389,boring,3.8888888888888893,5
All,Above 50 x middle,116,boring,7.750000000000001,5
All,Above 50 x middle,215,boring,5.277777777777778,4
All,Above 50 x middle,168,boring,4.821428571428571,8
All,Above 50 x middle,336,boring,1.7037037037037037,6
All,Above 50 x middle,398,boring,3.373015873015873,4
All,Above 50 x middle,59,boring,4.722222222222222,6
All,Above 50 x middle,344,boring,4.722222222222222,4
All,Above 50 x middle,328,boring,5.753968253968255,4
All,Above 50 x middle,303,boring,4.0,5
All,Above 50 x middle,33,boring,3.0211640211640214,7
All,Above 50 x middle,327,boring,5.08994708994709,5
All,Above 50 x middle,132,boring,6.666666666666667,4
All,Above 50 x middle,243,boring,4.166666666666667,4
All,Above 50 x middle,367,boring,2.1825396825396832,4
All,Above 50 x middle,290,boring,4.9603174603174605,4
All,Above 50 x middle,60,boring,7.619047619047619,7
All,Above 50 x middle,272,boring,3.134920634920635,4
All,Above 50 x middle,207,boring,4.166666666666667,4
All,Above 50 x middle,392,boring,4.146825396825397,7
All,Above 50 x middle,291,boring,4.974621212121212,11
All,Above 50 x middle,346,boring,5.80952380952381,5
All,Above 50 x middle,126,boring,6.638888888888889,5
All,Above 50 x middle,250,boring,0.8333333333333334,5
All,Above 50 x middle,12,boring,6.0,8
All,Above 50 x middle,107,boring,8.88888888888889,4
All,Above 50 x middle,254,boring,4.428571428571429,7
All,Above 50 x middle,120,boring,5.138888888888888,6
All,Above 50 x middle,185,boring,4.166666666666667,5
All,Above 50 x middle,111,boring,6.25,4
All,Above 50 x middle,183,boring,9.312169312169312,5
All,Above 50 x middle,69,boring,4.587301587301588,6
All,Above 50 x middle,173,boring,5.0,4
All,Above 50 x middle,300,boring,5.888888888888889,6
All,Above 50 x middle,219,boring,5.484848484848485,6
All,Above 50 x middle,351,boring,3.3452380952380953,5
All,Above 50 x middle,308,boring,2.8333333333333335,5
All,Above 50 x middle,319,boring,4.074074074074074,7
All,Above 50 x middle,141,boring,6.818253968253968,7
All,Above 50 x middle,235,boring,2.0000000000000004,5
All,Above 50 x middle,395,boring,3.544973544973545,4
All,Above 50 x middle,53,boring,8.333333333333334,4
All,Above 50 x middle,20,wealthy,0.8333333333333334,4
All,Above 50 x middle,87,wealthy,6.87037037037037,5
All,Above 50 x middle,117,wealthy,5.0,5
All,Above 50 x middle,259,wealthy,5.046296296296297,8
All,Above 50 x middle,211,wealthy,7.037037037037037,4
All,Above 50 x middle,64,wealthy,3.194444444444444,6
All,Above 50 x middle,155,wealthy,2.777777777777778,4
All,Above 50 x middle,260,wealthy,2.466666666666667,6
All,Above 50 x middle,94,wealthy,5.833333333333334,4
All,Above 50 x middle,197,wealthy,2.5,4
All,Above 50 x middle,263,wealthy,7.133333333333333,5
All,Above 50 x middle,68,wealthy,6.111111111111112,6
All,Above 50 x middle,266,wealthy,5.476190476190476,6
All,Above 50 x middle,206,wealthy,2.555555555555556,5
All,Above 50 x middle,136,wealthy,1.25,4
All,Above 50 x middle,237,wealthy,6.7592592592592595,4
All,Above 50 x middle,269,wealthy,5.481481481481482,6
All,Above 50 x middle,378,wealthy,7.666666666666666,5
All,Above 50 x middle,225,wealthy,5.6342592592592595,5
All,Above 50 x middle,22,wealthy,1.5555555555555556,5
All,Above 50 x middle,139,wealthy,5.555555555555555,4
All,Above 50 x middle,239,wealthy,4.0,5
All,Above 50 x middle,40,wealthy,3.8055555555555554,5
All,Above 50 x middle,356,wealthy,4.285714285714286,7
All,Above 50 x middle,376,wealthy,5.777777777777779,10
All,Above 50 x middle,67,wealthy,4.583333333333334,4
All,Above 50 x middle,159,wealthy,4.277777777777778,5
All,Above 50 x middle,217,wealthy,6.055555555555555,5
All,Above 50 x middle,36,wealthy,4.000000000000001,5
All,Above 50 x middle,232,wealthy,4.8769841269841265,7
All,Above 50 x middle,27,wealthy,2.481481481481482,5
All,Above 50 x middle,137,wealthy,2.6296296296296298,4
All,Above 50 x middle,362,wealthy,5.142857142857143,5
All,Above 50 x middle,372,wealthy,5.166666666666667,6
All,Above 50 x middle,220,wealthy,6.666666666666667,6
All,Above 50 x middle,46,wealthy,6.611111111111111,5
All,Above 50 x middle,97,wealthy,5.6534391534391535,9
All,Above 50 x middle,199,wealthy,3.4305555555555562,5
All,Above 50 x middle,228,wealthy,5.25925925925926,5
All,Above 50 x middle,293,wealthy,8.37962962962963,4
All,Above 50 x middle,19,wealthy,3.75,4
All,Above 50 x middle,268,wealthy,4.486111111111111,8
All,Above 50 x middle,214,wealthy,1.8333333333333335,7
All,Above 50 x middle,281,wealthy,4.2592592592592595,6
All,Above 50 x middle,312,wealthy,4.0,4
All,Above 50 x middle,14,wealthy,2.248677248677249,5
All,Above 50 x middle,18,wealthy,1.25,4
All,Above 50 x middle,382,wealthy,3.1481481481481484,6
All,Above 50 x middle,387,wealthy,6.666666666666667,4
All,Above 50 x middle,90,wealthy,1.25,4
All,Above 50 x middle,363,wealthy,7.222222222222222,4
All,Above 50 x middle,133,wealthy,8.13888888888889,5
All,Above 50 x middle,112,wealthy,7.083333333333334,4
All,Above 50 x middle,167,wealthy,7.000000000000001,4
All,Above 50 x middle,181,wealthy,5.5,4
All,Above 50 x middle,21,wealthy,4.357142857142858,4
All,Above 50 x middle,244,wealthy,4.000000000000001,5
All,Above 50 x middle,267,wealthy,3.3333333333333335,4
All,Above 50 x middle,192,wealthy,4.666666666666667,5
All,Above 50 x middle,317,wealthy,4.930555555555556,4
All,Above 50 x middle,169,wealthy,3.9814814814814814,6
All,Above 50 x middle,11,wealthy,3.788888888888889,8
All,Above 50 x middle,330,wealthy,5.5,4
All,Above 50 x middle,388,wealthy,5.833333333333334,4
All,Above 50 x middle,130,wealthy,6.873015873015873,7
All,Above 50 x middle,182,wealthy,3.8095238095238093,5
All,Above 50 x middle,180,wealthy,1.5740740740740744,4
All,Above 50 x middle,289,wealthy,5.611111111111112,5
All,Above 50 x middle,42,wealthy,3.75,8
All,Above 50 x middle,178,wealthy,2.0000000000000004,5
All,Above 50 x middle,163,wealthy,7.111111111111112,5
All,Above 50 x middle,17,wealthy,2.833333333333334,4
All,Above 50 x middle,353,wealthy,5.738492063492064,9
All,Above 50 x middle,282,wealthy,6.888888888888888,5
All,Above 50 x middle,194,wealthy,3.666666666666667,5
All,Above 50 x middle,223,wealthy,6.666666666666667,4
All,Above 50 x middle,3,wealthy,1.973544973544974,7
All,Above 50 x middle,102,wealthy,1.7500000000000002,4
All,Above 50 x middle,157,wealthy,5.0,5
All,Above 50 x middle,189,wealthy,7.604166666666667,6
All,Above 50 x middle,334,wealthy,7.619047619047619,7
All,Above 50 x middle,277,wealthy,3.8095238095238093,7
All,Above 50 x middle,148,wealthy,8.333333333333334,4
All,Above 50 x middle,365,wealthy,8.819444444444445,4
All,Above 50 x middle,144,wealthy,4.037037037037038,6
All,Above 50 x middle,271,wealthy,4.027777777777779,4
All,Above 50 x middle,186,wealthy,6.666666666666667,4
All,Above 50 x middle,236,wealthy,5.083333333333334,5
All,Above 50 x middle,390,wealthy,6.779100529100529,4
All,Above 50 x middle,400,wealthy,2.916666666666667,4
All,Above 50 x middle,31,wealthy,7.685185185185185,4
All,Above 50 x middle,44,wealthy,4.0,5
All,Above 50 x middle,222,wealthy,6.185185185185186,6
All,Above 50 x middle,283,wealthy,5.416666666666667,4
All,Above 50 x middle,349,wealthy,4.000000000000001,5
All,Above 50 x middle,196,wealthy,7.083333333333334,4
All,Above 50 x middle,28,wealthy,1.6666666666666667,5
All,Above 50 x middle,280,wealthy,1.9047619047619047,7
All,Above 50 x middle,51,wealthy,2.1527777777777777,6
All,Above 50 x middle,339,wealthy,4.166666666666667,4
All,Above 50 x middle,331,wealthy,7.5,4
All,Above 50 x middle,128,wealthy,0.8333333333333334,4
All,Above 50 x middle,66,wealthy,3.833333333333333,4
All,Above 50 x middle,145,wealthy,3.0277777777777777,6
All,Above 50 x middle,184,wealthy,3.1904761904761907,5
All,Above 50 x middle,5,wealthy,6.074074074074074,5
All,Above 50 x middle,287,wealthy,6.0,4
All,Above 50 x middle,72,wealthy,2.5333333333333337,8
All,Above 50 x middle,41,wealthy,2.2222222222222228,6
All,Above 50 x middle,158,wealthy,7.361111111111111,4
All,Above 50 x middle,203,wealthy,8.000000000000002,5
All,Above 50 x middle,177,wealthy,5.444444444444445,4
All,Above 50 x middle,16,wealthy,3.060606060606061,11
All,Above 50 x middle,96,wealthy,5.833333333333334,5
All,Above 50 x middle,241,wealthy,3.458333333333334,5
All,Above 50 x middle,176,wealthy,0.9722222222222225,4
All,Above 50 x middle,234,wealthy,3.75,8
All,Above 50 x middle,187,wealthy,2.666666666666667,5
All,Above 50 x middle,248,wealthy,7.103174603174604,4
All,Above 50 x middle,198,wealthy,4.0,5
All,Above 50 x middle,143,wealthy,6.407407407407407,6
All,Above 50 x middle,55,wealthy,7.750000000000001,4
All,Above 50 x middle,165,wealthy,2.777777777777778,5
All,Above 50 x middle,297,wealthy,3.8888888888888884,4
All,Above 50 x middle,238,wealthy,10.0,4
All,Above 50 x middle,247,wealthy,7.083333333333334,4
All,Above 50 x middle,396,wealthy,3.1666666666666665,5
All,Above 50 x middle,25,wealthy,3.4027777777777786,6
All,Above 50 x middle,315,wealthy,5.6944444444444455,6
All,Above 50 x middle,261,wealthy,3.7671957671957674,7
All,Above 50 x middle,270,wealthy,8.148148148148149,4
All,Above 50 x middle,84,wealthy,1.773809523809524,5
All,Above 50 x middle,384,wealthy,5.555555555555555,5
All,Above 50 x middle,246,wealthy,2.916666666666667,5
All,Above 50 x middle,255,wealthy,6.999999999999999,6
All,Above 50 x middle,91,wealthy,4.166666666666667,4
All,Above 50 x middle,26,wealthy,6.074074074074074,5
All,Above 50 x middle,71,wealthy,3.0357142857142856,7
All,Above 50 x middle,322,wealthy,6.25,4
All,Above 50 x middle,249,wealthy,6.7063492063492065,4
All,Above 50 x middle,35,wealthy,5.750000000000001,4
All,Above 50 x middle,89,wealthy,5.625,4
All,Above 50 x middle,9,wealthy,4.402777777777778,8
All,Above 50 x middle,374,wealthy,7.537037037037037,5
All,Above 50 x middle,162,wealthy,3.4259259259259265,4
All,Above 50 x middle,350,wealthy,5.166666666666667,5
All,Above 50 x middle,302,wealthy,2.5,4
All,Above 50 x middle,150,wealthy,4.761904761904762,7
All,Above 50 x middle,212,wealthy,6.946031746031746,6
All,Above 50 x middle,394,wealthy,6.203703703703704,4
All,Above 50 x middle,121,wealthy,1.7500000000000002,4
All,Above 50 x middle,110,wealthy,2.4027777777777777,8
All,Above 50 x middle,354,wealthy,2.5,4
All,Above 50 x middle,364,wealthy,2.9444444444444446,6
All,Above 50 x middle,381,wealthy,7.388888888888889,4
All,Above 50 x middle,227,wealthy,5.222222222222222,5
All,Above 50 x middle,368,wealthy,6.666666666666667,5
All,Above 50 x middle,233,wealthy,4.027777777777778,4
All,Above 50 x middle,316,wealthy,0.8333333333333334,4
All,Above 50 x middle,320,wealthy,5.558862433862434,9
All,Above 50 x middle,119,wealthy,5.555555555555555,4
All,Above 50 x middle,152,wealthy,0.0,4
All,Above 50 x middle,242,wealthy,6.203703703703704,4
All,Above 50 x middle,347,wealthy,6.0,5
All,Above 50 x middle,70,wealthy,4.444444444444445,6
All,Above 50 x middle,321,wealthy,5.555555555555556,6
All,Above 50 x middle,304,wealthy,6.878306878306878,7
All,Above 50 x middle,116,wealthy,3.055555555555556,4
All,Above 50 x middle,52,wealthy,5.833333333333334,4
All,Above 50 x middle,288,wealthy,3.761904761904762,5
All,Above 50 x middle,168,wealthy,5.833333333333334,4
All,Above 50 x middle,338,wealthy,4.277777777777778,6
All,Above 50 x middle,336,wealthy,7.166666666666667,5
All,Above 50 x middle,59,wealthy,6.166666666666667,4
All,Above 50 x middle,361,wealthy,3.3333333333333335,4
All,Above 50 x middle,328,wealthy,6.133333333333335,6
All,Above 50 x middle,33,wealthy,7.638888888888888,4
All,Above 50 x middle,23,wealthy,4.166666666666667,4
All,Above 50 x middle,74,wealthy,2.0833333333333335,4
All,Above 50 x middle,383,wealthy,7.291666666666667,6
All,Above 50 x middle,243,wealthy,6.319444444444445,8
All,Above 50 x middle,193,wealthy,4.666666666666667,5
All,Above 50 x middle,38,wealthy,4.611111111111112,5
All,Above 50 x middle,60,wealthy,4.395833333333334,8
All,Above 50 x middle,6,wealthy,6.166666666666667,6
All,Above 50 x middle,272,wealthy,4.007936507936508,6
All,Above 50 x middle,207,wealthy,5.166666666666667,4
All,Above 50 x middle,208,wealthy,2.2222222222222228,5
All,Above 50 x middle,10,wealthy,3.7962962962962963,4
All,Above 50 x middle,138,wealthy,4.751322751322751,7
All,Above 50 x middle,126,wealthy,5.916666666666667,5
All,Above 50 x middle,250,wealthy,1.5555555555555556,4
All,Above 50 x middle,149,wealthy,4.166666666666667,6
All,Above 50 x middle,111,wealthy,3.4126984126984126,5
All,Above 50 x middle,183,wealthy,4.166666666666667,4
All,Above 50 x middle,73,wealthy,4.166666666666667,4
All,Above 50 x middle,295,wealthy,5.763888888888888,4
All,Above 50 x middle,30,wealthy,2.6222222222222222,5
All,Above 50 x middle,348,wealthy,4.166666666666667,4
All,Above 50 x middle,173,wealthy,5.333333333333334,5
All,Above 50 x middle,306,wealthy,3.740740740740741,9
All,Above 50 x middle,300,wealthy,4.309523809523809,7
All,Above 50 x middle,219,wealthy,1.8333333333333335,5
All,Above 50 x middle,351,wealthy,5.6313131313131315,6
All,Above 50 x middle,308,wealthy,6.101010101010101,5
All,Above 50 x middle,319,wealthy,2.5,4
All,Above 50 x middle,335,wealthy,7.253968253968255,5
All,Above 50 x middle,235,wealthy,6.361111111111111,5
All,Above 50 x middle,299,wealthy,3.7857142857142856,7
All,Above 50 x middle,95,wealthy,3.7777777777777777,5
All,Above 50 x middle,333,depressing,3.1944444444444446,4
All,Above 50 x middle,87,depressing,4.781746031746032,7
All,Above 50 x middle,345,depressing,5.555555555555555,6
All,Above 50 x middle,115,depressing,2.4761904761904763,5
All,Above 50 x middle,253,depressing,4.603174603174604,7
All,Above 50 x middle,117,depressing,5.370370370370371,6
All,Above 50 x middle,259,depressing,5.1190476190476195,7
All,Above 50 x middle,64,depressing,5.0,4
All,Above 50 x middle,245,depressing,2.928571428571429,7
All,Above 50 x middle,260,depressing,2.9365079365079367,6
All,Above 50 x middle,1,depressing,5.666666666666667,6
All,Above 50 x middle,265,depressing,4.785714285714286,8
All,Above 50 x middle,340,depressing,2.5,8
All,Above 50 x middle,263,depressing,6.0,5
All,Above 50 x middle,266,depressing,0.8333333333333334,4
All,Above 50 x middle,34,depressing,8.083333333333334,5
All,Above 50 x middle,82,depressing,6.274250440917108,9
All,Above 50 x middle,378,depressing,5.407407407407407,5
All,Above 50 x middle,225,depressing,5.666666666666667,5
All,Above 50 x middle,171,depressing,3.8888888888888893,6
All,Above 50 x middle,22,depressing,6.25,4
All,Above 50 x middle,239,depressing,5.166666666666667,4
All,Above 50 x middle,40,depressing,6.666666666666667,6
All,Above 50 x middle,175,depressing,5.277777777777779,6
