country,age_group_2,Image,Question,Score,Num_comparisons
All,21-39,10,boring,3.5119047619047623,7
All,21-39,5,boring,3.839542036910458,14
All,21-39,54,boring,6.7398989898989905,11
All,21-39,300,boring,4.985347985347985,5
All,21-39,298,boring,6.083964646464647,15
All,21-39,215,boring,4.982836607836608,13
All,21-39,359,boring,2.6724386724386724,9
All,21-39,391,boring,4.850589225589226,11
All,21-39,393,boring,3.4559884559884564,7
All,21-39,222,boring,4.168350168350168,11
All,21-39,175,boring,6.0890097556764236,12
All,21-39,39,boring,6.341630591630592,8
All,21-39,231,boring,4.029882154882156,15
All,21-39,255,boring,3.940564552406658,8
All,21-39,18,boring,5.718201754385965,10
All,21-39,168,boring,4.923321123321124,10
All,21-39,43,boring,6.012899137899138,10
All,21-39,287,boring,5.689814814814815,9
All,21-39,277,boring,6.136363636363637,11
All,21-39,319,boring,5.578373015873016,10
All,21-39,9,boring,3.741013071895425,6
All,21-39,316,boring,5.27065527065527,13
All,21-39,69,boring,6.2936507936507935,10
All,21-39,99,boring,4.314814814814815,10
All,21-39,236,boring,6.218118686868687,10
All,21-39,259,boring,4.283147408147409,12
All,21-39,281,boring,3.956709956709957,7
All,21-39,89,boring,4.308321308321309,10
All,21-39,77,boring,4.591013153513154,15
All,21-39,343,boring,4.898018648018648,8
All,21-39,310,boring,4.658399470899472,9
All,21-39,256,boring,5.121933621933622,7
All,21-39,125,boring,4.798867798867799,11
All,21-39,383,boring,4.6604400890115185,12
All,21-39,339,boring,4.679082491582491,11
All,21-39,8,boring,5.6562881562881575,12
All,21-39,243,boring,4.764309764309765,9
All,21-39,115,boring,6.033549783549784,14
All,21-39,246,boring,4.951939264439265,11
All,21-39,348,boring,5.665788840788841,16
All,21-39,11,boring,4.753455608718768,8
All,21-39,173,boring,3.4074074074074074,10
All,21-39,16,boring,4.508683324472798,10
All,21-39,76,boring,4.676053113553114,8
All,21-39,59,boring,6.20985495985496,13
All,21-39,364,boring,2.8383838383838387,6
All,21-39,142,boring,6.632746111912779,14
All,21-39,373,boring,4.3978174603174605,14
All,21-39,144,boring,5.317460317460318,6
All,21-39,90,boring,6.475869809203142,9
All,21-39,362,boring,3.7657828282828283,11
All,21-39,72,boring,4.787722117296052,19
All,21-39,161,boring,5.3060064935064934,8
All,21-39,137,boring,4.521825396825397,8
All,21-39,274,boring,4.415501165501166,13
All,21-39,350,boring,4.256410256410256,10
All,21-39,189,boring,4.644522144522145,11
All,21-39,165,boring,3.7673992673992673,10
All,21-39,60,boring,3.6702741702741704,11
All,21-39,94,boring,4.518518518518519,9
All,21-39,131,boring,1.9444444444444442,12
All,21-39,171,boring,7.527356902356903,9
All,21-39,311,boring,4.8106060606060606,9
All,21-39,113,boring,4.708333333333334,8
All,21-39,219,boring,4.877289377289377,7
All,21-39,331,boring,3.6144059644059645,9
All,21-39,296,boring,5.605769230769231,10
All,21-39,143,boring,4.282647907647909,12
All,21-39,270,boring,3.128042328042328,10
All,21-39,221,boring,2.738993852151747,9
All,21-39,21,boring,6.984848484848484,10
All,21-39,83,boring,6.276320901320902,11
All,21-39,301,boring,5.817340067340068,11
All,21-39,32,boring,5.383012049678716,11
All,21-39,258,boring,3.1504329004329006,16
All,21-39,79,boring,5.05238791423002,8
All,21-39,341,boring,1.9806049977618605,16
All,21-39,372,boring,5.041666666666667,8
All,21-39,209,boring,5.950667366689038,17
All,21-39,238,boring,5.138888888888888,12
All,21-39,14,boring,5.632478632478633,13
All,21-39,167,boring,6.210437710437711,11
All,21-39,285,boring,4.916666666666667,10
All,21-39,116,boring,6.483405483405484,5
All,21-39,332,boring,3.1670875420875424,9
All,21-39,191,boring,4.319444444444445,8
All,21-39,185,boring,3.727513227513228,9
All,21-39,261,boring,4.548245614035088,19
All,21-39,230,boring,5.618697478991597,7
All,21-39,197,boring,5.026830808080808,11
All,21-39,290,boring,4.828042328042328,9
All,21-39,2,boring,2.969977553310887,11
All,21-39,172,boring,6.701381951381952,14
All,21-39,106,boring,6.9601476954418136,7
All,21-39,399,boring,4.53727445394112,9
All,21-39,211,boring,3.421052631578948,4
All,21-39,81,boring,4.984411884411885,13
All,21-39,320,boring,2.2175010175010175,13
All,21-39,213,boring,4.400946275946276,7
All,21-39,29,boring,5.805555555555556,9
All,21-39,37,boring,5.373737373737375,5
All,21-39,176,boring,5.191005291005291,10
All,21-39,388,boring,3.5350529100529102,9
All,21-39,112,boring,4.595959595959597,10
All,21-39,152,boring,4.944684944684944,8
All,21-39,240,boring,3.5033670033670035,10
All,21-39,308,boring,3.30982905982906,9
All,21-39,381,boring,5.198322510822511,10
All,21-39,380,boring,4.296536796536796,7
All,21-39,148,boring,4.957010582010581,14
All,21-39,17,boring,5.742368742368742,7
All,21-39,133,boring,5.496560846560847,9
All,21-39,365,boring,3.501683501683502,11
All,21-39,282,boring,3.3669871794871797,13
All,21-39,62,boring,5.2395382395382395,11
All,21-39,31,boring,5.050273981646531,17
All,21-39,35,boring,4.005471380471381,11
All,21-39,346,boring,3.766923436041083,7
All,21-39,376,boring,2.850212652844232,11
All,21-39,347,boring,2.997846597846598,11
All,21-39,129,boring,5.568783068783069,6
All,21-39,34,boring,4.276960784313726,9
All,21-39,356,boring,1.7742424242424242,8
All,21-39,239,boring,4.615079365079366,8
All,21-39,396,boring,5.487313612313613,14
All,21-39,56,boring,5.082442067736185,8
All,21-39,344,boring,4.407814407814408,8
All,21-39,395,boring,5.998168498168498,7
All,21-39,252,boring,6.365740740740741,8
All,21-39,203,boring,4.1700539319586944,21
All,21-39,280,boring,4.89478206978207,13
All,21-39,156,boring,4.891269841269842,14
All,21-39,194,boring,4.490585122938064,16
All,21-39,217,boring,3.31439393939394,8
All,21-39,275,boring,4.010554260554261,8
All,21-39,49,boring,4.821127946127946,8
All,21-39,1,boring,3.23973063973064,9
All,21-39,363,boring,3.734968734968735,14
All,21-39,130,boring,4.87651400886695,13
All,21-39,181,boring,5.6822190155523495,7
All,21-39,38,boring,5.773434898434899,12
All,21-39,30,boring,5.006084656084656,15
All,21-39,150,boring,6.402116402116402,9
All,21-39,358,boring,1.8806526806526807,10
All,21-39,158,boring,6.0,10
All,21-39,206,boring,6.158790283790284,11
All,21-39,75,boring,2.5554445554445553,14
All,21-39,88,boring,4.401629072681705,7
All,21-39,44,boring,2.5903540903540905,13
All,21-39,140,boring,4.847430347430348,13
All,21-39,170,boring,5.293655033238367,12
All,21-39,126,boring,4.620510662177329,8
All,21-39,169,boring,4.041208791208791,14
All,21-39,361,boring,1.4954674954674956,9
All,21-39,123,boring,5.272554605887939,13
All,21-39,337,boring,3.6137566137566135,9
All,21-39,7,boring,4.628727753727754,14
All,21-39,257,boring,3.3333333333333335,7
All,21-39,96,boring,5.665945165945167,11
All,21-39,119,boring,4.677489177489178,11
All,21-39,195,boring,6.783355533355534,13
All,21-39,278,boring,2.041666666666667,6
All,21-39,398,boring,4.866071428571429,8
All,21-39,223,boring,3.9407592407592413,14
All,21-39,314,boring,5.6352716727716725,11
All,21-39,134,boring,6.843253968253968,10
All,21-39,146,boring,5.8620268620268625,10
All,21-39,155,boring,5.898797498797499,15
All,21-39,92,boring,5.984006734006734,8
All,21-39,4,boring,5.551346801346802,8
All,21-39,394,boring,4.073593073593074,11
All,21-39,305,boring,3.7200577200577207,7
All,21-39,304,boring,4.082112332112333,13
All,21-39,46,boring,3.9440035273368608,8
All,21-39,297,boring,6.784576534576535,6
All,21-39,366,boring,2.554713804713805,15
All,21-39,22,boring,3.376984126984127,8
All,21-39,262,boring,3.063973063973064,8
All,21-39,232,boring,6.180687830687831,7
All,21-39,180,boring,4.639924889924891,10
All,21-39,212,boring,7.065018315018316,12
All,21-39,151,boring,6.235714285714286,14
All,21-39,135,boring,4.642857142857143,7
All,21-39,220,boring,4.444017094017094,11
All,21-39,254,boring,4.141534391534392,11
All,21-39,260,boring,6.72420634920635,8
All,21-39,124,boring,3.120490620490621,8
All,21-39,174,boring,4.791666666666667,6
All,21-39,269,boring,3.6071428571428577,7
All,21-39,118,boring,7.430014430014431,14
All,21-39,107,boring,4.859567901234568,8
All,21-39,82,boring,6.06331032801621,11
All,21-39,283,boring,4.740740740740741,12
All,21-39,279,boring,4.246031746031746,14
All,21-39,245,boring,3.5238791423001947,10
All,21-39,71,boring,1.455357142857143,8
All,21-39,51,boring,5.98452380952381,10
All,21-39,61,boring,7.152777777777777,8
All,21-39,103,boring,3.5824915824915826,6
All,21-39,159,boring,4.076190476190477,8
All,21-39,104,boring,6.013888888888889,8
All,21-39,52,boring,3.531746031746031,11
All,21-39,242,boring,5.523287385129491,10
All,21-39,12,boring,4.152551152551153,11
All,21-39,84,boring,3.3573479897009313,17
All,21-39,233,boring,4.604938271604938,9
All,21-39,225,boring,4.547619047619048,6
All,21-39,330,boring,3.017857142857143,7
All,21-39,299,boring,4.3445165945165956,10
All,21-39,336,boring,3.7280366692131395,7
All,21-39,292,boring,5.363539238539239,13
All,21-39,145,boring,6.277777777777778,4
All,21-39,95,boring,5.666666666666667,10
All,21-39,147,boring,2.8511904761904763,5
All,21-39,323,boring,3.4375,12
All,21-39,25,boring,2.984265734265734,8
All,21-39,349,boring,1.6239316239316242,5
All,21-39,98,boring,7.573062558356676,6
All,21-39,307,boring,5.145502645502646,7
All,21-39,70,boring,5.205026455026455,12
All,21-39,74,boring,5.735132922632923,9
All,21-39,91,boring,6.173645798645799,13
All,21-39,214,boring,4.338772338772339,11
All,21-39,93,boring,3.574074074074074,9
All,21-39,208,boring,4.810846560846562,11
All,21-39,121,boring,4.5641650016650015,11
All,21-39,360,boring,3.4166666666666665,8
All,21-39,36,boring,3.666666666666667,4
All,21-39,264,boring,4.636904761904763,12
All,21-39,20,boring,7.532280219780221,14
All,21-39,293,boring,1.7356601731601733,4
All,21-39,13,boring,5.570907487574154,13
All,21-39,335,boring,4.18951418951419,14
All,21-39,247,boring,4.867424242424242,11
All,21-39,229,boring,5.515873015873016,14
All,21-39,227,boring,3.916666666666666,10
All,21-39,149,boring,5.132756132756133,11
All,21-39,19,boring,3.537037037037037,9
All,21-39,162,boring,5.463286713286713,14
All,21-39,352,boring,2.560846560846561,5
All,21-39,122,boring,5.515800172050172,11
All,21-39,271,boring,3.5012210012210017,8
All,21-39,284,boring,4.975148308481642,12
All,21-39,237,boring,6.111111111111111,4
All,21-39,390,boring,3.8095238095238093,7
All,21-39,251,boring,4.67936507936508,10
All,21-39,128,boring,5.52020202020202,14
All,21-39,318,boring,7.958333333333334,5
All,21-39,267,boring,3.7062678062678067,8
All,21-39,295,boring,4.428613053613054,8
All,21-39,160,boring,5.198412698412699,6
All,21-39,105,boring,6.474074074074075,14
All,21-39,120,boring,4.128205128205129,10
All,21-39,108,boring,6.309015059015059,12
All,21-39,326,boring,3.9540459540459545,7
All,21-39,273,boring,5.159451659451659,11
All,21-39,27,boring,6.02922077922078,10
All,21-39,192,boring,6.323260073260073,7
All,21-39,202,boring,5.667989417989418,7
All,21-39,392,boring,1.7909035409035412,15
All,21-39,48,boring,5.509388759388759,9
All,21-39,375,boring,3.8205128205128203,8
All,21-39,218,boring,5.600198412698413,13
All,21-39,369,boring,3.799145299145299,10
All,21-39,385,boring,2.7463739963739964,13
All,21-39,268,boring,3.556998556998557,12
All,21-39,205,boring,6.106301106301107,12
All,21-39,57,boring,4.242424242424242,7
All,21-39,248,boring,3.005952380952381,5
All,21-39,80,boring,3.4060846560846567,7
All,21-39,289,boring,4.064636752136752,20
All,21-39,47,boring,5.56087187666135,4
All,21-39,201,boring,4.7231240981240985,12
All,21-39,345,boring,5.4563492063492065,8
All,21-39,45,boring,4.294372294372295,5
All,21-39,58,wealthy,3.8044871794871793,10
All,21-39,368,wealthy,6.606060606060606,11
All,21-39,86,wealthy,4.308712121212121,7
All,21-39,250,wealthy,5.4006734006734005,11
All,21-39,210,wealthy,2.9400352733686064,12
All,21-39,321,wealthy,8.451178451178452,6
All,21-39,111,wealthy,5.185185185185185,5
All,21-39,182,wealthy,5.882905982905983,10
All,21-39,41,wealthy,4.072039072039073,7
All,21-39,276,wealthy,5.305555555555555,10
All,21-39,322,wealthy,6.502201502201502,9
All,21-39,196,wealthy,5.42989417989418,14
All,21-39,327,wealthy,5.707070707070708,6
All,21-39,303,wealthy,5.497685185185186,12
All,21-39,136,wealthy,1.315250544662309,10
All,21-39,184,wealthy,5.277777777777779,4
All,21-39,114,wealthy,4.07610229276896,13
All,21-39,110,wealthy,3.8637566137566135,16
All,21-39,377,wealthy,6.307722778311013,11
All,21-39,139,wealthy,3.2585007585007584,11
All,21-39,132,wealthy,4.338924963924964,9
All,21-39,241,wealthy,5.336385836385837,14
All,21-39,154,wealthy,5.502645502645502,8
All,21-39,313,wealthy,3.858946608946609,15
All,21-39,178,wealthy,5.9523809523809526,7
All,21-39,342,wealthy,6.700595700595701,10
All,21-39,294,wealthy,4.487179487179488,6
All,21-39,141,wealthy,3.847458714125381,10
All,21-39,63,wealthy,4.533068783068783,14
All,21-39,286,wealthy,4.794620811287478,10
All,21-39,353,wealthy,5.63097033685269,9
All,21-39,199,wealthy,4.344729344729345,9
All,21-39,351,wealthy,8.02910052910053,12
All,21-39,153,wealthy,2.547313797313797,8
All,21-39,338,wealthy,4.827505827505828,12
All,21-39,288,wealthy,5.2234432234432235,10
All,21-39,370,wealthy,5.0,9
All,21-39,234,wealthy,4.760124135124134,9
All,21-39,379,wealthy,4.196257922360863,17
All,21-39,55,wealthy,4.889450056116722,9
All,21-39,266,wealthy,4.211862211862212,11
All,21-39,378,wealthy,8.350168350168351,6
All,21-39,263,wealthy,4.714970214970215,13
All,21-39,109,wealthy,4.5375111000111,13
All,21-39,355,wealthy,7.865393865393866,11
All,21-39,28,wealthy,2.282305203873831,15
All,21-39,101,wealthy,4.426670551670552,12
All,21-39,384,wealthy,6.253052503052503,7
All,21-39,102,wealthy,4.963618557368558,11
All,21-39,97,wealthy,4.000000000000001,4
All,21-39,386,wealthy,5.931637806637807,7
All,21-39,187,wealthy,4.146825396825397,8
All,21-39,53,wealthy,4.215077950372068,14
All,21-39,317,wealthy,5.133431927549575,7
All,21-39,207,wealthy,4.5140785140785145,13
All,21-39,244,wealthy,4.710437710437711,12
All,21-39,66,wealthy,5.433276962688728,11
All,21-39,183,wealthy,5.128545066045066,8
All,21-39,312,wealthy,4.977251143917811,10
All,21-39,186,wealthy,5.48031598031598,11
All,21-39,3,wealthy,4.755244755244756,13
All,21-39,73,wealthy,3.5982690149356817,11
All,21-39,315,wealthy,3.9206010039343373,13
All,21-39,6,wealthy,1.6047008547008546,7
All,21-39,204,wealthy,4.423076923076923,6
All,21-39,68,wealthy,5.492167146578911,8
All,21-39,42,wealthy,3.6693121693121697,12
All,21-39,198,wealthy,4.933954933954934,6
All,21-39,26,wealthy,2.648682336182336,9
All,21-39,340,wealthy,7.5642994571566,11
All,21-39,226,wealthy,3.7341524216524213,8
All,21-39,87,wealthy,3.7824074074074083,12
All,21-39,235,wealthy,4.9377828054298645,6
All,21-39,228,wealthy,3.6489898989898992,11
All,21-39,357,wealthy,4.974171539961014,10
All,21-39,371,wealthy,4.9261904761904765,12
All,21-39,157,wealthy,7.09116809116809,6
All,21-39,224,wealthy,4.955246913580247,8
All,21-39,23,wealthy,3.703703703703704,9
All,21-39,334,wealthy,3.8095238095238093,7
All,21-39,15,wealthy,3.7962962962962963,8
All,21-39,24,wealthy,3.0246913580246915,7
All,21-39,367,wealthy,5.65954415954416,11
All,21-39,50,wealthy,2.491767491767492,11
All,21-39,306,wealthy,6.831501831501831,7
All,21-39,291,wealthy,5.462241462241463,11
All,21-39,265,wealthy,6.241096866096866,9
All,21-39,309,wealthy,6.3025863025863025,13
All,21-39,253,wealthy,4.426807760141093,7
All,21-39,127,wealthy,3.609006734006734,9
All,21-39,65,wealthy,3.1426120176120182,16
All,21-39,193,wealthy,5.969639184345067,8
All,21-39,177,wealthy,4.607855107855108,10
All,21-39,78,wealthy,3.245273245273246,8
All,21-39,389,wealthy,7.390873015873016,8
All,21-39,164,wealthy,1.7811355311355312,7
All,21-39,400,wealthy,4.425641025641026,15
All,21-39,216,wealthy,5.462962962962963,6
All,21-39,333,wealthy,5.77696608946609,8
All,21-39,138,wealthy,6.28258547008547,9
All,21-39,328,wealthy,8.217208254708256,17
All,21-39,325,wealthy,7.222222222222223,4
All,21-39,179,wealthy,3.5833333333333335,8
All,21-39,166,wealthy,5.76278659611993,9
All,21-39,354,wealthy,5.447649572649572,12
All,21-39,302,wealthy,3.6853516853516854,14
All,21-39,329,wealthy,5.833832833832834,11
All,21-39,64,wealthy,3.6724386724386733,11
All,21-39,85,wealthy,3.974391514570086,14
All,21-39,387,wealthy,5.456552706552706,13
All,21-39,188,wealthy,3.3405884239217576,14
All,21-39,163,wealthy,3.1372549019607843,11
All,21-39,100,wealthy,1.469256052589386,9
All,21-39,382,wealthy,4.316789215686274,16
All,21-39,117,wealthy,1.7444444444444445,9
All,21-39,374,wealthy,5.148148148148149,8
All,21-39,200,wealthy,3.306878306878307,15
All,21-39,40,wealthy,4.196969696969698,10
All,21-39,397,wealthy,7.211821511821512,10
All,21-39,249,wealthy,5.79467291967292,7
All,21-39,67,wealthy,4.293981481481482,9
All,21-39,33,wealthy,2.808641975308642,12
All,21-39,10,wealthy,4.561609686609686,9
All,21-39,5,wealthy,5.985449735449736,7
All,21-39,54,wealthy,1.6666666666666667,10
All,21-39,300,wealthy,3.056980056980057,13
All,21-39,298,wealthy,4.64070749511926,11
All,21-39,215,wealthy,9.062049062049063,7
All,21-39,359,wealthy,8.787878787878787,5
All,21-39,391,wealthy,6.601972101972102,11
All,21-39,393,wealthy,6.781866281866282,11
All,21-39,222,wealthy,8.251984126984127,6
All,21-39,175,wealthy,4.849507518625166,11
All,21-39,39,wealthy,3.295534712201379,10
All,21-39,231,wealthy,6.8334104167437495,11
All,21-39,255,wealthy,5.215608465608466,10
All,21-39,18,wealthy,2.4444444444444446,9
All,21-39,168,wealthy,2.6096491228070176,9
All,21-39,43,wealthy,3.403720462543992,12
All,21-39,287,wealthy,5.090909090909092,15
All,21-39,277,wealthy,5.934731934731935,11
All,21-39,319,wealthy,4.789352622685956,11
All,21-39,9,wealthy,5.6914767331434,9
All,21-39,316,wealthy,2.9242424242424243,12
All,21-39,69,wealthy,4.195526695526696,14
All,21-39,99,wealthy,2.836700336700337,11
All,21-39,236,wealthy,4.04846504258269,17
All,21-39,259,wealthy,4.733465608465608,9
All,21-39,281,wealthy,2.6579365079365083,10
All,21-39,89,wealthy,2.5694444444444446,9
All,21-39,77,wealthy,3.0056980056980054,9
All,21-39,343,wealthy,5.903610278610278,9
All,21-39,310,wealthy,6.666666666666667,8
All,21-39,256,wealthy,4.658526658526659,9
All,21-39,125,wealthy,4.423747276688453,10
All,21-39,383,wealthy,5.833333333333333,13
All,21-39,339,wealthy,6.952932098765432,10
All,21-39,8,wealthy,5.8053872053872055,11
All,21-39,243,wealthy,4.473905723905724,6
All,21-39,115,wealthy,6.170634920634921,8
All,21-39,246,wealthy,3.896520146520147,13
All,21-39,348,wealthy,4.625546058879392,16
All,21-39,11,wealthy,4.0353535353535355,10
All,21-39,173,wealthy,4.819895382395382,8
All,21-39,16,wealthy,2.9626554001554,10
All,21-39,76,wealthy,3.954487179487179,10
All,21-39,59,wealthy,5.537304131054132,16
All,21-39,364,wealthy,4.926346801346802,8
All,21-39,142,wealthy,5.143451319921908,11
All,21-39,373,wealthy,4.912457912457913,11
All,21-39,144,wealthy,3.8244047619047623,8
All,21-39,90,wealthy,5.204826038159371,6
All,21-39,362,wealthy,5.158653846153847,13
All,21-39,72,wealthy,2.183712121212121,11
All,21-39,161,wealthy,3.325237871290503,15
All,21-39,137,wealthy,4.7906970480499895,17
All,21-39,274,wealthy,5.777777777777779,6
All,21-39,350,wealthy,5.112179487179488,6
All,21-39,189,wealthy,3.7251082251082255,14
All,21-39,165,wealthy,5.936174165340832,13
All,21-39,60,wealthy,4.413919413919415,7
All,21-39,94,wealthy,3.1443833943833943,12
All,21-39,131,wealthy,7.876984126984127,7
All,21-39,171,wealthy,5.666666666666667,10
All,21-39,311,wealthy,5.328282828282828,11
All,21-39,324,wealthy,5.023148148148148,11
All,21-39,113,wealthy,4.05002405002405,7
All,21-39,219,wealthy,4.471916971916973,13
All,21-39,331,wealthy,7.358371040723982,10
All,21-39,296,wealthy,5.597069597069598,7
All,21-39,143,wealthy,5.416666666666667,8
All,21-39,270,wealthy,6.819794584500467,8
All,21-39,221,wealthy,5.134920634920635,10
All,21-39,21,wealthy,3.3792087542087543,9
All,21-39,83,wealthy,4.948504654387008,11
All,21-39,301,wealthy,7.095502645502645,9
All,21-39,32,wealthy,4.56847041847042,13
All,21-39,258,wealthy,5.3088793922127255,8
All,21-39,79,wealthy,4.3232323232323235,11
All,21-39,341,wealthy,4.81949531949532,7
All,21-39,372,wealthy,5.502136752136752,13
All,21-39,209,wealthy,5.220797720797722,9
All,21-39,238,wealthy,5.101190476190476,7
All,21-39,14,wealthy,4.284301346801347,12
All,21-39,167,wealthy,3.6772486772486777,9
All,21-39,116,wealthy,4.733645983645983,14
All,21-39,332,wealthy,4.749310103476771,13
All,21-39,191,wealthy,5.481902356902356,8
All,21-39,185,wealthy,5.86099086099086,9
All,21-39,261,wealthy,5.223193473193474,13
All,21-39,230,wealthy,6.2079124579124585,8
All,21-39,197,wealthy,5.886240952030426,11
All,21-39,290,wealthy,4.194444444444445,9
All,21-39,2,wealthy,5.307710807710809,18
All,21-39,172,wealthy,3.448696365363032,11
All,21-39,106,wealthy,4.7821380008880015,12
All,21-39,399,wealthy,6.229256854256854,10
All,21-39,211,wealthy,4.770286902639844,12
All,21-39,81,wealthy,4.146464646464646,6
All,21-39,320,wealthy,3.5432098765432096,10
All,21-39,213,wealthy,5.064750064750065,9
All,21-39,29,wealthy,3.01727207977208,16
All,21-39,37,wealthy,1.4444444444444446,10
All,21-39,176,wealthy,1.597222222222222,8
All,21-39,388,wealthy,7.618686868686869,10
All,21-39,112,wealthy,5.0622744047113795,17
All,21-39,152,wealthy,2.9256635177687813,8
All,21-39,240,wealthy,6.231361231361231,9
All,21-39,308,wealthy,5.941358024691358,8
All,21-39,381,wealthy,5.503052503052503,10
All,21-39,380,wealthy,7.897863247863248,6
All,21-39,148,wealthy,3.185823435823436,12
All,21-39,17,wealthy,5.045058427411369,12
All,21-39,133,wealthy,4.476190476190477,7
All,21-39,365,wealthy,6.476190476190475,10
All,21-39,282,wealthy,4.760582010582011,8
All,21-39,62,wealthy,1.3194444444444446,8
All,21-39,31,wealthy,3.7896825396825395,12
All,21-39,35,wealthy,4.2592592592592595,10
All,21-39,346,wealthy,5.095506345506346,9
All,21-39,376,wealthy,5.485764235764236,7
All,21-39,347,wealthy,6.455808080808081,11
All,21-39,129,wealthy,2.837191358024691,9
All,21-39,34,wealthy,4.087218337218338,13
All,21-39,356,wealthy,4.533670033670034,8
All,21-39,239,wealthy,2.863756613756614,9
All,21-39,396,wealthy,4.854166666666667,6
All,21-39,56,wealthy,3.321615514892826,18
All,21-39,344,wealthy,4.848484848484849,11
All,21-39,395,wealthy,4.972222222222222,8
All,21-39,252,wealthy,6.258718133718134,8
All,21-39,203,wealthy,8.282828282828284,10
All,21-39,280,wealthy,5.3201058201058204,5
All,21-39,156,wealthy,6.7934149184149195,7
All,21-39,194,wealthy,3.4469696969696972,11
All,21-39,217,wealthy,5.370370370370371,9
All,21-39,275,wealthy,6.468253968253968,7
All,21-39,49,wealthy,2.3941798941798944,7
All,21-39,1,wealthy,4.321338383838384,11
All,21-39,363,wealthy,4.235209235209235,7
All,21-39,130,wealthy,3.518518518518518,12
All,21-39,181,wealthy,4.7096560846560855,12
All,21-39,38,wealthy,4.275221306471306,14
All,21-39,30,wealthy,2.7132867132867133,5
All,21-39,150,wealthy,4.46969696969697,11
All,21-39,358,wealthy,6.226010101010101,15
All,21-39,158,wealthy,4.725718725718726,11
All,21-39,206,wealthy,3.9168771043771042,15
All,21-39,75,wealthy,2.4615384615384617,9
All,21-39,88,wealthy,4.2853535353535355,12
All,21-39,44,wealthy,5.996201329534663,9
All,21-39,140,wealthy,4.488901267577738,16
All,21-39,170,wealthy,5.084175084175085,11
All,21-39,126,wealthy,3.3333333333333335,6
All,21-39,169,wealthy,5.528559403559403,7
All,21-39,361,wealthy,4.54004329004329,4
All,21-39,123,wealthy,3.616161616161617,10
All,21-39,337,wealthy,6.406926406926408,7
All,21-39,7,wealthy,5.492283950617284,10
All,21-39,257,wealthy,5.083854054442289,14
All,21-39,96,wealthy,6.31707473812737,8
All,21-39,119,wealthy,4.205339105339105,14
All,21-39,195,wealthy,4.231089458643638,15
All,21-39,278,wealthy,7.760141093474426,7
All,21-39,398,wealthy,6.239618406285072,5
All,21-39,223,wealthy,6.016655302369588,11
All,21-39,314,wealthy,4.7272727272727275,11
All,21-39,134,wealthy,5.492877492877493,13
All,21-39,272,wealthy,4.9668560606060606,11
All,21-39,146,wealthy,1.7719680464778507,6
All,21-39,155,wealthy,1.203703703703704,8
All,21-39,92,wealthy,4.190781440781441,14
All,21-39,4,wealthy,3.1329699712052657,9
All,21-39,394,wealthy,6.6485260770975065,12
All,21-39,305,wealthy,6.508228291316527,8
All,21-39,304,wealthy,5.1461902295235635,13
All,21-39,46,wealthy,4.302380952380952,14
All,21-39,297,wealthy,4.244107744107745,8
All,21-39,366,wealthy,8.525132275132277,6
All,21-39,22,wealthy,3.107787274453941,9
All,21-39,262,wealthy,2.4691358024691357,9
All,21-39,232,wealthy,4.800366300366301,6
All,21-39,180,wealthy,4.035103785103786,10
All,21-39,212,wealthy,4.994149369149369,9
All,21-39,151,wealthy,2.8439153439153437,7
All,21-39,135,wealthy,4.7272727272727275,11
All,21-39,220,wealthy,5.704545454545455,10
All,21-39,254,wealthy,5.904761904761905,7
All,21-39,260,wealthy,4.721628679962014,8
All,21-39,124,wealthy,3.636752136752137,13
All,21-39,174,wealthy,5.903769841269842,7
All,21-39,269,wealthy,7.074594130149687,12
All,21-39,118,wealthy,3.856513856513857,8
All,21-39,107,wealthy,3.019230769230769,12
All,21-39,82,wealthy,1.9586894586894588,6
All,21-39,283,wealthy,5.431848852901484,6
All,21-39,279,wealthy,4.4444444444444455,6
All,21-39,245,wealthy,4.573847448847449,12
All,21-39,71,wealthy,3.6147186147186146,7
All,21-39,51,wealthy,4.571030821030821,15
All,21-39,61,wealthy,3.956302956302957,16
All,21-39,103,wealthy,4.0838405537653655,19
All,21-39,159,wealthy,4.766833166833168,15
All,21-39,104,wealthy,2.0606060606060606,11
All,21-39,52,wealthy,3.4000000000000004,10
All,21-39,242,wealthy,4.310438789605457,9
All,21-39,12,wealthy,3.4280303030303028,7
All,21-39,84,wealthy,3.9540760165760167,18
All,21-39,233,wealthy,3.611111111111111,9
All,21-39,225,wealthy,6.505050505050505,10
All,21-39,330,wealthy,5.854377104377105,15
All,21-39,299,wealthy,5.317460317460318,10
All,21-39,336,wealthy,5.613201613201614,9
All,21-39,292,wealthy,4.166666666666667,4
All,21-39,145,wealthy,3.1726190476190474,16
All,21-39,95,wealthy,4.750434750434751,12
All,21-39,147,wealthy,3.8455988455988455,11
All,21-39,323,wealthy,4.566951566951567,13
All,21-39,25,wealthy,2.8571428571428577,7
All,21-39,349,wealthy,6.118827160493828,10
All,21-39,98,wealthy,4.922779381112714,11
All,21-39,307,wealthy,6.064814814814814,12
All,21-39,70,wealthy,2.425595238095238,7
All,21-39,74,wealthy,2.734126984126984,9
All,21-39,91,wealthy,4.3254985754985755,12
All,21-39,214,wealthy,5.928571428571429,5
All,21-39,93,wealthy,3.0443322109988777,12
All,21-39,208,wealthy,4.543884220354809,14
All,21-39,121,wealthy,4.4413580246913575,9
All,21-39,360,wealthy,3.551587301587302,12
