country,gender_ahi_3_remapped,Image,Question,Score,Num_comparisons
All,female x bottom,132,walk,3.3333333333333335,4
All,female x bottom,342,walk,6.027777777777778,5
All,female x bottom,141,walk,6.458333333333334,4
All,female x bottom,63,walk,4.2063492063492065,7
All,female x bottom,199,walk,5.833333333333334,4
All,female x bottom,351,walk,8.541666666666668,8
All,female x bottom,153,walk,2.962962962962963,8
All,female x bottom,338,walk,4.673611111111112,12
All,female x bottom,288,walk,4.444444444444445,4
All,female x bottom,370,walk,7.341269841269842,7
All,female x bottom,379,walk,5.083333333333333,4
All,female x bottom,55,walk,2.916666666666667,4
All,female x bottom,266,walk,4.388327721661055,6
All,female x bottom,263,walk,5.158730158730159,4
All,female x bottom,28,walk,1.477272727272727,4
All,female x bottom,101,walk,4.000000000000001,4
All,female x bottom,384,walk,7.80952380952381,7
All,female x bottom,102,walk,4.166666666666667,4
All,female x bottom,97,walk,5.231481481481482,9
All,female x bottom,386,walk,6.777777777777778,5
All,female x bottom,187,walk,5.714285714285715,6
All,female x bottom,53,walk,4.861111111111112,4
All,female x bottom,207,walk,6.111111111111111,4
All,female x bottom,66,walk,5.694444444444445,5
All,female x bottom,183,walk,7.5,4
All,female x bottom,186,walk,5.416666666666667,8
All,female x bottom,3,walk,4.722222222222222,4
All,female x bottom,73,walk,3.611111111111111,7
All,female x bottom,204,walk,6.222222222222222,5
All,female x bottom,42,walk,4.111111111111112,4
All,female x bottom,198,walk,1.25,4
All,female x bottom,26,walk,7.708333333333334,8
All,female x bottom,340,walk,7.404761904761905,5
All,female x bottom,87,walk,4.563492063492064,8
All,female x bottom,357,walk,6.216931216931218,6
All,female x bottom,371,walk,6.217592592592593,8
All,female x bottom,157,walk,4.870370370370371,5
All,female x bottom,224,walk,3.3333333333333335,5
All,female x bottom,23,walk,4.861111111111111,6
All,female x bottom,334,walk,5.0,4
All,female x bottom,15,walk,3.4166666666666665,5
All,female x bottom,24,walk,1.203703703703704,4
All,female x bottom,367,walk,6.669841269841269,7
All,female x bottom,50,walk,3.3333333333333335,5
All,female x bottom,306,walk,3.854256854256854,6
All,female x bottom,291,walk,6.333333333333333,5
All,female x bottom,265,walk,5.0,4
All,female x bottom,127,walk,2.152777777777778,4
All,female x bottom,65,walk,2.047619047619048,7
All,female x bottom,389,walk,6.0,5
All,female x bottom,164,walk,3.7577160493827164,9
All,female x bottom,400,walk,6.375661375661377,7
All,female x bottom,216,walk,6.469135802469136,5
All,female x bottom,138,walk,4.142857142857143,7
All,female x bottom,179,walk,3.650793650793651,7
All,female x bottom,166,walk,6.666666666666667,4
All,female x bottom,329,walk,4.864197530864198,5
All,female x bottom,64,walk,3.3568061568061567,11
All,female x bottom,85,walk,2.8571428571428577,9
All,female x bottom,188,walk,2.5,4
All,female x bottom,163,walk,4.666666666666667,6
All,female x bottom,382,walk,4.189814814814815,8
All,female x bottom,117,walk,3.816239316239316,13
All,female x bottom,374,walk,4.166666666666667,4
All,female x bottom,200,walk,3.8277777777777775,9
All,female x bottom,397,walk,5.555555555555556,5
All,female x bottom,249,walk,4.361111111111111,5
All,female x bottom,67,walk,6.833333333333335,5
All,female x bottom,33,walk,5.407407407407407,8
All,female x bottom,298,walk,5.333333333333334,5
All,female x bottom,391,walk,5.321428571428572,4
All,female x bottom,393,walk,6.041666666666667,4
All,female x bottom,222,walk,3.8095238095238093,8
All,female x bottom,175,walk,5.458333333333333,5
All,female x bottom,231,walk,6.333333333333333,4
All,female x bottom,18,walk,4.333333333333334,5
All,female x bottom,168,walk,5.277777777777778,5
All,female x bottom,43,walk,3.8888888888888893,6
All,female x bottom,287,walk,1.9444444444444446,4
All,female x bottom,277,walk,4.166666666666667,4
All,female x bottom,9,walk,7.142857142857143,7
All,female x bottom,316,walk,4.771825396825397,7
All,female x bottom,144,walk,3.3333333333333335,4
All,female x bottom,61,walk,5.6944444444444455,6
All,female x bottom,373,walk,7.083333333333334,8
All,female x bottom,45,walk,2.5,4
All,female x bottom,31,walk,3.142857142857143,7
All,female x bottom,91,walk,4.0,5
All,female x bottom,268,walk,7.777777777777779,5
All,female x bottom,232,walk,4.801587301587301,4
All,female x bottom,70,walk,4.78615520282187,8
All,female x bottom,107,walk,4.537037037037037,6
All,female x bottom,62,walk,3.3806471306471306,8
All,female x bottom,192,walk,4.166666666666667,4
All,female x bottom,151,walk,4.354497354497354,7
All,female x bottom,135,walk,4.166666666666667,4
All,female x bottom,274,walk,5.0,6
All,female x bottom,105,walk,3.75,5
All,female x bottom,103,walk,1.9345238095238093,8
All,female x bottom,230,walk,2.277777777777778,4
All,female x bottom,146,walk,2.5,4
All,female x bottom,161,walk,7.916666666666667,4
All,female x bottom,155,walk,4.888888888888889,5
All,female x bottom,394,walk,6.62962962962963,6
All,female x bottom,304,walk,2.777777777777778,4
All,female x bottom,46,walk,6.03888888888889,8
All,female x bottom,282,walk,6.444444444444445,5
All,female x bottom,366,walk,6.666666666666667,5
All,female x bottom,22,walk,1.6984126984126984,7
All,female x bottom,261,walk,5.6944444444444455,6
All,female x bottom,262,walk,3.551587301587302,7
All,female x bottom,180,walk,5.340909090909091,8
All,female x bottom,332,walk,5.563492063492063,6
All,female x bottom,152,walk,5.277777777777779,6
All,female x bottom,95,walk,2.7548500881834217,9
All,female x bottom,281,walk,7.3842592592592595,5
All,female x bottom,8,walk,3.252525252525253,5
All,female x bottom,341,walk,6.587301587301588,7
All,female x bottom,258,walk,4.2592592592592595,4
All,female x bottom,225,walk,3.442460317460318,6
All,female x bottom,214,walk,6.964285714285715,7
All,female x bottom,260,walk,5.718013468013468,11
All,female x bottom,115,walk,4.805555555555555,6
All,female x bottom,323,walk,6.999999999999999,5
All,female x bottom,89,walk,3.8383838383838382,11
All,female x bottom,173,walk,4.747474747474748,6
All,female x bottom,174,walk,3.8690476190476186,4
All,female x bottom,283,walk,8.333333333333334,4
All,female x bottom,176,walk,2.4166666666666665,5
All,female x bottom,142,walk,5.9563492063492065,8
All,female x bottom,90,walk,4.4444444444444455,4
All,female x bottom,211,walk,3.305555555555556,4
All,female x bottom,220,walk,2.5,4
All,female x bottom,170,walk,4.250000000000001,5
All,female x bottom,209,walk,7.958333333333334,5
All,female x bottom,350,walk,4.953703703703704,9
All,female x bottom,248,walk,4.166666666666667,6
All,female x bottom,240,walk,3.311111111111111,8
All,female x bottom,71,walk,6.231481481481482,5
All,female x bottom,267,walk,4.111111111111112,8
All,female x bottom,285,walk,5.777777777777779,5
All,female x bottom,169,walk,4.034391534391534,7
All,female x bottom,143,walk,5.277777777777778,6
All,female x bottom,77,walk,3.1944444444444446,4
All,female x bottom,88,walk,5.888888888888889,6
All,female x bottom,273,walk,8.333333333333334,4
All,female x bottom,335,walk,6.111111111111111,6
All,female x bottom,30,walk,6.632275132275133,8
All,female x bottom,347,walk,7.481481481481482,5
All,female x bottom,130,walk,4.305555555555555,4
All,female x bottom,17,walk,3.666666666666667,8
All,female x bottom,37,walk,3.444444444444444,5
All,female x bottom,19,walk,1.8581349206349207,5
All,female x bottom,375,walk,7.142857142857143,7
All,female x bottom,218,walk,2.285714285714286,8
All,female x bottom,358,walk,6.974969474969476,10
All,female x bottom,7,walk,4.916666666666667,5
All,female x bottom,29,walk,2.5,4
All,female x bottom,112,walk,3.5164141414141414,6
All,female x bottom,257,walk,4.434523809523809,7
All,female x bottom,251,walk,4.197530864197531,6
All,female x bottom,94,walk,4.6875,8
All,female x bottom,308,walk,3.5978835978835977,7
All,female x bottom,399,walk,5.685185185185185,6
All,female x bottom,296,walk,2.160493827160494,9
All,female x bottom,238,walk,4.4444444444444455,5
All,female x bottom,219,walk,2.7777777777777777,6
All,female x bottom,388,walk,4.138888888888889,5
All,female x bottom,104,walk,1.2222222222222223,4
All,female x bottom,162,walk,4.507936507936509,7
All,female x bottom,44,walk,4.312169312169312,9
All,female x bottom,383,walk,7.083333333333334,8
All,female x bottom,51,walk,3.75,8
All,female x bottom,271,walk,3.2010582010582014,8
All,female x bottom,364,walk,6.512345679012346,4
All,female x bottom,148,walk,3.75,6
All,female x bottom,189,walk,8.04761904761905,5
All,female x bottom,108,walk,2.0833333333333335,4
All,female x bottom,83,walk,1.6666666666666667,6
All,female x bottom,133,walk,6.696428571428571,7
All,female x bottom,75,walk,1.6111111111111114,5
All,female x bottom,396,walk,6.180555555555555,6
All,female x bottom,295,walk,5.5132275132275135,7
All,female x bottom,25,walk,4.166666666666667,4
All,female x bottom,158,walk,6.105820105820106,6
All,female x bottom,254,walk,1.3888888888888893,4
All,female x bottom,381,walk,6.865079365079365,6
All,female x bottom,35,walk,2.7222222222222223,6
All,female x bottom,106,walk,1.2222222222222223,4
All,female x bottom,113,walk,4.000000000000001,5
All,female x bottom,27,walk,2.1296296296296298,9
All,female x bottom,243,walk,4.958333333333333,7
All,female x bottom,191,walk,3.950617283950617,8
All,female x bottom,345,walk,6.333333333333333,5
All,female x bottom,131,walk,5.395833333333333,8
All,female x bottom,280,walk,5.416666666666667,4
All,female x bottom,227,walk,4.798460798460799,5
All,female x bottom,278,walk,4.333333333333333,5
All,female x bottom,247,walk,3.1666666666666665,5
All,female x bottom,165,walk,8.888888888888891,6
All,female x bottom,56,walk,4.638888888888889,9
All,female x bottom,14,walk,3.8888888888888884,4
All,female x bottom,21,walk,5.833333333333334,6
All,female x bottom,172,walk,4.166666666666667,4
All,female x bottom,171,walk,2.26984126984127,5
All,female x bottom,49,walk,2.666666666666667,5
All,female x bottom,167,walk,6.666666666666667,4
All,female x bottom,246,walk,3.9814814814814814,4
All,female x bottom,116,walk,3.3333333333333335,8
All,female x bottom,147,walk,5.472222222222222,5
All,female x bottom,380,walk,1.7857142857142858,4
All,female x bottom,365,walk,8.88888888888889,7
All,female x bottom,122,walk,3.2407407407407414,4
All,female x bottom,385,walk,7.619047619047619,7
All,female x bottom,123,walk,3.9814814814814823,8
All,female x bottom,344,walk,8.035714285714286,7
All,female x bottom,352,walk,7.738095238095237,5
All,female x bottom,348,walk,7.777777777777779,6
All,female x bottom,134,walk,0.8333333333333334,4
All,female x bottom,84,walk,4.060846560846561,9
All,female x bottom,156,walk,2.555555555555556,5
All,female x bottom,314,walk,5.333333333333334,5
All,female x bottom,292,walk,4.018518518518518,6
All,female x bottom,361,walk,6.630952380952381,5
All,female x bottom,47,walk,3.2063492063492065,7
All,female x bottom,372,walk,5.0,6
All,female x bottom,16,walk,2.5,8
All,female x bottom,343,walk,6.666666666666667,4
All,female x bottom,12,walk,3.8888888888888884,4
All,female x bottom,289,walk,3.0,5
All,female x bottom,203,walk,4.166666666666667,6
All,female x bottom,72,walk,5.956790123456791,6
All,female x bottom,81,walk,1.3888888888888893,4
All,female x bottom,34,walk,4.666666666666667,4
All,female x bottom,324,walk,7.166666666666667,5
All,female x bottom,356,walk,5.250000000000001,8
All,female x bottom,269,walk,6.851851851851851,6
All,female x bottom,120,walk,3.8888888888888893,6
All,female x bottom,57,walk,3.0952380952380953,5
All,female x bottom,197,walk,5.592948717948718,4
All,female x bottom,395,walk,10.0,4
All,female x bottom,217,walk,2.305555555555556,5
All,female x bottom,392,walk,8.333333333333334,5
All,female x bottom,205,walk,3.055555555555556,6
All,female x bottom,326,green,5.079365079365079,7
All,female x bottom,119,green,3.3333333333333335,4
All,female x bottom,331,green,3.531746031746032,6
All,female x bottom,241,green,5.333333333333334,5
All,female x bottom,300,green,6.727272727272728,5
All,female x bottom,114,green,4.285714285714286,7
All,female x bottom,100,green,5.0,4
All,female x bottom,185,green,5.042328042328043,5
All,female x bottom,307,green,1.3333333333333335,5
All,female x bottom,4,green,3.908730158730158,6
All,female x bottom,124,green,6.227513227513228,6
All,female x bottom,78,green,2.0833333333333335,4
All,female x bottom,312,green,8.185185185185187,4
All,female x bottom,293,green,6.777777777777778,5
All,female x bottom,252,green,4.484126984126985,8
All,female x bottom,208,green,4.0,5
All,female x bottom,125,green,3.3134920634920637,7
All,female x bottom,159,green,9.523809523809524,5
All,female x bottom,38,green,6.666666666666667,5
All,female x bottom,178,green,5.703703703703703,5
All,female x bottom,82,green,5.833333333333334,4
All,female x bottom,305,green,6.697530864197531,9
All,female x bottom,52,green,1.1309523809523812,4
All,female x bottom,235,green,6.111111111111111,4
All,female x bottom,212,green,4.166666666666667,8
All,female x bottom,301,green,5.523809523809525,5
All,female x bottom,48,green,5.2976190476190474,7
All,female x bottom,201,green,4.792768959435627,9
All,female x bottom,194,green,5.555555555555555,4
All,female x bottom,93,green,4.343434343434343,6
All,female x bottom,363,green,5.277777777777779,6
All,female x bottom,317,green,2.9074074074074074,7
All,female x bottom,58,green,1.8412698412698414,4
All,female x bottom,368,green,2.916666666666667,6
All,female x bottom,250,green,2.2222222222222228,6
All,female x bottom,182,green,7.000000000000001,8
All,female x bottom,196,green,1.6666666666666667,6
All,female x bottom,303,green,5.333333333333334,5
All,female x bottom,136,green,7.111111111111112,5
All,female x bottom,184,green,4.444444444444445,6
All,female x bottom,110,green,6.666666666666667,4
All,female x bottom,377,green,3.2671957671957674,6
All,female x bottom,139,green,6.388888888888888,8
All,female x bottom,154,green,4.642857142857143,4
All,female x bottom,313,green,5.396825396825397,7
All,female x bottom,294,green,6.111111111111112,6
All,female x bottom,141,green,7.222222222222222,4
All,female x bottom,63,green,1.6666666666666667,5
All,female x bottom,353,green,2.1759259259259265,8
All,female x bottom,199,green,6.527777777777778,4
All,female x bottom,153,green,3.3333333333333335,7
All,female x bottom,338,green,4.2592592592592595,7
All,female x bottom,288,green,6.7936507936507935,7
All,female x bottom,370,green,1.416666666666667,4
All,female x bottom,379,green,4.011904761904762,9
All,female x bottom,55,green,3.1666666666666665,7
All,female x bottom,266,green,5.694444444444445,8
All,female x bottom,378,green,2.8809523809523814,7
All,female x bottom,109,green,4.166666666666667,4
All,female x bottom,355,green,4.98941798941799,6
All,female x bottom,28,green,3.0952380952380953,7
All,female x bottom,101,green,7.777777777777777,4
All,female x bottom,102,green,6.555555555555556,5
All,female x bottom,97,green,5.238095238095238,7
All,female x bottom,187,green,4.940984940984941,7
All,female x bottom,53,green,1.8055555555555558,8
All,female x bottom,244,green,5.972222222222222,8
All,female x bottom,66,green,1.6666666666666667,5
All,female x bottom,3,green,0.9722222222222225,4
All,female x bottom,73,green,3.2638888888888893,8
All,female x bottom,6,green,2.555555555555556,5
All,female x bottom,68,green,1.8888888888888888,5
All,female x bottom,42,green,4.907407407407408,9
All,female x bottom,198,green,6.805555555555555,6
All,female x bottom,26,green,8.142857142857142,7
All,female x bottom,226,green,4.642857142857143,7
All,female x bottom,87,green,8.88888888888889,4
All,female x bottom,357,green,8.76984126984127,5
All,female x bottom,371,green,3.449404761904762,5
All,female x bottom,157,green,3.7142857142857144,5
All,female x bottom,334,green,1.25,4
All,female x bottom,367,green,3.4722222222222228,5
All,female x bottom,50,green,1.8055555555555558,4
All,female x bottom,306,green,7.472222222222222,7
All,female x bottom,291,green,1.6269841269841272,5
All,female x bottom,265,green,4.722222222222222,6
All,female x bottom,309,green,4.444444444444445,6
All,female x bottom,253,green,6.0,5
All,female x bottom,127,green,5.238095238095238,4
All,female x bottom,65,green,1.6296296296296298,4
All,female x bottom,193,green,4.388888888888889,6
All,female x bottom,177,green,2.0,5
All,female x bottom,389,green,5.462962962962963,8
All,female x bottom,400,green,4.0,4
All,female x bottom,216,green,5.8994708994708995,7
All,female x bottom,333,green,1.5079365079365081,6
All,female x bottom,325,green,3.3333333333333335,5
All,female x bottom,179,green,6.0,5
All,female x bottom,166,green,6.388888888888888,4
All,female x bottom,354,green,1.6666666666666667,6
All,female x bottom,329,green,4.8809523809523805,6
All,female x bottom,64,green,1.7777777777777781,6
All,female x bottom,387,green,4.694444444444445,8
All,female x bottom,188,green,4.642857142857143,4
All,female x bottom,163,green,7.074074074074074,9
All,female x bottom,382,green,3.380952380952381,5
All,female x bottom,374,green,4.166666666666667,4
All,female x bottom,200,green,6.083333333333333,8
All,female x bottom,40,green,2.7182539682539684,7
All,female x bottom,397,green,1.851851851851852,7
All,female x bottom,67,green,6.222222222222222,5
All,female x bottom,5,green,7.565476190476192,10
All,female x bottom,298,green,2.671957671957672,6
All,female x bottom,359,green,1.8796296296296298,5
All,female x bottom,393,green,4.666666666666667,5
All,female x bottom,222,green,6.500000000000001,7
All,female x bottom,175,green,8.444444444444445,4
All,female x bottom,39,green,5.0,4
All,female x bottom,231,green,6.111111111111111,8
All,female x bottom,255,green,7.69047619047619,6
All,female x bottom,168,green,6.333333333333333,4
All,female x bottom,43,green,2.84652076318743,9
All,female x bottom,287,green,1.8888888888888888,5
All,female x bottom,319,green,3.166666666666667,5
All,female x bottom,316,green,3.037037037037037,5
All,female x bottom,144,green,8.333333333333334,4
All,female x bottom,61,green,1.7500000000000002,4
All,female x bottom,373,green,3.6904761904761907,7
All,female x bottom,45,green,4.875,8
All,female x bottom,31,green,3.452380952380952,4
All,female x bottom,91,green,3.5119047619047623,7
All,female x bottom,268,green,4.743589743589744,4
All,female x bottom,232,green,4.825396825396825,6
All,female x bottom,107,green,6.333333333333333,5
All,female x bottom,192,green,4.814814814814815,7
All,female x bottom,151,green,8.095238095238095,5
All,female x bottom,135,green,5.925925925925926,7
All,female x bottom,274,green,7.130891330891331,13
All,female x bottom,105,green,4.071428571428572,5
All,female x bottom,103,green,1.777777777777778,4
All,female x bottom,230,green,6.75,6
All,female x bottom,346,green,1.6888888888888887,5
All,female x bottom,11,green,3.2777777777777777,9
All,female x bottom,155,green,7.51984126984127,8
All,female x bottom,304,green,3.9077380952380953,7
All,female x bottom,46,green,5.515151515151515,5
All,female x bottom,366,green,3.9682539682539684,7
All,female x bottom,22,green,2.4722222222222223,8
All,female x bottom,140,green,6.375661375661376,6
All,female x bottom,262,green,6.944444444444444,6
All,female x bottom,150,green,6.5,5
All,female x bottom,180,green,6.418650793650794,6
All,female x bottom,332,green,2.361111111111111,5
All,female x bottom,221,green,5.678571428571429,6
All,female x bottom,152,green,6.0,5
All,female x bottom,95,green,6.152777777777778,8
All,female x bottom,281,green,8.814814814814815,5
All,female x bottom,74,green,2.166666666666667,4
All,female x bottom,341,green,2.0833333333333335,4
All,female x bottom,242,green,4.444444444444445,9
All,female x bottom,376,green,3.4166666666666665,4
All,female x bottom,258,green,7.361111111111112,7
All,female x bottom,225,green,2.481481481481482,5
All,female x bottom,279,green,2.380952380952381,7
All,female x bottom,239,green,1.9563492063492065,6
All,female x bottom,214,green,7.12962962962963,6
All,female x bottom,398,green,2.9365079365079367,7
All,female x bottom,145,green,5.793650793650794,6
All,female x bottom,336,green,2.916666666666667,4
All,female x bottom,115,green,4.603174603174604,7
All,female x bottom,323,green,4.0317460317460325,5
All,female x bottom,121,green,6.190476190476191,7
All,female x bottom,89,green,4.166666666666667,6
All,female x bottom,173,green,5.9523809523809526,7
All,female x bottom,176,green,4.333333333333334,4
All,female x bottom,2,green,1.9285714285714284,7
All,female x bottom,90,green,4.4444444444444455,6
All,female x bottom,264,green,4.857142857142858,5
All,female x bottom,211,green,6.7519841269841265,10
All,female x bottom,170,green,6.055555555555555,5
All,female x bottom,202,green,5.416666666666667,4
All,female x bottom,209,green,5.095238095238095,7
All,female x bottom,256,green,4.0,5
All,female x bottom,1,green,2.1666666666666665,5
All,female x bottom,350,green,5.481481481481482,5
All,female x bottom,229,green,2.166666666666667,4
All,female x bottom,240,green,3.8888888888888893,6
All,female x bottom,71,green,1.5185185185185184,6
All,female x bottom,267,green,7.416666666666667,4
All,female x bottom,285,green,5.333333333333334,5
All,female x bottom,169,green,7.000000000000001,5
All,female x bottom,99,green,6.111111111111112,6
All,female x bottom,77,green,1.7876039304610734,7
All,female x bottom,88,green,6.0,5
All,female x bottom,96,green,8.333333333333334,5
All,female x bottom,273,green,4.097222222222222,6
All,female x bottom,335,green,3.6349206349206353,5
All,female x bottom,347,green,4.500000000000001,10
All,female x bottom,130,green,5.5,4
All,female x bottom,330,green,2.469135802469136,4
All,female x bottom,206,green,7.804232804232805,6
All,female x bottom,149,green,4.849206349206349,5
All,female x bottom,37,green,5.476190476190476,8
All,female x bottom,181,green,6.309523809523809,4
All,female x bottom,19,green,3.7857142857142856,6
All,female x bottom,375,green,1.3888888888888893,6
All,female x bottom,218,green,4.888888888888889,5
All,female x bottom,369,green,3.925925925925926,6
All,female x bottom,358,green,1.1111111111111114,4
All,female x bottom,29,green,2.007936507936508,7
All,female x bottom,112,green,8.88888888888889,6
All,female x bottom,257,green,1.6666666666666667,4
All,female x bottom,251,green,4.833333333333333,4
All,female x bottom,236,green,1.8888888888888888,5
All,female x bottom,94,green,4.166666666666667,4
All,female x bottom,308,green,2.0138888888888893,6
All,female x bottom,310,green,5.9603174603174605,6
All,female x bottom,296,green,7.5436507936507935,6
All,female x bottom,80,green,2.0452547452547454,7
All,female x bottom,238,green,4.388888888888889,4
All,female x bottom,219,green,4.166666666666667,4
All,female x bottom,213,green,6.414141414141414,11
All,female x bottom,320,green,3.3333333333333335,4
All,female x bottom,44,green,3.5925925925925926,6
All,female x bottom,195,green,5.925925925925926,5
All,female x bottom,51,green,1.8472222222222223,5
All,female x bottom,32,green,3.5753968253968256,6
All,female x bottom,189,green,4.994444444444445,6
All,female x bottom,83,green,7.953703703703704,8
All,female x bottom,299,green,3.0952380952380953,4
All,female x bottom,290,green,5.0,4
All,female x bottom,295,green,5.095238095238095,7
All,female x bottom,128,green,3.2208994708994716,5
All,female x bottom,25,green,6.25,4
All,female x bottom,158,green,7.6875,4
All,female x bottom,254,green,5.0,6
All,female x bottom,381,green,2.380952380952381,7
All,female x bottom,79,green,5.111111111111111,4
All,female x bottom,35,green,3.396464646464647,6
All,female x bottom,284,green,5.833333333333334,4
All,female x bottom,106,green,5.712301587301587,7
All,female x bottom,113,green,1.4444444444444446,5
All,female x bottom,245,green,6.316468253968254,8
All,female x bottom,27,green,1.777777777777778,5
All,female x bottom,311,green,5.518518518518518,5
All,female x bottom,129,green,6.111111111111111,6
All,female x bottom,390,green,1.1111111111111114,6
All,female x bottom,131,green,6.904761904761906,5
All,female x bottom,280,green,3.2698412698412698,5
All,female x bottom,362,green,1.9166666666666665,5
All,female x bottom,227,green,5.28968253968254,10
All,female x bottom,247,green,2.666666666666667,5
All,female x bottom,14,green,1.6666666666666667,4
All,female x bottom,318,green,5.992063492063492,7
All,female x bottom,60,green,2.5,4
All,female x bottom,172,green,4.078042328042328,9
All,female x bottom,171,green,4.000000000000001,5
All,female x bottom,126,green,6.164021164021164,7
All,female x bottom,167,green,4.444444444444445,6
All,female x bottom,122,green,9.166666666666668,4
All,female x bottom,385,green,7.0769230769230775,5
All,female x bottom,123,green,3.6111111111111116,4
All,female x bottom,237,green,8.787037037037038,5
All,female x bottom,344,green,4.583333333333334,4
All,female x bottom,348,green,2.208333333333333,5
All,female x bottom,314,green,1.6666666666666667,6
All,female x bottom,361,green,1.9862433862433864,5
All,female x bottom,372,green,6.333333333333333,5
All,female x bottom,16,green,2.051587301587302,5
All,female x bottom,12,green,6.851851851851851,5
All,female x bottom,289,green,7.1934523809523805,7
All,female x bottom,203,green,3.6015720390720394,8
All,female x bottom,223,green,4.932098765432099,10
All,female x bottom,81,green,3.3333333333333335,4
All,female x bottom,34,green,2.7857142857142856,5
All,female x bottom,324,green,6.25,6
All,female x bottom,270,green,5.277777777777778,4
All,female x bottom,356,green,3.2275132275132274,4
All,female x bottom,269,green,6.375661375661376,9
All,female x bottom,120,green,3.0,5
All,female x bottom,57,green,3.9523809523809526,5
All,female x bottom,259,green,4.603174603174604,7
All,female x bottom,197,green,5.488095238095238,10
All,female x bottom,160,green,4.194003527336862,7
All,male x upper,370,safe,6.333333333333333,5
All,male x upper,247,safe,5.063492063492063,7
All,male x upper,380,safe,6.851851851851851,6
All,male x upper,342,safe,3.8095238095238093,9
All,male x upper,21,safe,4.007936507936508,6
All,male x upper,243,safe,5.238095238095238,5
All,male x upper,378,safe,5.277777777777778,4
All,male x upper,238,safe,7.638888888888888,4
All,male x upper,142,safe,2.490740740740741,10
All,male x upper,38,safe,6.190476190476191,7
All,male x upper,60,safe,1.369047619047619,4
All,male x upper,232,safe,5.416666666666667,7
All,male x upper,77,safe,3.4074074074074074,9
All,male x upper,134,safe,5.833333333333334,6
All,male x upper,95,safe,4.166666666666667,4
All,male x upper,235,safe,3.652777777777778,6
All,male x upper,344,safe,6.372222222222223,8
All,male x upper,299,safe,2.8571428571428577,6
All,male x upper,68,safe,2.5060125060125062,7
All,male x upper,286,safe,2.9259259259259265,5
All,male x upper,63,safe,4.563492063492064,7
All,male x upper,336,safe,5.555555555555555,9
All,male x upper,309,safe,5.833333333333334,4
All,male x upper,170,safe,3.481481481481482,6
All,male x upper,104,safe,2.490740740740741,4
All,male x upper,363,safe,7.003968253968255,4
All,male x upper,131,safe,7.166666666666667,5
All,male x upper,171,safe,2.833333333333334,5
All,male x upper,71,safe,2.0,5
All,male x upper,53,safe,3.912037037037037,8
All,male x upper,61,safe,1.3333333333333335,5
All,male x upper,340,safe,6.698412698412699,7
All,male x upper,33,safe,5.333333333333334,5
All,male x upper,32,safe,5.780423280423281,4
All,male x upper,100,safe,4.228395061728396,9
All,male x upper,66,safe,2.142857142857143,6
All,male x upper,353,safe,4.48941798941799,10
All,male x upper,69,safe,2.117283950617284,8
All,male x upper,129,safe,5.174603174603175,5
All,male x upper,197,safe,5.185185185185185,6
All,male x upper,83,safe,4.555555555555556,5
All,male x upper,79,safe,6.220538720538721,4
All,male x upper,316,safe,2.1031746031746033,4
All,male x upper,2,safe,3.7962962962962963,7
All,male x upper,397,safe,5.0396825396825395,6
All,male x upper,172,safe,1.3888888888888888,6
All,male x upper,399,safe,5.555555555555555,5
All,male x upper,211,safe,5.0,4
All,male x upper,221,safe,4.666666666666667,5
All,male x upper,320,safe,4.166666666666667,4
All,male x upper,183,safe,2.8273809523809526,8
All,male x upper,236,safe,2.777777777777778,6
All,male x upper,213,safe,6.0,4
All,male x upper,29,safe,0.8333333333333334,4
All,male x upper,258,safe,0.8333333333333334,4
All,male x upper,176,safe,6.041666666666667,6
All,male x upper,59,safe,3.2222222222222223,6
All,male x upper,308,safe,4.166666666666667,6
All,male x upper,239,safe,8.333333333333334,4
All,male x upper,396,safe,2.898148148148149,5
All,male x upper,252,safe,3.8928571428571432,7
All,male x upper,301,safe,5.648148148148148,5
All,male x upper,203,safe,5.0,4
All,male x upper,325,safe,8.666666666666668,5
All,male x upper,193,safe,5.380952380952381,7
All,male x upper,194,safe,3.1646825396825395,8
All,male x upper,275,safe,7.222222222222222,4
All,male x upper,42,safe,2.797619047619048,4
All,male x upper,132,safe,4.345238095238096,4
All,male x upper,117,safe,4.583333333333334,4
All,male x upper,1,safe,5.666666666666667,4
All,male x upper,365,safe,6.481481481481482,6
All,male x upper,102,safe,6.095238095238095,6
All,male x upper,130,safe,6.777777777777778,5
All,male x upper,181,safe,4.646464646464647,4
All,male x upper,244,safe,6.012698412698413,8
All,male x upper,125,safe,3.8888888888888893,6
All,male x upper,150,safe,3.194444444444444,4
All,male x upper,148,safe,4.809523809523809,7
All,male x upper,186,safe,5.833333333333334,4
All,male x upper,281,safe,4.444444444444445,6
All,male x upper,338,safe,4.166666666666667,4
All,male x upper,116,safe,5.833333333333334,4
All,male x upper,341,safe,2.166666666666667,5
All,male x upper,143,safe,5.476190476190476,4
All,male x upper,9,safe,6.555555555555556,4
All,male x upper,359,safe,4.166666666666667,4
All,male x upper,70,safe,5.0,4
All,male x upper,368,safe,8.518518518518519,6
All,male x upper,288,safe,6.0,8
All,male x upper,266,safe,5.476190476190476,4
All,male x upper,146,safe,2.5,4
All,male x upper,140,safe,6.112944925444926,12
All,male x upper,145,safe,4.027777777777778,6
All,male x upper,294,safe,3.306878306878307,7
All,male x upper,45,safe,3.3333333333333335,5
All,male x upper,57,safe,4.537037037037037,8
