uuid,city,image_number,relabeled_name,source_dataset_path,raw_snapshot_relpath,local_image_path,visual_complexity,inference_safety,inference_lively,inference_wealthy,inference_beautiful,inference_boring,inference_depressing,qscore_safety,qscore_safety_num_comparisons,qscore_lively,qscore_lively_num_comparisons,qscore_wealthy,qscore_wealthy_num_comparisons,qscore_beautiful,qscore_beautiful_num_comparisons,qscore_boring,qscore_boring_num_comparisons,qscore_depressing,qscore_depressing_num_comparisons
3b79fbea-bf96-435d-9606-2d3fb67514d2,Santiago,70,Image_70,data/svi/Santiago/3b79fbea-bf96-435d-9606-2d3fb67514d2.jpeg,svi/Santiago/3b79fbea-bf96-435d-9606-2d3fb67514d2.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/3b79fbea-bf96-435d-9606-2d3fb67514d2.jpeg,1.9066189361408994,6.52,9.13,6.52,5.32,2.07,2.75,4.81269983710561,21,5.339843579628624,21,4.4586450413351,25,3.6774425319715176,28,4.541439599401079,32,4.772377703995351,35
3ba4f295-3825-4187-a30f-2aa04c6c37ea,San Francisco,247,Image_247,data/svi/San Francisco/3ba4f295-3825-4187-a30f-2aa04c6c37ea.jpeg,svi/San Francisco/3ba4f295-3825-4187-a30f-2aa04c6c37ea.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/3ba4f295-3825-4187-a30f-2aa04c6c37ea.jpeg,1.5271402997083996,3.62,9.47,8.78,6.66,2.89,2.71,5.52467817270449,28,5.224456713322575,20,5.274575476505302,33,5.488455924662822,18,4.486912034695963,31,3.6138053967668577,22
3bd3d662-f330-4af9-bd46-9e3a2d999ccf,San Francisco,302,Image_302,data/svi/San Francisco/3bd3d662-f330-4af9-bd46-9e3a2d999ccf.jpeg,svi/San Francisco/3bd3d662-f330-4af9-bd46-9e3a2d999ccf.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/3bd3d662-f330-4af9-bd46-9e3a2d999ccf.jpeg,2.000212176311728,7.74,9.62,7.7,8.17,1.83,1.58,5.173231673135669,27,4.180214236845061,20,3.904362447169465,27,4.358248601530335,19,4.134493099828853,19,4.666545342166461,28
3cc24150-c590-4d83-883c-44855010e338,Santiago,5,Image_5,data/svi/Santiago/3cc24150-c590-4d83-883c-44855010e338.jpeg,svi/Santiago/3cc24150-c590-4d83-883c-44855010e338.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/3cc24150-c590-4d83-883c-44855010e338.jpeg,1.8723458514873406,5.55,4.82,7.42,8.03,4.71,2.58,4.831434286848685,29,4.067743800805679,31,5.31619324844845,21,5.117310680793742,28,5.199664624372119,28,3.753839363626382,24
3eac17fe-25d4-478a-a41f-bbd0bba62443,Amsterdam,332,Image_332,data/svi/Amsterdam/3eac17fe-25d4-478a-a41f-bbd0bba62443.jpeg,svi/Amsterdam/3eac17fe-25d4-478a-a41f-bbd0bba62443.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/3eac17fe-25d4-478a-a41f-bbd0bba62443.jpeg,1.523200778856622,4.72,6.8,7.66,7.76,2.86,7.07,5.16433798492769,20,6.242374241596086,19,4.569189637014475,24,5.158365238931205,28,3.667628712743347,31,3.4965324057864184,14
3eda236e-ec83-43b9-94aa-8d05f809947a,Amsterdam,346,Image_346,data/svi/Amsterdam/3eda236e-ec83-43b9-94aa-8d05f809947a.jpeg,svi/Amsterdam/3eda236e-ec83-43b9-94aa-8d05f809947a.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/3eda236e-ec83-43b9-94aa-8d05f809947a.jpeg,1.7039249559190615,6.78,8.93,5.8,4.76,2.9,4.12,4.475420710820248,14,5.004347418717891,23,4.20081539141746,18,4.044460497649353,24,4.383234035748379,26,5.875158264674393,18
3f514c22-e89b-4772-a5f9-6c846630278f,San Francisco,283,Image_283,data/svi/San Francisco/3f514c22-e89b-4772-a5f9-6c846630278f.jpeg,svi/San Francisco/3f514c22-e89b-4772-a5f9-6c846630278f.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/3f514c22-e89b-4772-a5f9-6c846630278f.jpeg,1.7414680578637967,7.11,8.89,8.53,8.03,2.69,2.04,6.365299387944316,24,4.904973795153706,24,5.722384694158888,21,5.840273291612457,23,3.675991703769482,27,3.372987682511492,21
3f61d908-592b-45bb-8fdf-eb82d0a80d2e,San Francisco,263,Image_263,data/svi/San Francisco/3f61d908-592b-45bb-8fdf-eb82d0a80d2e.jpeg,svi/San Francisco/3f61d908-592b-45bb-8fdf-eb82d0a80d2e.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/3f61d908-592b-45bb-8fdf-eb82d0a80d2e.jpeg,1.80711072681392,4.9,7.93,7.16,9.55,2.2,3.37,5.25056246716673,24,4.62218111362118,32,5.364137561550971,30,6.291013749807132,23,4.390649356376052,23,4.59174430641822,23
3f953cb4-31e1-4a5f-b6d8-d8a4c8c55d5d,Amsterdam,386,Image_386,data/svi/Amsterdam/3f953cb4-31e1-4a5f-b6d8-d8a4c8c55d5d.jpeg,svi/Amsterdam/3f953cb4-31e1-4a5f-b6d8-d8a4c8c55d5d.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/3f953cb4-31e1-4a5f-b6d8-d8a4c8c55d5d.jpeg,1.9230017875904588,3.24,8.66,7.1,5.35,5.54,2.53,4.632440196116089,26,6.942765008634228,21,5.714545233389843,25,4.821317170474249,22,3.9002645502645503,20,4.006188590091514,28
40d97ad5-c8ae-44df-87fd-33811a1c7414,Amsterdam,341,Image_341,data/svi/Amsterdam/40d97ad5-c8ae-44df-87fd-33811a1c7414.jpeg,svi/Amsterdam/40d97ad5-c8ae-44df-87fd-33811a1c7414.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/40d97ad5-c8ae-44df-87fd-33811a1c7414.jpeg,2.0837691878918703,7.6,8.81,6.91,4.33,2.13,2.49,4.622065184894813,28,7.264691389355368,22,5.1417225459081,21,5.169263937345432,14,2.6720020785614502,36,3.5282149406275582,34
40fdc299-465c-436c-8333-04c228cbe59e,Santiago,32,Image_32,data/svi/Santiago/40fdc299-465c-436c-8333-04c228cbe59e.jpeg,svi/Santiago/40fdc299-465c-436c-8333-04c228cbe59e.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/40fdc299-465c-436c-8333-04c228cbe59e.jpeg,1.8239991294709446,8.22,9.37,6.49,7.69,1.84,1.08,4.761484803723554,24,3.8406222538788612,23,4.929402898523593,26,5.0790877282812765,20,5.129541416437968,25,4.664165531532478,21
416a4869-428a-475a-92bd-19f2611b2925,Amsterdam,396,Image_396,data/svi/Amsterdam/416a4869-428a-475a-92bd-19f2611b2925.jpeg,svi/Amsterdam/416a4869-428a-475a-92bd-19f2611b2925.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/416a4869-428a-475a-92bd-19f2611b2925.jpeg,1.739048620087457,7.55,9.06,9.31,3.15,5.12,2.49,4.254742737090326,29,5.1026027428977745,21,4.683260737147907,28,4.482149399302291,32,4.257456078810455,27,5.440814525975816,25
41a8b6ce-02df-47e8-b7d1-10cce55b6575,Amsterdam,399,Image_399,data/svi/Amsterdam/41a8b6ce-02df-47e8-b7d1-10cce55b6575.jpeg,svi/Amsterdam/41a8b6ce-02df-47e8-b7d1-10cce55b6575.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/41a8b6ce-02df-47e8-b7d1-10cce55b6575.jpeg,1.9007380581928461,5.81,7.53,8.73,9.13,2.67,1.62,5.399471994302494,37,6.022386147802815,26,6.686011457918847,18,5.988988000896857,29,3.5964063885807507,23,4.487096855358163,23
429e56da-2784-4d22-8d9b-4245740f4f6e,San Francisco,274,Image_274,data/svi/San Francisco/429e56da-2784-4d22-8d9b-4245740f4f6e.jpeg,svi/San Francisco/429e56da-2784-4d22-8d9b-4245740f4f6e.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/429e56da-2784-4d22-8d9b-4245740f4f6e.jpeg,1.7767068420705114,4.21,9.3,2.52,3.32,3.81,5.11,4.696003063028925,16,4.688020648165576,18,4.622466422466423,15,5.059618937820188,27,4.804022040148964,31,3.0242656534849153,23
42c2cb06-e620-4f39-95f6-9de72036aa06,San Francisco,284,Image_284,data/svi/San Francisco/42c2cb06-e620-4f39-95f6-9de72036aa06.jpeg,svi/San Francisco/42c2cb06-e620-4f39-95f6-9de72036aa06.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/42c2cb06-e620-4f39-95f6-9de72036aa06.jpeg,1.8844859113729322,3.83,7.38,3.36,4.8,2.92,3.37,4.3810752602870835,29,5.127375849956496,22,4.036512746512746,29,5.252692350596341,21,4.704667931688805,31,4.461974873854958,23
44fb3166-93d7-4606-89d4-3fb8e2b50e8d,Santiago,25,Image_25,data/svi/Santiago/44fb3166-93d7-4606-89d4-3fb8e2b50e8d.jpeg,svi/Santiago/44fb3166-93d7-4606-89d4-3fb8e2b50e8d.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/44fb3166-93d7-4606-89d4-3fb8e2b50e8d.jpeg,2.0520479585937608,1.83,3.31,2.34,8.68,3.48,4.54,3.9227209205760603,21,4.402251719089983,36,3.490330933434382,20,3.0272786852187945,24,4.269391776542806,23,5.706961298849834,29
47a79ab8-8875-46d5-abc1-d6ec04295cae,Singapore,227,Image_227,data/svi/Singapore/47a79ab8-8875-46d5-abc1-d6ec04295cae.jpeg,svi/Singapore/47a79ab8-8875-46d5-abc1-d6ec04295cae.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/47a79ab8-8875-46d5-abc1-d6ec04295cae.jpeg,1.706443857400575,5.97,6.91,4.59,5.38,1.13,5.07,5.385942399543561,16,5.355654821162418,23,4.030238664021235,33,3.9503563397447103,27,3.3794118148931815,21,4.6480391973868596,24
4903628d-f801-4f74-8c87-17c648acbf1e,Singapore,209,Image_209,data/svi/Singapore/4903628d-f801-4f74-8c87-17c648acbf1e.jpeg,svi/Singapore/4903628d-f801-4f74-8c87-17c648acbf1e.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/4903628d-f801-4f74-8c87-17c648acbf1e.jpeg,1.8238635758191573,6.27,8.41,5.87,8.34,1.8,6.48,4.663216739245788,26,2.9284436599664305,20,5.986224626297447,22,5.995028298975668,25,5.836209175704118,31,4.4483589720574175,21
4a308127-aed5-40a3-b781-e28361b67284,Abuja,144,Image_144,data/svi/Abuja/4a308127-aed5-40a3-b781-e28361b67284.jpeg,svi/Abuja/4a308127-aed5-40a3-b781-e28361b67284.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/4a308127-aed5-40a3-b781-e28361b67284.jpeg,1.5951428967815442,1.7,5.21,5.21,6.33,4.78,7.31,4.1412594725965475,33,3.602598287869919,31,4.407337454212454,22,3.740145942237717,25,4.604781836903663,23,5.404892242545926,33
4a3697f3-027c-42da-b175-211ff2e3f927,Singapore,195,Image_195,data/svi/Singapore/4a3697f3-027c-42da-b175-211ff2e3f927.jpeg,svi/Singapore/4a3697f3-027c-42da-b175-211ff2e3f927.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/4a3697f3-027c-42da-b175-211ff2e3f927.jpeg,1.7139933814574786,0.94,3.72,1.38,5.08,5.89,6.45,4.658312301636624,18,4.027096758773777,27,3.840744842493175,32,4.376276753715177,28,5.725616167659806,28,5.7096846853896945,22
4ab76638-8609-4171-88d3-21d91c48a518,Santiago,22,Image_22,data/svi/Santiago/4ab76638-8609-4171-88d3-21d91c48a518.jpeg,svi/Santiago/4ab76638-8609-4171-88d3-21d91c48a518.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/4ab76638-8609-4171-88d3-21d91c48a518.jpeg,1.943149778807192,3.21,6.44,2.91,2.44,4.78,4.88,3.8014116854696565,23,4.966825426297303,17,2.7573464535193897,32,3.5107577395906917,26,4.537131971342498,22,6.697056318181844,26
4b4b921d-0e7a-496a-bbe6-de2d5f096249,Amsterdam,391,Image_391,data/svi/Amsterdam/4b4b921d-0e7a-496a-bbe6-de2d5f096249.jpeg,svi/Amsterdam/4b4b921d-0e7a-496a-bbe6-de2d5f096249.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/4b4b921d-0e7a-496a-bbe6-de2d5f096249.jpeg,1.9043919957827113,8.44,9.81,8.16,7.33,1.14,1.97,4.957099569692533,27,5.36371908563441,31,5.911403179996825,24,5.894075559516736,15,5.516407883864158,24,4.316736562639755,27
4bc7637c-9954-4d83-b40f-e837614ee20d,Singapore,238,Image_238,data/svi/Singapore/4bc7637c-9954-4d83-b40f-e837614ee20d.jpeg,svi/Singapore/4bc7637c-9954-4d83-b40f-e837614ee20d.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/4bc7637c-9954-4d83-b40f-e837614ee20d.jpeg,1.9752260008976155,6.15,6.03,5.65,6.27,1.7,7.8,5.178716269887133,23,4.912546524865365,18,5.879138116053321,19,4.560983981693364,19,4.944319134015952,26,4.571723928245668,23
4d00b2b2-b624-44fb-b891-92db03cb3e33,Singapore,183,Image_183,data/svi/Singapore/4d00b2b2-b624-44fb-b891-92db03cb3e33.jpeg,svi/Singapore/4d00b2b2-b624-44fb-b891-92db03cb3e33.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/4d00b2b2-b624-44fb-b891-92db03cb3e33.jpeg,1.834537747689246,1.1,1.28,4.28,5.62,6.06,6.94,3.673399144604079,24,2.7054317264409087,24,4.600722709614213,25,4.639126426445268,22,6.710758815059891,26,6.072975858607108,22
4fae46f0-8908-42e5-9347-983330f58b68,Amsterdam,355,Image_355,data/svi/Amsterdam/4fae46f0-8908-42e5-9347-983330f58b68.jpeg,svi/Amsterdam/4fae46f0-8908-42e5-9347-983330f58b68.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/4fae46f0-8908-42e5-9347-983330f58b68.jpeg,1.7628803288698371,7.75,8.88,9.59,9.51,1.05,1.82,5.192958297929059,24,6.048063134532075,31,6.489694071360739,22,6.887875216520953,24,3.9288134466956346,22,2.7087155710111874,36
504a634f-f535-458c-8d93-097621e30d0b,Abuja,97,Image_97,data/svi/Abuja/504a634f-f535-458c-8d93-097621e30d0b.jpeg,svi/Abuja/504a634f-f535-458c-8d93-097621e30d0b.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/504a634f-f535-458c-8d93-097621e30d0b.jpeg,1.483923187450825,8.97,7.51,5.33,3.4,3.28,4.43,4.954657839923541,26,6.9245716840352225,31,4.288055823400652,29,5.026585196572666,30,4.065681589147944,34,4.090665793782802,23
50811b7a-5b0f-4581-92fa-017e6ff26ba0,Santiago,2,Image_2,data/svi/Santiago/50811b7a-5b0f-4581-92fa-017e6ff26ba0.jpeg,svi/Santiago/50811b7a-5b0f-4581-92fa-017e6ff26ba0.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/50811b7a-5b0f-4581-92fa-017e6ff26ba0.jpeg,1.8161306097924803,7.58,9.07,8.57,6.93,2.1,2.03,4.661775415884921,27,4.6586018633900945,24,5.8029225794694295,27,3.918116348503754,28,4.666200937374562,26,3.885021928781327,26
5231d5c5-bde8-4cb3-9e90-bf4601a3d97f,Singapore,199,Image_199,data/svi/Singapore/5231d5c5-bde8-4cb3-9e90-bf4601a3d97f.jpeg,svi/Singapore/5231d5c5-bde8-4cb3-9e90-bf4601a3d97f.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/5231d5c5-bde8-4cb3-9e90-bf4601a3d97f.jpeg,1.9854128401387785,7.36,8.44,4.32,4.41,1.84,2.67,3.9892994812745464,33,5.638903301178141,31,3.6712764458242497,21,4.412206656528367,25,5.052602334816491,22,4.996639345502983,39
52ab1774-23fe-49b2-bbf4-703c48c6c663,San Francisco,262,Image_262,data/svi/San Francisco/52ab1774-23fe-49b2-bbf4-703c48c6c663.jpeg,svi/San Francisco/52ab1774-23fe-49b2-bbf4-703c48c6c663.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/52ab1774-23fe-49b2-bbf4-703c48c6c663.jpeg,1.8607071210284516,4.61,8.57,4.83,7.67,0.71,1.22,4.866404182005686,19,6.063492063492063,15,4.5161028747730025,27,5.5565210932858,17,3.479235702798662,19,4.0510466776663225,29
52f83280-5051-4ad6-be96-7327322d6aa5,Abuja,158,Image_158,data/svi/Abuja/52f83280-5051-4ad6-be96-7327322d6aa5.jpeg,svi/Abuja/52f83280-5051-4ad6-be96-7327322d6aa5.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/52f83280-5051-4ad6-be96-7327322d6aa5.jpeg,1.395194137445107,7.49,6.9,7.92,6.58,4.82,5.47,5.21129675045056,23,3.70968276849691,31,5.36527417027417,28,5.83612511462467,28,5.352725171051088,31,5.668497925951231,32
5352831a-9380-4d92-b3bc-4269684062da,San Francisco,320,Image_320,data/svi/San Francisco/5352831a-9380-4d92-b3bc-4269684062da.jpeg,svi/San Francisco/5352831a-9380-4d92-b3bc-4269684062da.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/5352831a-9380-4d92-b3bc-4269684062da.jpeg,1.9444826907428299,8.28,9.8,5.36,6.74,3.01,1.18,5.659308035168466,21,6.077704924211857,23,4.527473470394618,24,5.6082507052334645,26,2.7133874587703244,23,3.9572748832002755,36
5405822e-4b70-4880-ac59-c0da3cd06d7c,Santiago,23,Image_23,data/svi/Santiago/5405822e-4b70-4880-ac59-c0da3cd06d7c.jpeg,svi/Santiago/5405822e-4b70-4880-ac59-c0da3cd06d7c.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/5405822e-4b70-4880-ac59-c0da3cd06d7c.jpeg,2.0569298612575997,6.42,9.83,5.91,6.35,2.56,2.95,4.024345014334415,23,5.765254627588167,18,4.781021979297842,22,4.186299045084837,24,5.187183787362865,27,4.289359533148923,26
542a63f5-c15c-4d11-93ca-8a002f9e0bb9,Amsterdam,359,Image_359,data/svi/Amsterdam/542a63f5-c15c-4d11-93ca-8a002f9e0bb9.jpeg,svi/Amsterdam/542a63f5-c15c-4d11-93ca-8a002f9e0bb9.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/542a63f5-c15c-4d11-93ca-8a002f9e0bb9.jpeg,1.5015432446148713,3.13,5.04,6.03,3.92,3.41,4.77,4.978569877025255,22,5.343012596902479,29,6.157413747552889,19,5.18951275666962,26,3.8677341608883196,33,4.317535485980869,27
5446831e-9c5b-4390-a583-6f0f3e3877ca,Singapore,219,Image_219,data/svi/Singapore/5446831e-9c5b-4390-a583-6f0f3e3877ca.jpeg,svi/Singapore/5446831e-9c5b-4390-a583-6f0f3e3877ca.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/5446831e-9c5b-4390-a583-6f0f3e3877ca.jpeg,2.2551969259887414,3.64,5.01,4.61,2.71,3.32,7.4,4.49897890175668,26,4.619515755972199,26,3.9186987033483143,31,3.460943201217801,21,5.103171634485375,25,6.24660494610707,28
557298e0-5380-4fa2-b813-7bb194720556,Amsterdam,366,Image_366,data/svi/Amsterdam/557298e0-5380-4fa2-b813-7bb194720556.jpeg,svi/Amsterdam/557298e0-5380-4fa2-b813-7bb194720556.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/557298e0-5380-4fa2-b813-7bb194720556.jpeg,1.5643759014574439,4.7,8.76,8.23,5.13,2.76,7.71,6.051425044637828,23,6.553048878962306,32,6.387206401223201,16,6.781521773320229,22,3.1819518338060537,33,2.918516266342353,23
55778d2b-f923-45c6-9a4f-037fb4162f06,Singapore,234,Image_234,data/svi/Singapore/55778d2b-f923-45c6-9a4f-037fb4162f06.jpeg,svi/Singapore/55778d2b-f923-45c6-9a4f-037fb4162f06.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/55778d2b-f923-45c6-9a4f-037fb4162f06.jpeg,1.662735228361702,8.14,8.89,6.62,8.16,2.24,5.34,5.136177636177636,27,4.89711178369276,30,4.259401145120418,27,4.337212220861506,28,4.216885463015523,22,3.489071265178397,16
55b4d6d7-6359-456d-8cce-a983030ff59b,San Francisco,292,Image_292,data/svi/San Francisco/55b4d6d7-6359-456d-8cce-a983030ff59b.jpeg,svi/San Francisco/55b4d6d7-6359-456d-8cce-a983030ff59b.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/55b4d6d7-6359-456d-8cce-a983030ff59b.jpeg,1.7120901057201738,7.01,9.6,4.65,6.22,3.1,4.54,4.330906332376312,25,5.374658869395711,19,3.3717511371020144,19,5.565643012829946,19,5.0683486219654235,24,4.192516434183101,25
568bc87e-48d2-4c39-b6e8-5733810fd1bd,Santiago,17,Image_17,data/svi/Santiago/568bc87e-48d2-4c39-b6e8-5733810fd1bd.jpeg,svi/Santiago/568bc87e-48d2-4c39-b6e8-5733810fd1bd.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/568bc87e-48d2-4c39-b6e8-5733810fd1bd.jpeg,1.9770420848660053,4.38,7.91,5.52,5.21,2.94,5.33,4.021030536756875,26,4.678186269053359,25,4.576596501690742,27,2.9201210885535396,26,5.490723937713382,25,4.2677449851678695,26
57cfa30a-922b-42c1-8ced-dc5f5ddefecb,Abuja,90,Image_90,data/svi/Abuja/57cfa30a-922b-42c1-8ced-dc5f5ddefecb.jpeg,svi/Abuja/57cfa30a-922b-42c1-8ced-dc5f5ddefecb.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/57cfa30a-922b-42c1-8ced-dc5f5ddefecb.jpeg,1.679777566234835,7.76,4.91,5.12,5.86,5.82,6.19,4.94075222203193,27,3.784570763574668,31,4.798377684407097,28,4.350821790211529,30,6.565368709621583,18,4.855239345802359,22
586da6fb-1a6a-45b3-8c0e-a95da6db2a2f,Abuja,128,Image_128,data/svi/Abuja/586da6fb-1a6a-45b3-8c0e-a95da6db2a2f.jpeg,svi/Abuja/586da6fb-1a6a-45b3-8c0e-a95da6db2a2f.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/586da6fb-1a6a-45b3-8c0e-a95da6db2a2f.jpeg,1.6777448789802,7.01,6.48,6.65,6.66,3.37,8.8,4.258479938247618,22,3.2348964170598,35,3.8675272152283644,18,2.7518077768741906,17,5.9962655537717815,29,5.227730306260252,30
58965f9f-24b5-472b-a50a-bf6946be2765,Singapore,196,Image_196,data/svi/Singapore/58965f9f-24b5-472b-a50a-bf6946be2765.jpeg,svi/Singapore/58965f9f-24b5-472b-a50a-bf6946be2765.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/58965f9f-24b5-472b-a50a-bf6946be2765.jpeg,1.8318876703688634,2.43,8.45,5.0,7.44,0.15,5.63,4.445750761820668,17,5.4275208203841085,31,5.3329920413528376,33,4.716340903622264,24,4.8500177888049745,20,4.043186543414911,22
58a0c28a-4cc2-4ca5-969b-f1697739e12f,Amsterdam,393,Image_393,data/svi/Amsterdam/58a0c28a-4cc2-4ca5-969b-f1697739e12f.jpeg,svi/Amsterdam/58a0c28a-4cc2-4ca5-969b-f1697739e12f.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/58a0c28a-4cc2-4ca5-969b-f1697739e12f.jpeg,1.8507768393581863,8.26,8.64,7.1,6.56,0.51,1.83,5.343257175692704,22,6.0544824336013185,17,6.007088533762617,25,5.473460701411761,26,4.401856724055,18,4.269688691078676,29
59aca400-f941-4f1d-91d5-270b0fabd80e,Singapore,205,Image_205,data/svi/Singapore/59aca400-f941-4f1d-91d5-270b0fabd80e.jpeg,svi/Singapore/59aca400-f941-4f1d-91d5-270b0fabd80e.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/59aca400-f941-4f1d-91d5-270b0fabd80e.jpeg,1.745882347903434,5.97,8.54,7.64,6.91,1.41,3.77,4.871204466032053,18,3.186079646868607,29,4.17339928695764,23,3.738770167895928,20,6.076986248561751,26,6.065783995097921,21
5adc5d5b-d091-49fd-b2d3-8915e30b847e,Singapore,200,Image_200,data/svi/Singapore/5adc5d5b-d091-49fd-b2d3-8915e30b847e.jpeg,svi/Singapore/5adc5d5b-d091-49fd-b2d3-8915e30b847e.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/5adc5d5b-d091-49fd-b2d3-8915e30b847e.jpeg,1.7179720776993284,7.75,4.6,5.26,2.97,1.21,4.74,5.349864977757685,18,4.643074616537885,25,3.418004874888933,26,4.1801663252094015,31,4.995637231323081,35,4.543157720386387,27
5b0150be-8a08-4e0a-9b18-b29b4bd1e87d,Santiago,49,Image_49,data/svi/Santiago/5b0150be-8a08-4e0a-9b18-b29b4bd1e87d.jpeg,svi/Santiago/5b0150be-8a08-4e0a-9b18-b29b4bd1e87d.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/5b0150be-8a08-4e0a-9b18-b29b4bd1e87d.jpeg,1.7734935340478066,0.5,7.8,6.06,7.64,1.85,1.82,4.671273911273912,14,6.163252697063658,28,4.331626449682005,22,5.9465044055027505,19,3.526159822121898,29,3.707243131019818,37
5c8426c2-5282-43dc-a622-8fd1501e3a63,Singapore,178,Image_178,data/svi/Singapore/5c8426c2-5282-43dc-a622-8fd1501e3a63.jpeg,svi/Singapore/5c8426c2-5282-43dc-a622-8fd1501e3a63.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/5c8426c2-5282-43dc-a622-8fd1501e3a63.jpeg,1.5663130947724753,7.71,8.33,4.74,7.96,1.82,4.27,4.284883495750509,27,2.7624378449109632,27,4.448449529585432,21,4.247772097211576,34,5.401360580567336,24,5.807283383474455,23
